Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,infection,hours post infection,tissue
SRR18676306,3787407,386315514,102,119,SRX14777814,GSM6033219,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537215,SAMN27404854,simple,9606,Homo sapiens,GSM6033219,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,TotalRNA_4hpi_wt_rep1,Human + Virus,Calu3,SARS-CoV-2,4,
SRR18676305,6368191,649555482,102,201,SRX14777815,GSM6033220,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537217,SAMN27404853,simple,9606,Homo sapiens,GSM6033220,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,TotalRNA_4hpi_wt_rep2,Human + Virus,Calu3,SARS-CoV-2,4,
SRR18676304,6103751,622582602,102,191,SRX14777816,GSM6033221,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537216,SAMN27404852,simple,9606,Homo sapiens,GSM6033221,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,TotalRNA_7hpi_del_rep1,Human + Virus,Calu3,SARS-CoV-2,7,
SRR18676303,7939305,809809110,102,250,SRX14777817,GSM6033222,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537218,SAMN27404851,simple,9606,Homo sapiens,GSM6033222,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,TotalRNA_7hpi_del_rep2,Human + Virus,Calu3,SARS-CoV-2,7,
SRR18676302,4330045,441664590,102,136,SRX14777818,GSM6033223,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537219,SAMN27404850,simple,9606,Homo sapiens,GSM6033223,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,TotalRNA_7hpi_wt_rep1,Human + Virus,Calu3,SARS-CoV-2,7,
SRR18676301,7587051,773879202,102,238,SRX14777819,GSM6033224,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537222,SAMN27404849,simple,9606,Homo sapiens,GSM6033224,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,TotalRNA_7hpi_wt_rep2,Human + Virus,Calu3,SARS-CoV-2,7,
SRR18676300,3418060,348642120,102,107,SRX14777820,GSM6033225,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537220,SAMN27404848,simple,9606,Homo sapiens,GSM6033225,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,TotalRNA_Mock_A_rep1,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676299,2935778,299449356,102,92,SRX14777821,GSM6033226,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537221,SAMN27404847,simple,9606,Homo sapiens,GSM6033226,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,TotalRNA_Mock_A_rep2,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676298,3973691,282132061,71,86,SRX14777822,GSM6033227,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537223,SAMN27404846,simple,9606,Homo sapiens,GSM6033227,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,0_del_noruxo_A,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676296,5877527,417304417,71,127,SRX14777823,GSM6033228,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537224,SAMN27404845,simple,9606,Homo sapiens,GSM6033228,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,0_del_noruxo_B,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676295,7424632,527148872,71,160,SRX14777824,GSM6033229,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537225,SAMN27404844,simple,9606,Homo sapiens,GSM6033229,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,0_del_ruxo_A,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676294,5156843,366135853,71,112,SRX14777825,GSM6033230,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537226,SAMN27404843,simple,9606,Homo sapiens,GSM6033230,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,0_del_ruxo_B,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676293,4148291,294528661,71,89,SRX14777826,GSM6033231,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537227,SAMN27404842,simple,9606,Homo sapiens,GSM6033231,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,0_WT_noruxo_A,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676292,3707956,263264876,71,79,SRX14777827,GSM6033232,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537228,SAMN27404841,simple,9606,Homo sapiens,GSM6033232,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,0_WT_noruxo_B,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676291,5117880,363369480,71,110,SRX14777828,GSM6033233,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537229,SAMN27404840,simple,9606,Homo sapiens,GSM6033233,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,0_WT_ruxo_A,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676290,2201389,154097230,70,46,SRX14777829,GSM6033117,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537230,SAMN27404956,simple,60711,Chlorocebus sabaeus,GSM6033117,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Monkey + Virus,Vero_GC_WT_48_A,Monkey + Virus,Vero6,SARS-CoV-2,48,
SRR18676289,2579296,180550720,70,54,SRX14777830,GSM6033118,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537232,SAMN27404955,simple,60711,Chlorocebus sabaeus,GSM6033118,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Monkey + Virus,Vero_GC_Del_48_A,Monkey + Virus,Vero6,SARS-CoV-2,48,
SRR18676288,2847844,199349080,70,60,SRX14777831,GSM6033119,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537231,SAMN27404954,simple,60711,Chlorocebus sabaeus,GSM6033119,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Monkey + Virus,Vero_GC_WT_48_B,Monkey + Virus,Vero6,SARS-CoV-2,48,
SRR18676287,1524367,106705690,70,32,SRX14777832,GSM6033120,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537233,SAMN27404953,simple,60711,Chlorocebus sabaeus,GSM6033120,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Monkey + Virus,Vero_GC_Del_48_B,Monkey + Virus,Vero6,SARS-CoV-2,48,
SRR18676286,3686236,258036520,70,76,SRX14777833,GSM6033121,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537234,SAMN27404952,simple,60711,Chlorocebus sabaeus,GSM6033121,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Monkey + Virus,Vero_GC_WT_0,Monkey + Virus,Vero6,SARS-CoV-2,0,
SRR18676207,6417271,397870802,0,126,SRX14777834,GSM6033122,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537235,SAMN27404951,simple,9606,Homo sapiens,GSM6033122,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,Frac_GFP_A_Cytosol,Human,293T,,24,
SRR18676285,8041549,554866881,69,199,SRX14777835,GSM6033123,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537236,SAMN27404950,simple,9606,Homo sapiens,GSM6033123,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,Frac_GFP_A_Nucleus,Human,293T,,24,
SRR18676208,13668396,847440552,0,288,SRX14777836,GSM6033124,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537237,SAMN27404949,simple,9606,Homo sapiens,GSM6033124,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,Frac_GFP_A_Total,Human,293T,,24,
SRR18676284,9094624,563866688,0,185,SRX14777837,GSM6033125,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537238,SAMN27404948,simple,9606,Homo sapiens,GSM6033125,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,Frac_GFP_B_Cytosol,Human,293T,,24,
SRR18676209,6496220,402765640,0,132,SRX14777838,GSM6033126,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537239,SAMN27404947,simple,9606,Homo sapiens,GSM6033126,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,Frac_GFP_B_Nucleus,Human,293T,,24,
SRR18676283,6222628,385802936,0,121,SRX14777839,GSM6033127,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537240,SAMN27404946,simple,9606,Homo sapiens,GSM6033127,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,Frac_GFP_B_Total,Human,293T,,24,
SRR18676210,6579231,407912322,0,137,SRX14777840,GSM6033128,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537242,SAMN27404945,simple,9606,Homo sapiens,GSM6033128,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human,Frac_NSP1del_A_Cytosol,Human,293T,,24,
SRR18676282,9794945,1097033840,81,339,SRX14777841,GSM6033178,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537241,SAMN27404895,simple,9606,Homo sapiens,GSM6033178,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_5hr_wt_B,Human + Virus,Calu3,SARS-CoV-2,29,
SRR18676281,7080626,793030112,81,241,SRX14777842,GSM6033179,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537244,SAMN27404894,simple,9606,Homo sapiens,GSM6033179,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_6hr_delta_A,Human + Virus,Calu3,SARS-CoV-2,30,
SRR18676280,7669060,858934720,81,263,SRX14777843,GSM6033180,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537243,SAMN27404893,simple,9606,Homo sapiens,GSM6033180,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_6hr_delta_B,Human + Virus,Calu3,SARS-CoV-2,30,
SRR18676279,12333670,1381371040,81,435,SRX14777844,GSM6033181,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537245,SAMN27404892,simple,9606,Homo sapiens,GSM6033181,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_6hr_mock_A,Human + Virus,Calu3,SARS-CoV-2,30,
SRR18676278,19685607,2204787984,81,680,SRX14777845,GSM6033182,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537246,SAMN27404891,simple,9606,Homo sapiens,GSM6033182,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_6hr_mock_B,Human + Virus,Calu3,SARS-CoV-2,30,
SRR18676277,26955959,3019067408,81,939,SRX14777846,GSM6033183,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537250,SAMN27404890,simple,9606,Homo sapiens,GSM6033183,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_6hr_wt_A,Human + Virus,Calu3,SARS-CoV-2,30,
SRR18676276,14947486,1674118432,81,538,SRX14777847,GSM6033184,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537247,SAMN27404889,simple,9606,Homo sapiens,GSM6033184,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_6hr_wt_B,Human + Virus,Calu3,SARS-CoV-2,30,
SRR18676275,7912230,886169760,81,274,SRX14777848,GSM6033185,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537248,SAMN27404888,simple,9606,Homo sapiens,GSM6033185,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,Inf_SLAM_SLAMseq_no4su_delta,Human + Virus,Calu3,SARS-CoV-2,24,
SRR18676274,73760538,5974603578,81,1788,SRX14777849,GSM6033194,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537249,SAMN27404879,simple,9606,Homo sapiens,GSM6033194,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_mRNA_7hpi_wt_rep1,Human + Virus,Calu3,SARS-CoV-2,7,
SRR18676273,21082589,1707689709,81,507,SRX14777850,GSM6033195,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537251,SAMN27404878,simple,9606,Homo sapiens,GSM6033195,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_mRNA_7hpi_wt_rep2,Human + Virus,Calu3,SARS-CoV-2,7,
SRR18676272,25452385,2061643185,81,618,SRX14777851,GSM6033196,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537253,SAMN27404877,simple,9606,Homo sapiens,GSM6033196,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_mRNA_Mock_B_rep1,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676271,22193876,1797703956,81,541,SRX14777852,GSM6033197,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537252,SAMN27404876,simple,9606,Homo sapiens,GSM6033197,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_mRNA_Mock_B_rep2,Human + Virus,Calu3,SARS-CoV-2,0,
SRR18676270,86394101,8812198302,102,2616,SRX14777853,GSM6033198,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537255,SAMN27404875,simple,9606,Homo sapiens,GSM6033198,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_FP_delta4_A,Human + Virus,Calu3,SARS-CoV-2,4,
SRR18676269,46042826,4696368252,102,1407,SRX14777854,GSM6033199,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537254,SAMN27404874,simple,9606,Homo sapiens,GSM6033199,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_FP_delta4_B,Human + Virus,Calu3,SARS-CoV-2,4,
SRR18676268,62476071,6372559242,102,1877,SRX14777855,GSM6033200,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537256,SAMN27404873,simple,9606,Homo sapiens,GSM6033200,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_FP_delta7_A,Human + Virus,Calu3,SARS-CoV-2,7,
SRR18676267,59714022,6090830244,102,1835,SRX14777856,GSM6033201,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP368068,PRJNA824486,35671758,"",SRS12537257,SAMN27404872,simple,9606,Homo sapiens,GSM6033201,"Noam Stern-Ginossar, Molecular Genetics, Weizmann Institute",SRA1400828,04,2022,Fisher,Human + Virus,RP_FP_delta7_B,Human + Virus,Calu3,SARS-CoV-2,7,
