Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,strain,Stage,treatment,rna subtype,GEO Accession
SRR870825,4000000,3.04e+08,,195,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO 6hpf poly(A)+ mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,"Nanog MO, SoxB1 MO",,GSM1219146
SRR870826,4000000,3.04e+08,76,178,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO 8hpf poly(A)+ mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},8hpf,"Nanog MO, SoxB1 MO",,GSM1219147
SRR870827,4000000,3.04e+08,76,180,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO + rescue mRNA 6hpf poly(A)+ mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,"Nanog MO, SoxB1 MO, rescue mRNA",,GSM1152436
SRR870828,2897081,220178156,76,137,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO + rescue mRNA 8hpf poly(A)+ mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},8hpf,"Nanog MO, SoxB1 MO, rescue mRNA",,GSM1152437
SRR870829,4000000,3.04e+08,76,177,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,WT 2hpf Total mRNA,Whole embryos,TUAB,2hpf,none,total RNA,GSM1152438
SRR870830,4000000,3.04e+08,76,177,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,WT input mRNA for Ribosome Profiling,Whole embryos,TUAB,2hpf,none,polyA RNA,GSM1152439
SRR870831,4000000,3.04e+08,76,179,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,WT ribosome protected fragments for Ribosome Profiling,Whole embryos,TUAB,2hpf,none,total RNA,GSM1152440
SRR870832,4000000,3.04e+08,76,173,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,Nanog + SoxB1 MO input mRNA for Ribosome Profiling,Whole embryos,TUAB,2hpf,"Nanog MO, SoxB1 MO",polyA RNA,GSM1152441
SRR870833,4000000,3.04e+08,76,173,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,Nanog + SoxB1 ribosome protected fragments for Ribosome Profiling,Whole embryos,TUAB,2hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1152442
SRR870834,4000000,3.04e+08,76,179,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,WT 2hpf Total mRNA,Whole embryos,TUAB,2hpf,none,total RNA,GSM1152443
SRR870835,4000000,3.04e+08,76,171,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,WT 4hpf poly(A)+ mRNA,Whole embryos,TUAB,4hpf,none,polyA RNA,GSM1152444
SRR870836,2626926,199646376,76,130,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,WT 4hpf Total mRNA,Whole embryos,TUAB,4hpf,none,total RNA,GSM1152445
SRR870837,4000000,3.04e+08,76,173,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,Alpha-amanitin 4hpf Total mRNA,Whole embryos,TUAB,4hpf,alpha-amanitin,total RNA,GSM1152446
SRR870838,809501,61522076,76,38,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,Whole embryos,TUAB,4hpf,"U1 MO, U2 MO",total RNA,GSM1152447
SRR870839,4000000,3.04e+08,76,196,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,Nanog MO 4hpf Total mRNA,Whole embryos,TUAB,4hpf,Nanog MO,total RNA,GSM1152448
SRR870840,4000000,3.04e+08,76,185,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,SoxB1 MO 4hpf Total mRNA,Whole embryos,TUAB,4hpf,SoxB1 MO,total RNA,GSM1152449
SRR870841,4000000,3.04e+08,76,182,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,Nanog + SoxB1 MO 4hpf Total mRNA,Whole embryos,TUAB,4hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1152450
SRR870842,4000000,3.04e+08,76,184,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},4hpf,none,total RNA,GSM1152451
SRR870843,4000000,3.04e+08,76,186,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},4hpf,Nanog MO,total RNA,GSM1152452
SRR870844,4000000,3.04e+08,76,178,SRX288486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431113,SAMN02183610,simple,7955,Danio rerio,GSM1152448,GEO,SRA082637,09,2013,Lee,MZpou5f1 4hpf Total mRNA,MZpou5f1 4hpf Total mRNA,MZpou5f1 SoxB1 MO 4hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},4hpf,SoxB1 MO,total RNA,GSM1152453
SRR870845,4000000,3.04e+08,76,196,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO 4hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},4hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1152454
SRR870846,4000000,3.04e+08,76,202,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,WT 6hpf Total mRNA,Whole embryos,TUAB,6hpf,none,total RNA,GSM1152455
SRR870847,4000000,3.04e+08,76,201,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,WT 6hpf Total mRNA,Whole embryos,TUAB,6hpf,none,total RNA,GSM1152456
SRR870848,4000000,3.04e+08,76,203,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,WT 6hpf Total mRNA,Whole embryos,TUAB,6hpf,none,total RNA,GSM1152457
SRR870849,1383767,105166292,76,73,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,Alpha-amanitin 6hpf Total mRNA,Whole embryos,TUAB,6hpf,alpha-amanitin,total RNA,GSM1152458
SRR870850,4000000,3.04e+08,76,196,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,Cycloheximide 6hpf Total mRNA,Whole embryos,TUAB,6hpf,cycloheximide,total RNA,GSM1152459
SRR870851,4000000,3.04e+08,76,207,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,Nanog MO 6hpf Total mRNA,Whole embryos,TUAB,6hpf,Nanog MO,total RNA,GSM1152460
SRR870852,4000000,3.04e+08,76,196,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,Nanog + SoxB1 MO Total mRNA,Whole embryos,TUAB,6hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1152461
SRR870853,4000000,3.04e+08,76,201,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,Nanog + SoxB1 MO Total mRNA,Whole embryos,TUAB,6hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1152462
SRR870854,4000000,3.04e+08,76,197,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 6hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,none,total RNA,GSM1219140
SRR870855,4000000,3.04e+08,76,197,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 SoxB1 MO 6hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,SoxB1 MO,total RNA,GSM1219141
SRR870856,4000000,3.04e+08,76,195,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO 6hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1219142
SRR870857,4000000,3.04e+08,76,205,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,Cycloheximide 4hpf Total mRNA,Whole embryos,TUAB,4hpf,cycloheximide,,GSM1219143
SRR870858,4000000,3.04e+08,76,203,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO + rescue mRNA 4hpf Total mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},4hpf,"Nanog MO, SoxB1 MO, rescue mRNA",,GSM1219144
SRR870859,4000000,3.04e+08,76,204,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,WT 6hpf poly(A)+ mRNA,Whole embryos,TUAB,6hpf,none,,GSM1219145
SRR870860,4000000,3.04e+08,76,202,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,WT 8hpf poly(A)+ mRNA,Whole embryos,TUAB,8hpf,none,,GSM1219146
SRR870861,4000000,3.04e+08,76,206,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO 6hpf poly(A)+ mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,"Nanog MO, SoxB1 MO",,GSM1219147
SRR870862,2193443,166701668,76,115,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO 8hpf poly(A)+ mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},8hpf,"Nanog MO, SoxB1 MO",,GSM1152436
SRR870863,4000000,3.04e+08,76,206,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO + rescue mRNA 6hpf poly(A)+ mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},6hpf,"Nanog MO, SoxB1 MO, rescue mRNA",,GSM1152437
SRR870864,4000000,3.04e+08,76,196,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog + SoxB1 MO + rescue mRNA 8hpf poly(A)+ mRNA,Whole embryos,MZpou5f1 {hi349Tg/hi349Tg},8hpf,"Nanog MO, SoxB1 MO, rescue mRNA",,GSM1152438
SRR870865,4000000,3.04e+08,76,206,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,WT 2hpf Total mRNA,Whole embryos,TUAB,2hpf,none,total RNA,GSM1152439
SRR870866,4000000,3.04e+08,76,202,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,WT input mRNA for Ribosome Profiling,Whole embryos,TUAB,2hpf,none,polyA RNA,GSM1152440
SRR870867,4000000,3.04e+08,76,194,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,WT ribosome protected fragments for Ribosome Profiling,Whole embryos,TUAB,2hpf,none,total RNA,GSM1152441
SRR870868,4000000,3.04e+08,76,200,SRX288487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431114,SAMN02183611,simple,7955,Danio rerio,GSM1152449,GEO,SRA082637,09,2013,Lee,MZpou5f1 Nanog MO 4hpf Total mRNA,MZpou5f1 Nanog MO 4hpf Total mRNA,Nanog + SoxB1 MO input mRNA for Ribosome Profiling,Whole embryos,TUAB,2hpf,"Nanog MO, SoxB1 MO",polyA RNA,GSM1152442
SRR870869,2043878,155334728,76,102,SRX288488,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431115,SAMN02183612,simple,7955,Danio rerio,GSM1152450,GEO,SRA082637,09,2013,Lee,MZpou5f1 SoxB1 MO 4hpf Total mRNA,MZpou5f1 SoxB1 MO 4hpf Total mRNA,Nanog + SoxB1 ribosome protected fragments for Ribosome Profiling,Whole embryos,TUAB,2hpf,"Nanog MO, SoxB1 MO",total RNA,GSM1152443
SRR870870,3828427,290960452,76,179,SRX288488,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431115,SAMN02183612,simple,7955,Danio rerio,GSM1152450,GEO,SRA082637,09,2013,Lee,MZpou5f1 SoxB1 MO 4hpf Total mRNA,MZpou5f1 SoxB1 MO 4hpf Total mRNA,WT 2hpf Total mRNA,Whole embryos,TUAB,2hpf,none,total RNA,GSM1152444
SRR870871,4000000,3.04e+08,76,185,SRX288488,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431115,SAMN02183612,simple,7955,Danio rerio,GSM1152450,GEO,SRA082637,09,2013,Lee,MZpou5f1 SoxB1 MO 4hpf Total mRNA,MZpou5f1 SoxB1 MO 4hpf Total mRNA,WT 4hpf poly(A)+ mRNA,Whole embryos,TUAB,4hpf,none,polyA RNA,GSM1152445
SRR870872,4000000,3.04e+08,76,177,SRX288488,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431115,SAMN02183612,simple,7955,Danio rerio,GSM1152450,GEO,SRA082637,09,2013,Lee,MZpou5f1 SoxB1 MO 4hpf Total mRNA,MZpou5f1 SoxB1 MO 4hpf Total mRNA,WT 4hpf Total mRNA,Whole embryos,TUAB,4hpf,none,total RNA,GSM1152446
SRR870873,3573475,271584100,76,160,SRX288488,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431115,SAMN02183612,simple,7955,Danio rerio,GSM1152450,GEO,SRA082637,09,2013,Lee,MZpou5f1 SoxB1 MO 4hpf Total mRNA,MZpou5f1 SoxB1 MO 4hpf Total mRNA,Alpha-amanitin 4hpf Total mRNA,Whole embryos,TUAB,4hpf,alpha-amanitin,total RNA,GSM1152447
SRR870874,4000000,3.04e+08,76,178,SRX288488,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP023492,PRJNA206070,24056933,"",SRS431115,SAMN02183612,simple,7955,Danio rerio,GSM1152450,GEO,SRA082637,09,2013,Lee,MZpou5f1 SoxB1 MO 4hpf Total mRNA,MZpou5f1 SoxB1 MO 4hpf Total mRNA,U1U2 MO 4hpf Total mRNA,Whole embryos,TUAB,4hpf,"U1 MO, U2 MO",total RNA,GSM1152448
