Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,developmental stage
SRR17972751,15023465,4507039500,150,1683,SRX14129133,GSM5885116,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955779,SAMN25842204,simple,9913,Bos taurus,GSM5885116,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F4_A, bovine",embryos,embryos,Morula
SRR17972750,12647470,3794241000,150,1524,SRX14129134,GSM5885117,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955780,SAMN25842203,simple,9913,Bos taurus,GSM5885117,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F4_B, bovine",embryos,embryos,Morula
SRR17972749,15587484,4676245200,150,1734,SRX14129135,GSM5885118,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955781,SAMN25842202,simple,9913,Bos taurus,GSM5885118,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F5_A, bovine",embryos,embryos,Morula
SRR17972748,12498242,3749472600,150,1452,SRX14129136,GSM5885119,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955782,SAMN25842201,simple,9913,Bos taurus,GSM5885119,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F5_B, bovine",embryos,embryos,Morula
SRR17972747,11694614,3508384200,150,1302,SRX14129137,GSM5885120,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955783,SAMN25842200,simple,9913,Bos taurus,GSM5885120,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F6_A, bovine",embryos,embryos,Morula
SRR17972746,18225167,5467550100,150,2252,SRX14129138,GSM5885121,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955784,SAMN25842199,simple,9913,Bos taurus,GSM5885121,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F6_B, bovine",embryos,embryos,Morula
SRR17972745,17398831,5219649300,150,1951,SRX14129139,GSM5885122,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955785,SAMN25842198,simple,9913,Bos taurus,GSM5885122,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F7_A, bovine",embryos,embryos,Morula
SRR17972744,17005167,5101550100,150,2108,SRX14129140,GSM5885123,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955786,SAMN25842197,simple,9913,Bos taurus,GSM5885123,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F7_B, bovine",embryos,embryos,Morula
SRR17972743,15949157,4784747100,150,1783,SRX14129141,GSM5885124,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955787,SAMN25842196,simple,9913,Bos taurus,GSM5885124,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F8_A, bovine",embryos,embryos,Morula
SRR17972742,18509303,5552790900,150,2224,SRX14129142,GSM5885125,OTHER,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP359210,PRJNA805180,36227586,"",SRS11955788,SAMN25842195,simple,9913,Bos taurus,GSM5885125,"Animal Sciences, Louisiana State University",SRA1369871,10,2022,Zhu,embryos,"Morula_F8_B, bovine",embryos,embryos,Morula
