Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,assay types,cultivar,dev_stage,geo_loc_name,tissue,BioSampleModel,replicate,ecotype,library number
SRR11943932,2851531,450541898,158,171,SRX8488350,GEMS63_P4-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787925,SAMN15153720,simple,4577,Zea mays,GEMS63_P4-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS63,V7,China: Hainan,leaf,Plant,,,P4-1
SRR11943931,3113894,491995252,158,193,SRX8488351,GEMS64_P4-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787926,SAMN15153721,simple,4577,Zea mays,GEMS64_P4-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS64,V7,China: Hainan,leaf,Plant,,,P4-2
SRR11943930,7511351,1186793458,158,463,SRX8488352,GEMS6_P1-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787927,SAMN15153722,simple,4577,Zea mays,GEMS6_P1-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS6,V7,China: Hainan,leaf,Plant,,,P1-3
SRR11943929,7057011,1115007738,158,417,SRX8488353,GEMS9_P4-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787928,SAMN15153723,simple,4577,Zea mays,GEMS9_P4-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,GEMS9,V7,China: Hainan,leaf,Plant,,,P4-1
SRR11943928,11482663,1814260754,158,721,SRX8488354,GY220_P1-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787929,SAMN15153724,simple,4577,Zea mays,GY220_P1-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Gy220,V7,China: Hainan,leaf,Plant,,,P1-2
SRR11943927,10240288,1617965504,158,630,SRX8488355,GY386_P5-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787930,SAMN15153725,simple,4577,Zea mays,GY386_P5-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Gy386,V7,China: Hainan,leaf,Plant,,,P5-1
SRR11943926,48258385,7624824830,158,3266,SRX8488356,ear1_Maize,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787931,SAMN15153528,simple,4577,Zea mays,ear1_Maize,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,B73,V12,China: Wuhan,ear,Plant,,,
SRR11943925,3971618,627515644,158,235,SRX8488357,GY798_P2-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787932,SAMN15153726,simple,4577,Zea mays,GY798_P2-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Gy798,V7,China: Hainan,leaf,Plant,,,P2-3
SRR11943924,6244584,986644272,158,379,SRX8488358,HB_P3-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787933,SAMN15153727,simple,4577,Zea mays,HB_P3-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,HB,V7,China: Hainan,leaf,Plant,,,P3-1
SRR11943923,10375943,1639398994,158,636,SRX8488359,HTH-17_P1-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787934,SAMN15153728,simple,4577,Zea mays,HTH-17_P1-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,HTH-17,V7,China: Hainan,leaf,Plant,,,P1-2
SRR11943922,4384775,692794450,158,267,SRX8488360,HU803_P3-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787935,SAMN15153729,simple,4577,Zea mays,HU803_P3-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Hu803,V7,China: Hainan,leaf,Plant,,,P3-3
SRR11943921,6264043,989718794,158,396,SRX8488361,HYS_P2-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787936,SAMN15153730,simple,4577,Zea mays,HYS_P2-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,HYS,V7,China: Hainan,leaf,Plant,,,P2-2
SRR11943920,4829374,763041092,158,294,SRX8488362,HZS_P3-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787938,SAMN15153731,simple,4577,Zea mays,HZS_P3-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,HZS,V7,China: Hainan,leaf,Plant,,,P3-3
SRR11943919,6038475,954079050,158,366,SRX8488363,IRF291_P2-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787937,SAMN15153732,simple,4577,Zea mays,IRF291_P2-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,IRF291,V7,China: Hainan,leaf,Plant,,,P2-3
SRR11943918,6845945,1081659310,158,410,SRX8488364,IRF314_P4-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787939,SAMN15153733,simple,4577,Zea mays,IRF314_P4-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,IRF314,V7,China: Hainan,leaf,Plant,,,P4-3
SRR11943917,4517229,713722182,158,287,SRX8488365,JH59_P5-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787940,SAMN15153734,simple,4577,Zea mays,JH59_P5-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,JH59,V7,China: Hainan,leaf,Plant,,,P5-2
SRR11943916,3433375,542473250,158,209,SRX8488366,JH96C_P2-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787941,SAMN15153735,simple,4577,Zea mays,JH96C_P2-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,JH96C,V7,China: Hainan,leaf,Plant,,,P2-3
SRR11943915,23595390,3728071620,158,1582,SRX8488367,ear2_Maize,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787942,SAMN15153529,simple,4577,Zea mays,ear2_Maize,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,B73,V12,China: Wuhan,ear,Plant,biological replicate = ear1_Maize,,
SRR11943914,7739987,1222917946,158,478,SRX8488368,JI63_P6-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787943,SAMN15153736,simple,4577,Zea mays,JI63_P6-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Ji63,V7,China: Hainan,leaf,Plant,,,P6-1
SRR11943913,7105418,1122656044,158,432,SRX8488369,JI846_P1-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787944,SAMN15153737,simple,4577,Zea mays,JI846_P1-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Ji846,V7,China: Hainan,leaf,Plant,,,P1-3
SRR11943912,6502638,1027416804,158,411,SRX8488370,K10_P3-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787945,SAMN15153738,simple,4577,Zea mays,K10_P3-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,K10,V7,China: Hainan,leaf,Plant,,,P3-2
SRR11943911,6826794,1078633452,158,409,SRX8488371,K22_P4-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787946,SAMN15153739,simple,4577,Zea mays,K22_P4-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,K22,V7,China: Hainan,leaf,Plant,,,P4-3
SRR11943910,6183781,977037398,158,366,SRX8488372,K22_P7-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787947,SAMN15153740,simple,4577,Zea mays,K22_P7-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,K22,V7,China: Hainan,leaf,Plant,,,P7-1
SRR11943909,4520535,714244530,158,275,SRX8488373,LG001_P1-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787948,SAMN15153741,simple,4577,Zea mays,LG001_P1-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,LG001,V7,China: Hainan,leaf,Plant,,,P1-1
SRR11943908,4723143,746256594,158,299,SRX8488374,LIAO159_P5-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787949,SAMN15153742,simple,4577,Zea mays,LIAO159_P5-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,LIAO159,V7,China: Hainan,leaf,Plant,,,P5-2
SRR11943907,5255615,830387170,158,323,SRX8488375,LIAO5263_P2-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787950,SAMN15153743,simple,4577,Zea mays,LIAO5263_P2-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,LIAO5263,V7,China: Hainan,leaf,Plant,,,P2-3
SRR11943906,5554433,877600414,158,336,SRX8488376,LK11_P3-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787951,SAMN15153744,simple,4577,Zea mays,LK11_P3-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,LK11,V7,China: Hainan,leaf,Plant,,,P3-1
SRR11943905,6071332,959270456,158,365,SRX8488377,LV28_P4-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787952,SAMN15153745,simple,4577,Zea mays,LV28_P4-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Lv28,V7,China: Hainan,leaf,Plant,,,P4-3
SRR11943904,6150707,971811706,158,416,SRX8488378,kernel1_Maize,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787953,SAMN15153530,simple,4577,Zea mays,kernel1_Maize,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,B73,9DAP,China: Wuhan,kernel,Plant,,,
SRR11943903,5865311,926719138,158,352,SRX8488379,LXN_P4-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787954,SAMN15153746,simple,4577,Zea mays,LXN_P4-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,LXN,V7,China: Hainan,leaf,Plant,,,P4-1
SRR11943902,5156507,814728106,158,324,SRX8488380,LY042_P2-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787955,SAMN15153747,simple,4577,Zea mays,LY042_P2-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,LY042,V7,China: Hainan,leaf,Plant,,,P2-2
SRR11943901,2715067,428980586,158,164,SRX8488381,LY_P3-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787956,SAMN15153748,simple,4577,Zea mays,LY_P3-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,LY,V7,China: Hainan,leaf,Plant,,,P3-1
SRR11943900,5924504,936071632,158,354,SRX8488382,M153_P4-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787957,SAMN15153749,simple,4577,Zea mays,M153_P4-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,M153,V7,China: Hainan,leaf,Plant,,,P4-3
SRR11943899,7306774,1154470292,158,438,SRX8488383,M97_P4-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787958,SAMN15153750,simple,4577,Zea mays,M97_P4-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,M97,V7,China: Hainan,leaf,Plant,,,P4-3
SRR11943898,3271331,516870298,158,203,SRX8488384,MN_P2-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787959,SAMN15153751,simple,4577,Zea mays,MN_P2-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,MN,V7,China: Hainan,leaf,Plant,,,P2-1
SRR11943897,9567546,1511672268,158,590,SRX8488385,MO17_P4-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787960,SAMN15153752,simple,4577,Zea mays,MO17_P4-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,inbred line Mo17,V7,China: Hainan,leaf,Plant,,,P4-2
SRR11943896,3595087,568023746,158,212,SRX8488386,MO17_P7-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787961,SAMN15153753,simple,4577,Zea mays,MO17_P7-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,inbred line Mo17,V7,China: Hainan,leaf,Plant,,,P7-1
SRR11943895,5612999,886853842,158,349,SRX8488387,NMJT_1P-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787962,SAMN15153754,simple,4577,Zea mays,NMJT_1P-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,NMJT,V7,China: Hainan,leaf,Plant,,,1P-1
SRR11943894,5430919,858085202,158,327,SRX8488388,NMJT_2P-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787963,SAMN15153755,simple,4577,Zea mays,NMJT_2P-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,NMJT,V7,China: Hainan,leaf,Plant,,,2P-1
SRR11943893,7920754,1251479132,158,528,SRX8488389,kernel2_Maize,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787964,SAMN15153531,simple,4577,Zea mays,kernel2_Maize,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,B73,9DAP,China: Wuhan,kernel,Plant,biological replicate = kernel1_Maize,,
SRR11943892,25439898,4019503884,158,1513,SRX8488390,NMJT_P6-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787965,SAMN15153756,simple,4577,Zea mays,NMJT_P6-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,NMJT,V7,China: Hainan,leaf,Plant,,,P6-3
SRR11943891,21492583,3395828114,158,1274,SRX8488391,NMJT_P7-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787966,SAMN15153757,simple,4577,Zea mays,NMJT_P7-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,NMJT,V7,China: Hainan,leaf,Plant,,,P7-1
SRR11943890,3443163,544019754,158,212,SRX8488392,P178_P4-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787967,SAMN15153758,simple,4577,Zea mays,P178_P4-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,P178,V7,China: Hainan,leaf,Plant,,,P4-2
SRR11943889,6794021,1073455318,158,403,SRX8488393,Q1261_P1-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787968,SAMN15153759,simple,4577,Zea mays,Q1261_P1-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Q1261,V7,China: Hainan,leaf,Plant,,,P1-2
SRR11943888,6160310,973328980,158,365,SRX8488394,Q1261_P7-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787969,SAMN15153760,simple,4577,Zea mays,Q1261_P7-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Q1261,V7,China: Hainan,leaf,Plant,,,P7-1
SRR11943887,5059389,799383462,158,311,SRX8488395,QI319_P1-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787970,SAMN15153761,simple,4577,Zea mays,QI319_P1-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Qi319,V7,China: Hainan,leaf,Plant,,,P1-3
SRR11943886,8601149,1358981542,158,515,SRX8488396,R15X1141_P4-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787971,SAMN15153762,simple,4577,Zea mays,R15X1141_P4-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,R15X1141,V7,China: Hainan,leaf,Plant,,,P4-3
SRR11943885,7261687,1147346546,158,461,SRX8488397,RY697_P5-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787972,SAMN15153763,simple,4577,Zea mays,RY697_P5-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Ry697,V7,China: Hainan,leaf,Plant,,,P5-2
SRR11943884,5015037,792375846,158,314,SRX8488398,RY713_P4-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787973,SAMN15153764,simple,4577,Zea mays,RY713_P4-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Ry713,V7,China: Hainan,leaf,Plant,,,P4-2
SRR11943883,5492570,867826060,158,347,SRX8488399,RY732_P2-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787974,SAMN15153765,simple,4577,Zea mays,RY732_P2-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Ry732,V7,China: Hainan,leaf,Plant,,,P2-2
SRR11943882,5253963,830126154,158,355,SRX8488400,leaf1_Maize,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787975,SAMN15153532,simple,4577,Zea mays,leaf1_Maize,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,B73,14 days,China: Wuhan,leaf,Plant,,,
SRR11943881,7815891,1234910778,158,492,SRX8488401,Si444_P2-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787976,SAMN15153766,simple,4577,Zea mays,Si444_P2-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Si444,V7,China: Hainan,leaf,Plant,,,P2-2
SRR11943880,7683409,1213978622,158,456,SRX8488402,Si444_P6-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787977,SAMN15153767,simple,4577,Zea mays,Si444_P6-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Si444,V7,China: Hainan,leaf,Plant,,,P6-3
SRR11943879,4611317,728588086,158,288,SRX8488403,SW92E114_P2-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787978,SAMN15153768,simple,4577,Zea mays,SW92E114_P2-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,SW92E114,V7,China: Hainan,leaf,Plant,,,P2-1
SRR11943878,12206233,1928584814,158,737,SRX8488404,SY1032_P1-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787979,SAMN15153769,simple,4577,Zea mays,SY1032_P1-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Sy1032,V7,China: Hainan,leaf,Plant,,,P1-1
SRR11943877,8840245,1396758710,158,546,SRX8488405,SY3073_P6-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787980,SAMN15153770,simple,4577,Zea mays,SY3073_P6-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Sy3073,V7,China: Hainan,leaf,Plant,,,P6-1
SRR11943876,9885870,1561967460,158,598,SRX8488406,Sy998_P3-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787981,SAMN15153771,simple,4577,Zea mays,Sy998_P3-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Sy998,V7,China: Hainan,leaf,Plant,,,P3-1
SRR11943875,7424781,1173115398,158,458,SRX8488407,TIAN77_P5-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787982,SAMN15153772,simple,4577,Zea mays,TIAN77_P5-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Tian77,V7,China: Hainan,leaf,Plant,,,P5-1
SRR11943874,10380655,1640143490,158,639,SRX8488408,TIE7922_P1-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787983,SAMN15153773,simple,4577,Zea mays,TIE7922_P1-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,Tie7922,V7,China: Hainan,leaf,Plant,,,P1-3
SRR11943873,9825958,1552501364,158,613,SRX8488409,TT16_1P-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787984,SAMN15153774,simple,4577,Zea mays,TT16_1P-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,TT16,V7,China: Hainan,leaf,Plant,,,1P-1
SRR11943872,9502969,1501469102,158,572,SRX8488410,TT16_2P-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787985,SAMN15153775,simple,4577,Zea mays,TT16_2P-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,TT16,V7,China: Hainan,leaf,Plant,,,2P-1
SRR11943871,3917271,618928818,158,262,SRX8488411,leaf2_Maize,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787986,SAMN15153533,simple,4577,Zea mays,leaf2_Maize,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,B73,14 days,China: Wuhan,leaf,Plant,biological replicate = leaf1_Maize,,
SRR11943870,6313298,997501084,158,383,SRX8488412,TY10_P5-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787987,SAMN15153776,simple,4577,Zea mays,TY10_P5-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,TY10,V7,China: Hainan,leaf,Plant,,,P5-3
SRR11943869,5173016,817336528,158,326,SRX8488413,TY11_P5-2,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787988,SAMN15153777,simple,4577,Zea mays,TY11_P5-2,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,TY11,V7,China: Hainan,leaf,Plant,,,P5-2
SRR11943868,8695953,1373960574,158,537,SRX8488414,TY1_P5-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787989,SAMN15153778,simple,4577,Zea mays,TY1_P5-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,TY1,V7,China: Hainan,leaf,Plant,,,P5-1
SRR11943867,5371898,848759884,158,319,SRX8488415,TY1_P7-1,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787990,SAMN15153779,simple,4577,Zea mays,TY1_P7-1,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,TY1,V7,China: Hainan,leaf,Plant,,,P7-1
SRR11943866,8885028,1403834424,158,531,SRX8488416,TY2_P4-3,OTHER,size fractionation,OTHER,SINGLE,0,0,ILLUMINA,HiSeq X Ten,SRP266320,PRJNA637713,1,"",SRS6787991,SAMN15153780,simple,4577,Zea mays,TY2_P4-3,Huazhong Agricultural University,SRA1084273,04,2021,Makar,"","",3'Ribo-seq,TY2,V7,China: Hainan,leaf,Plant,,,P4-3
