Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,genetic background,cell treatment,assay type,cell lysis conditions,GEO Accession
SRR9659462,57818849,2948761299,51,1055,SRX6420442,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077377,SAMN12236561,simple,10090,Mus musculus,GSM3933469,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_5F_d4_rep1,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6,none,CRAC (short protocol),TN150+NP40,GSM3943936
SRR9659463,53703532,2738880132,51,971,SRX6420443,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077378,SAMN12236560,simple,10090,Mus musculus,GSM3933470,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_5F_d6_rep1,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (long protocol),RIPA,GSM3943937
SRR9659464,30810346,1571327646,51,557,SRX6420444,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077379,SAMN12236607,simple,10090,Mus musculus,GSM3933471,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_9E_d0_rep1,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (long protocol),RIPA,GSM3943938
SRR9659465,38193467,1947866817,51,692,SRX6420445,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077380,SAMN12236606,simple,10090,Mus musculus,GSM3933472,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_9E_d2_rep1,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),RIPA,GSM3943939
SRR9659466,32003895,1632198645,51,578,SRX6420446,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077381,SAMN12236605,simple,10090,Mus musculus,GSM3933473,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_9E_d4_rep1,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-Avi,none,CRAC (long protocol),RIPA,GSM3943940
SRR9659467,33990190,1733499690,51,611,SRX6420447,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5077382,SAMN12236611,simple,10090,Mus musculus,GSM3933474,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,RNAseq_Skiv2l_conditional_KO_9E_d6_rep1,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6,none,CRAC (long protocol),RIPA,GSM3943941
SRR9693903,6392719,326028669,51,120,SRX6452176,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105531,SAMN12285667,simple,10090,Mus musculus,GSM3943906,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_11,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943942
SRR9693904,3319974,169318674,51,63,SRX6452177,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105532,SAMN12285666,simple,10090,Mus musculus,GSM3943907,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_39,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (long protocol),RIPA,GSM3943943
SRR9693905,10591569,540170019,51,201,SRX6452178,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105533,SAMN12285665,simple,10090,Mus musculus,GSM3943908,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_37,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Rps103xFLAG-Avi/3xFLAG-Avi,no crosslinking,CRAC (short protocol),TN150+NP40,GSM3943944
SRR9693906,13081223,667142373,51,256,SRX6452179,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105534,SAMN12285664,simple,10090,Mus musculus,GSM3943909,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943945
SRR9693907,45798676,2335732476,51,886,SRX6452180,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105535,SAMN12285663,simple,10090,Mus musculus,GSM3943910,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_9,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V5 Mtr41xFlag-Avi/1xFlag-Avi,none,CRAC (long protocol),RIPA,GSM3943946
SRR9693908,119957896,6117852696,51,2507,SRX6452181,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105536,SAMN12285662,simple,10090,Mus musculus,GSM3943911,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_52,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V5 Mtr43xFlag-Avi/3xFlag-Avi,none,CRAC (long protocol),RIPA,GSM3943947
SRR9693909,28790018,1468290918,51,527,SRX6452182,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105537,SAMN12285661,simple,10090,Mus musculus,GSM3943912,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_19,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-Avi,none,CRAC (long protocol),RIPA,GSM3943948
SRR9693910,9831627,501412977,51,182,SRX6452183,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105538,SAMN12285660,simple,10090,Mus musculus,GSM3943913,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_31,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V5 Mtr43xFlag-Avi/3xFlag-Avi,none,CRAC (long protocol),RIPA,GSM3943949
SRR9693911,11562270,589675770,51,222,SRX6452184,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105539,SAMN12285659,simple,10090,Mus musculus,GSM3943914,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_4,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V5 Mtr43xFlag-Avi/3xFlag-Avi,none,CRAC (long protocol),RIPA,GSM3943950
SRR9693912,39097852,1993990452,51,741,SRX6452185,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105540,SAMN12285716,simple,10090,Mus musculus,GSM3943915,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_24,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (long protocol),RIPA,GSM3943951
SRR9693913,31457273,1604320923,51,582,SRX6452186,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105541,SAMN12285715,simple,10090,Mus musculus,GSM3943916,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_17,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-AviAven-/-,none,CRAC (long protocol),RIPA,GSM3943952
SRR9693914,45745991,2333045541,51,883,SRX6452187,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105542,SAMN12285714,simple,10090,Mus musculus,GSM3943917,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_20,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (long protocol),RIPA,GSM3943953
SRR9693915,48497649,2473380099,51,906,SRX6452188,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105543,SAMN12285713,simple,10090,Mus musculus,GSM3943918,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_7,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6,none,CRAC (short protocol),TN150+NP40,GSM3943954
SRR9693916,4892650,249525150,51,91,SRX6452189,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105544,SAMN12285712,simple,10090,Mus musculus,GSM3943919,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_Skiv2l_11,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6,none,CRAC (short protocol),TN150+NP40,GSM3943955
SRR9693917,14292816,728933616,51,266,SRX6452190,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105545,SAMN12285711,simple,10090,Mus musculus,GSM3943920,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_32,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943956
SRR9693918,46342765,2363481015,51,886,SRX6452191,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105546,SAMN12285676,simple,10090,Mus musculus,GSM3943921,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_23,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943957
SRR9693919,34766382,1773085482,51,670,SRX6452192,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105547,SAMN12285675,simple,10090,Mus musculus,GSM3943922,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_26,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943958
SRR9693920,27599409,1407569859,51,505,SRX6452193,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105548,SAMN12285671,simple,10090,Mus musculus,GSM3943923,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_Xrn1_6,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V5 Mtr41xFlag-Avi/1xFlag-Avi,none,CRAC (long protocol),RIPA,GSM3943959
SRR9693921,55304037,2820505887,51,1064,SRX6452194,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105549,SAMN12285670,simple,10090,Mus musculus,GSM3943924,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_18,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (long protocol),RIPA,GSM3943960
SRR9693922,33437059,1705290009,51,621,SRX6452195,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105550,SAMN12285669,simple,10090,Mus musculus,GSM3943925,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_36,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V5 Mtr41xFlag-Avi/1xFlag-Avi,none,CRAC (long protocol),RIPA,GSM3943961
SRR9693923,51571909,2630167359,51,988,SRX6452196,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105551,SAMN12285674,simple,10090,Mus musculus,GSM3943926,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_25,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (long protocol),RIPA,GSM3943962
SRR9693924,11124785,567364035,51,215,SRX6452197,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105552,SAMN12285673,simple,10090,Mus musculus,GSM3943927,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_3,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-AviAven-/-,none,CRAC (long protocol),RIPA,GSM3943963
SRR9693925,2331229,118892679,51,45,SRX6452198,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105553,SAMN12285672,simple,10090,Mus musculus,GSM3943928,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_50,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),TN150+NP40,GSM3943964
SRR9693926,23369823,1191860973,51,449,SRX6452199,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105554,SAMN12285668,simple,10090,Mus musculus,GSM3943929,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_Aven_5,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (long protocol),RIPA,GSM3943965
SRR9693927,15972094,814576794,51,306,SRX6452200,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105555,SAMN12285707,simple,10090,Mus musculus,GSM3943930,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_Xrn1_7,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Aven3xFLAG-Avi/3xFLAG-Avi,none,CRAC (long protocol),RIPA,GSM3943966
SRR9693928,15118926,771065226,51,289,SRX6452201,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105556,SAMN12285705,simple,10090,Mus musculus,GSM3943931,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_5,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 control3xFLAG-Avi/3xFLAG-Avi,none,CRAC (short protocol),RIPA,GSM3943967
SRR9693929,17681318,901747218,51,345,SRX6452202,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105557,SAMN12285704,simple,10090,Mus musculus,GSM3943932,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_46,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6,none,CRAC (long protocol),RIPA,GSM3943968
SRR9693930,3907003,199257153,51,83,SRX6452203,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105558,SAMN12285703,simple,10090,Mus musculus,GSM3943933,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_33,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-Avi,,Disome profiling,,GSM3943969
SRR9693931,43112468,2198735868,51,778,SRX6452204,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105559,SAMN12285702,simple,10090,Mus musculus,GSM3943934,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_Aven_noXL,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-AviAven-/-,,Disome profiling,,GSM3943970
SRR9693932,62916338,3208733238,51,1167,SRX6452205,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105560,SAMN12285701,simple,10090,Mus musculus,GSM3943935,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_22,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-Avi,,Disome profiling,,GSM3943971
SRR9693933,17755108,905510508,51,365,SRX6452206,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105561,SAMN12285700,simple,10090,Mus musculus,GSM3943936,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_51,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-AviAven-/-,,Disome profiling,,GSM3943972
SRR9693934,48473833,2472165483,51,920,SRX6452207,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105562,SAMN12285699,simple,10090,Mus musculus,GSM3943937,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_44_lane1,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-Avi,,Ribosome profiling,,GSM3943973
SRR9693935,59129000,3015579000,51,1188,SRX6452208,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105563,SAMN12285698,simple,10090,Mus musculus,GSM3943938,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_44_lane2,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-AviAven-/-,,Ribosome profiling,,GSM3943974
SRR9693936,130770594,6669300294,51,2763,SRX6452209,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105564,SAMN12285697,simple,10090,Mus musculus,GSM3943939,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_28,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-Avi,,Ribosome profiling,,GSM3943975
SRR9693937,19030346,970547646,51,347,SRX6452210,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105565,SAMN12285696,simple,10090,Mus musculus,GSM3943940,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_Skiv2l_10,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-AviAven-/-,,Ribosome profiling,,GSM3943976
SRR9693938,39148096,1996552896,51,730,SRX6452211,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105566,SAMN12285695,simple,10090,Mus musculus,GSM3943941,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_48,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-Avi,,Ribosome profiling input,,GSM3943977
SRR9693939,5567824,283959024,51,106,SRX6452212,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105567,SAMN12285694,simple,10090,Mus musculus,GSM3943942,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_10,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-AviAven-/-,,Ribosome profiling input,,GSM3943978
SRR9693940,57934193,2954643843,51,1066,SRX6452213,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105568,SAMN12285693,simple,10090,Mus musculus,GSM3943943,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_6,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-Avi,,Ribosome profiling input,,GSM3943979
SRR9693941,12125273,618388923,51,233,SRX6452214,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105569,SAMN12285692,simple,10090,Mus musculus,GSM3943944,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_40,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/BirA-V6 Skiv2l3xFLAG-Avi/3xFLAG-AviAven-/-,,Ribosome profiling input,,GSM3943980
SRR9693942,16596163,846404313,51,310,SRX6452215,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105570,SAMN12285691,simple,10090,Mus musculus,GSM3943945,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_1,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/- Skiv2lfl/fl,DMSO 6 hr control,RNA half life measurement control,,GSM4148252
SRR9693943,5343274,272506974,51,146,SRX6452216,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP213860,PRJNA553494,32048998,"",SRS5105571,SAMN12285690,simple,10090,Mus musculus,GSM3943946,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_16,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/- Skiv2lfl/fl,DMSO 6 hr control,RNA half life measurement control,,GSM4148253
SRR9693944,243289548,12407766948,51,4622,SRX6452217,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105572,SAMN12285689,simple,10090,Mus musculus,GSM3943947,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_13,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/- Skiv2lfl/fl,DMSO 6 hr control,RNA half life measurement control,,GSM4148254
SRR9693945,162594902,8292340002,51,3135,SRX6452218,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105573,SAMN12285688,simple,10090,Mus musculus,GSM3943948,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_Skiv2l_9,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/- Skiv2lfl/fl,5 ug/ul Actinomycin D for 2 hr,RNA half life measurement 2 hr timepoint,,GSM4148255
SRR9693946,72182591,3681312141,51,1401,SRX6452219,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP213860,PRJNA553494,32048998,"",SRS5105574,SAMN12285687,simple,10090,Mus musculus,GSM3943949,GEO,SRA918882,02,2020,Tuck,mouse embryonic stem cell,CRAC_rRNA_control_21,mouse embryonic stem cell,mouse embryonic stem cell,Rosa26Cre-ERT2/- Skiv2lfl/fl,5 ug/ul Actinomycin D for 2 hr,RNA half life measurement 2 hr timepoint,,GSM4148256
