Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cultivar,line,tissue,experiment type,molecule subtype,GEO Accession
SRR8763545,1925481,98199531,51,41,SRX5554241,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518136,SAMN11191845,simple,4081,Solanum lycopersicum,GSM3682272,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTCONSLROOTE [E09_TOTAL],7 days-old seedling shoot apical meristem,Solanum pennellii LA0716,35S:His6:FLAG-GFP-AtRPL18-1,7 days-old seedling shoot apical meristem,Ribosome footprints,polyA RNA,GSM3682330
SRR8763546,2297834,117189534,51,47,SRX5554241,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518136,SAMN11191845,simple,4081,Solanum lycopersicum,GSM3682272,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTCONSLROOTE [E09_TOTAL],7 days-old seedling shoot apical meristem,Solanum lycopersicum cv. M82,35S:His6:FLAG-GFP-AtRPL18-5,7 days-old seedling shoot apical meristem,Random primed libraries,polyA RNA,GSM3682331
SRR8763547,1727144,88084344,51,38,SRX5554241,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518136,SAMN11191845,simple,4081,Solanum lycopersicum,GSM3682272,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTCONSLROOTE [E09_TOTAL],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:His6:FLAG-GFP-AtRPL18-HR2,hairy root culture 1cm root tips,Ribosome footprints,Riboseq RNA,GSM3682332
SRR8763548,1674987,85424337,51,38,SRX5554241,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518136,SAMN11191845,simple,4081,Solanum lycopersicum,GSM3682272,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTCONSLROOTE [E09_TOTAL],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:His6:FLAG-GFP-AtRPL18-HR4,hairy root culture 1cm root tips,Ribosome footprints,Riboseq RNA,GSM3682333
SRR8763549,4761318,238065900,50,102,SRX5554242,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518137,SAMN11191844,simple,4081,Solanum lycopersicum,GSM3682273,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSLROOTE [E09_TRAP],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:His6:FLAG-GFP-AtRPL18-HR4,hairy root culture 1cm root tips,Ribosome footprints,Riboseq RNA,GSM3682334
SRR8763550,10328928,526775328,51,219,SRX5554242,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518137,SAMN11191844,simple,4081,Solanum lycopersicum,GSM3682273,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSLROOTE [E09_TRAP],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:His6:FLAG-GFP-AtRPL18-HR2,hairy root culture 1cm root tips,Ribosome footprints,Riboseq RNA,GSM3682335
SRR8763551,11160494,569185194,51,228,SRX5554242,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518137,SAMN11191844,simple,4081,Solanum lycopersicum,GSM3682273,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSLROOTE [E09_TRAP],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:His6:FLAG-GFP-AtRPL18-HR2,hairy root culture 1cm root tips,Ribosome footprints,Riboseq RNA,GSM3682336
SRR8763552,4810431,245331981,51,80,SRX5554242,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518137,SAMN11191844,simple,4081,Solanum lycopersicum,GSM3682273,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSLROOTE [E09_TRAP],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:His6:FLAG-GFP-AtRPL18-HR4,hairy root culture 1cm root tips,Ribosome footprints,Riboseq RNA,GSM3682337
SRR8763553,4511897,230106747,51,99,SRX5554242,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518137,SAMN11191844,simple,4081,Solanum lycopersicum,GSM3682273,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSLROOTE [E09_TRAP],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:His6:FLAG-GFP-AtRPL18-HR4,hairy root culture 1cm root tips,Ribosome footprints,Riboseq RNA,GSM3682338
SRR8763554,4191306,213756606,51,98,SRX5554242,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518137,SAMN11191844,simple,4081,Solanum lycopersicum,GSM3682273,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSLROOTE [E09_TRAP],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:NTF-HR-2,hairy root culture 1cm root tips,Tagmented libraries,,GSM3682339
SRR8763555,2031031,101551550,50,43,SRX5554243,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518138,SAMN11191843,simple,4081,Solanum lycopersicum,GSM3682274,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTSUBSLROOTE [E10_TOTAL],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:NTF-HR-2,hairy root culture 1cm root tips,Tagmented libraries,,GSM3682340
SRR8763556,2540995,129590745,51,54,SRX5554243,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518138,SAMN11191843,simple,4081,Solanum lycopersicum,GSM3682274,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTSUBSLROOTE [E10_TOTAL],7 days-old seedling shoot apical meristem,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling shoot apical meristem,Tagmented libraries,,GSM3682341
SRR8763557,3049879,155543829,51,63,SRX5554243,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518138,SAMN11191843,simple,4081,Solanum lycopersicum,GSM3682274,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTSUBSLROOTE [E10_TOTAL],7 days-old seedling shoot apical meristem,Solanum pennellii LA0716,35S:NTF-3,7 days-old seedling shoot apical meristem,Tagmented libraries,,GSM3682342
SRR8763558,1826420,93147420,51,40,SRX5554243,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518138,SAMN11191843,simple,4081,Solanum lycopersicum,GSM3682274,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTSUBSLROOTE [E10_TOTAL],7 days-old seedling 1 cm roots tips,Solanum pennellii LA0716,35S:NTF-3,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682343
SRR8763559,1784477,91008327,51,41,SRX5554243,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518138,SAMN11191843,simple,4081,Solanum lycopersicum,GSM3682274,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTSUBSLROOTE [E10_TOTAL],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:NTF-HR-2,hairy root culture 1cm root tips,Tagmented libraries,,GSM3682344
SRR8763560,2233205,111660250,50,31,SRX5554244,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518139,SAMN11191842,simple,4081,Solanum lycopersicum,GSM3682275,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRASUBSLROOTE [E10_TRAP],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:NTF-HR-3,hairy root culture 1cm root tips,Tagmented libraries,,GSM3682345
SRR8763561,13957178,711816078,51,185,SRX5554244,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518139,SAMN11191842,simple,4081,Solanum lycopersicum,GSM3682275,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRASUBSLROOTE [E10_TRAP],7 days-old seedling shoot apical meristem,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling shoot apical meristem,Tagmented libraries,,GSM3682346
SRR8763562,12101300,617166300,51,159,SRX5554244,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518139,SAMN11191842,simple,4081,Solanum lycopersicum,GSM3682275,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRASUBSLROOTE [E10_TRAP],7 days-old seedling shoot apical meristem,Solanum pennellii LA0716,35S:NTF-3,7 days-old seedling shoot apical meristem,Tagmented libraries,,GSM3682348
SRR8763563,6106551,311434101,51,69,SRX5554244,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518139,SAMN11191842,simple,4081,Solanum lycopersicum,GSM3682275,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRASUBSLROOTE [E10_TRAP],7 days-old seedling 1 cm roots tips,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682349
SRR8763564,2180437,111202287,51,32,SRX5554244,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518139,SAMN11191842,simple,4081,Solanum lycopersicum,GSM3682275,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRASUBSLROOTE [E10_TRAP],7 days-old seedling 1 cm roots tips,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682350
SRR8763565,1885934,96182634,51,34,SRX5554244,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518139,SAMN11191842,simple,4081,Solanum lycopersicum,GSM3682275,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRASUBSLROOTE [E10_TRAP],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:NTF-HR-2,hairy root culture 1cm root tips,Tagmented libraries,,GSM3682352
SRR8763566,4982271,249113550,50,121,SRX5554245,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518140,SAMN11191841,simple,28526,Solanum pennellii,GSM3682276,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTCONSPROOTF1 [FF1_TOT],hairy root culture 1cm root tips,Solanum lycopersicum cv. M82,35S:NTF-HR-2,hairy root culture 1cm root tips,Tagmented libraries,,GSM3682353
SRR8763567,5546508,277325400,50,136,SRX5554246,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518141,SAMN11191840,simple,28526,Solanum pennellii,GSM3682277,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSPROOTF1 [FF1_TRAP],7 days-old seedling shoot apical meristem,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling shoot apical meristem,Tagmented libraries,,GSM3682354
SRR8763568,17316931,883163481,51,309,SRX5554246,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518141,SAMN11191840,simple,28526,Solanum pennellii,GSM3682277,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSPROOTF1 [FF1_TRAP],7 days-old seedling shoot apical meristem,Solanum pennellii LA0716,35S:NTF-3,7 days-old seedling shoot apical meristem,Tagmented libraries,,GSM3682355
SRR8763569,6565709,328285450,50,159,SRX5554247,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518142,SAMN11191839,simple,28526,Solanum pennellii,GSM3682278,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTSUBSPROOTF1 [FF2_TOT],7 days-old seedling 1 cm roots tips,Solanum pennellii LA0716,35S:NTF-3,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682358
SRR8763570,6632450,331622500,50,163,SRX5554248,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518143,SAMN11191838,simple,28526,Solanum pennellii,GSM3682279,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRASUBSPROOTF1 [FF2_TRAP],7 days-old seedling 1 cm roots tips,Solanum pennellii LA0716,35S:NTF-3,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682360
SRR8763571,7225956,368523756,51,128,SRX5554248,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518143,SAMN11191838,simple,28526,Solanum pennellii,GSM3682279,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRASUBSPROOTF1 [FF2_TRAP],7 days-old seedling shoot apical meristem,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling shoot apical meristem,Tagmented libraries,,GSM3682361
SRR8763572,6651610,332580500,50,159,SRX5554249,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518144,SAMN11191837,simple,28526,Solanum pennellii,GSM3682280,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTSUBSPROOTF2 [FF3_TOT],7 days-old seedling shoot apical meristem,Solanum pennellii LA0716,35S:NTF-3,7 days-old seedling shoot apical meristem,Tagmented libraries,,GSM3682363
SRR8763573,3689738,184486900,50,91,SRX5554250,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518145,SAMN11191836,simple,28526,Solanum pennellii,GSM3682281,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSPROOTF2 [FF3_TRAP],7 days-old seedling 1 cm roots tips,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682364
SRR8763574,5671445,289243695,51,95,SRX5554250,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518145,SAMN11191836,simple,28526,Solanum pennellii,GSM3682281,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSPROOTF2 [FF3_TRAP],7 days-old seedling 1 cm roots tips,Solanum lycopersicum cv. M82,35S:NTF-1,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682365
SRR8763575,5587917,279395850,50,135,SRX5554251,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518147,SAMN11191835,simple,28526,Solanum pennellii,GSM3682282,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTCONSPROOTF2 [FF4_TOT],7 days-old seedling 1 cm roots tips,Solanum pennellii LA0716,35S:NTF-3,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682366
SRR8763576,5296003,264800150,50,130,SRX5554252,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518146,SAMN11191834,simple,28526,Solanum pennellii,GSM3682283,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRASUBSPROOTF2 [FF4_TRAP],7 days-old seedling 1 cm roots tips,Solanum lycopersicum cv. M82,,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682367
SRR8763577,18999457,968972307,51,341,SRX5554252,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518146,SAMN11191834,simple,28526,Solanum pennellii,GSM3682283,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRASUBSPROOTF2 [FF4_TRAP],7 days-old seedling 1 cm roots tips,Solanum pennellii LA0716,,7 days-old seedling 1 cm roots tips,Tagmented libraries,,GSM3682368
SRR8763578,6225845,311292250,50,151,SRX5554253,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518148,SAMN11191833,simple,28526,Solanum pennellii,GSM3682284,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTCONSPROOTF3 [FF5_TOT],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Tagmented libraries,,GSM3682369
SRR8763579,5823382,291169100,50,144,SRX5554254,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518149,SAMN11191832,simple,28526,Solanum pennellii,GSM3682285,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSPROOTF3 [FF5_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Tagmented libraries,,GSM3682370
SRR8763580,19478948,993426348,51,352,SRX5554254,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518149,SAMN11191832,simple,28526,Solanum pennellii,GSM3682285,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSPROOTF3 [FF5_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Tagmented libraries,,GSM3682371
SRR8763581,6236609,311830450,50,151,SRX5554255,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518150,SAMN11191891,simple,28526,Solanum pennellii,GSM3682286,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTSUBSPROOTF3 [FF6_TOT],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Tagmented libraries,,GSM3682372
SRR8763582,6209369,310468450,50,152,SRX5554256,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518151,SAMN11191890,simple,28526,Solanum pennellii,GSM3682287,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRASUBSPROOTF3 [FF6_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Tagmented libraries,,GSM3682373
SRR8763583,56,2856,51,0,SRX5554256,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518151,SAMN11191890,simple,28526,Solanum pennellii,GSM3682287,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRASUBSPROOTF3 [FF6_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Tagmented libraries,,GSM3682374
SRR8763584,6375058,318752900,50,155,SRX5554257,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518152,SAMN11191889,simple,28526,Solanum pennellii,GSM3682288,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTCONSPROOTF4 [FF7_TOT],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,,4 week-old composite plant 1 cm root tips,Tagmented libraries,,GSM3682375
SRR8763585,5176778,258838900,50,128,SRX5554258,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518153,SAMN11191888,simple,28526,Solanum pennellii,GSM3682289,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSPROOTF4 [FF7_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682376
SRR8763586,7712063,393315213,51,139,SRX5554258,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518153,SAMN11191888,simple,28526,Solanum pennellii,GSM3682289,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRACONSPROOTF4 [FF7_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682377
SRR8763587,6957295,347864750,50,169,SRX5554259,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518154,SAMN11191887,simple,28526,Solanum pennellii,GSM3682290,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TOTSUBSPROOTF4 [FF8_TOT],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682378
SRR8763588,5896352,294817600,50,145,SRX5554260,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518155,SAMN11191917,simple,28526,Solanum pennellii,GSM3682291,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRASUBSPROOTF4 [FF8_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682379
SRR8763589,676,34476,51,0,SRX5554260,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518155,SAMN11191917,simple,28526,Solanum pennellii,GSM3682291,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,TRASUBSPROOTF4 [FF8_TRAP],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682380
SRR8763590,13406057,670302850,50,328,SRX5554261,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518156,SAMN11191916,simple,4081,Solanum lycopersicum,GSM3682292,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,INRNACONSLROOTC [IN_C103_redo],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682381
SRR8763591,6562050,328102500,50,160,SRX5554262,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518157,SAMN11191915,simple,28526,Solanum pennellii,GSM3682293,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,INRNASUBSPROOTD3 [IN_D21_redo],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682382
SRR8763592,10772016,538600800,50,265,SRX5554263,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 3000,SRP189094,PRJNA528488,31604238,"",SRS4518158,SAMN11191914,simple,4081,Solanum lycopersicum,GSM3682294,GEO,SRA863775,09,2019,Reynoso,7 days-old seedling 1 cm roots tips,INRNASUBSLROOTE2 [IN_E14_redo],4 week-old composite plant 1 cm root tips,Medicago truncatula Jemalong A17,35S:NTF injection transformed root tips,4 week-old composite plant 1 cm root tips,Random primed libraries,nuclear RNA,GSM3682383
