Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell type,genotype
SRR18113816,10308928,3092678400,150,991,SRX14264369,GSM5911823,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083329,SAMN26199000,simple,9606,Homo sapiens,GSM5911823,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Embryonic stem cell,H9_TPRXL_OE48h_smartseq_rep2,Embryonic stem cell,Embryonic stem cell,Embryonic stem cell,TPRX1_OE
SRR18113815,3582678,1074803400,150,346,SRX14264370,GSM5911824,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083330,SAMN26198999,simple,9606,Homo sapiens,GSM5911824,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Embryonic stem cell,H9_TPRXL_OE48h_smartseq_rep3,Embryonic stem cell,Embryonic stem cell,Embryonic stem cell,TPRX2_OE
SRR18113814,4939293,1481787900,150,473,SRX14264371,GSM5911825,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083331,SAMN26198998,simple,9606,Homo sapiens,GSM5911825,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Embryonic stem cell,H9_TPRXL_OE48h_smartseq_rep4,Preimplantation embryo,Preimplantation embryo,1-cell,cycloheximide treatment
SRR18113813,9224536,2767360800,150,884,SRX14264372,GSM5911826,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083332,SAMN26198997,simple,9606,Homo sapiens,GSM5911826,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Embryonic stem cell,H9_TPRX1_OE48h_staccseq,Preimplantation embryo,Preimplantation embryo,4-cell,WT
SRR18113812,12345036,3703510800,150,1191,SRX14264373,GSM5911827,OTHER,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083333,SAMN26198996,simple,9606,Homo sapiens,GSM5911827,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Embryonic stem cell,H9_TPRX2_OE48h_staccseq,Preimplantation embryo,Preimplantation embryo,8-cell,WT
SRR18113811,8166048,2449814400,150,787,SRX14264374,GSM5911828,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083334,SAMN26198995,simple,9606,Homo sapiens,GSM5911828,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_1C_CHX_1C_1_smartseq,Preimplantation embryo,Preimplantation embryo,8-cell,WT
SRR18113809,10118344,1517751600,150,542,SRX14264375,GSM5911790,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083335,SAMN26199033,simple,9606,Homo sapiens,GSM5911790,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_4cell_3PN_20_Ribo_rep2,Embryonic kidney 293 cell,Embryonic kidney 293 cell,Embryonic kidney 293 cell,WT
SRR18113810,34549631,5182444650,150,1847,SRX14264375,GSM5911790,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083335,SAMN26199033,simple,9606,Homo sapiens,GSM5911790,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_4cell_3PN_20_Ribo_rep2,Oocyte,Oocyte,GV oocyte,WT
SRR18113807,10199056,1529858400,150,542,SRX14264376,GSM5911791,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083336,SAMN26199032,simple,9606,Homo sapiens,GSM5911791,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_8cell_2PN_22_Ribo_rep1,Oocyte,Oocyte,GV oocyte,WT
SRR18113808,58837381,8825607150,150,3109,SRX14264376,GSM5911791,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083336,SAMN26199032,simple,9606,Homo sapiens,GSM5911791,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_8cell_2PN_22_Ribo_rep1,Embryonic stem cell,Embryonic stem cell,Embryonic stem cell,WT
SRR18113805,13792007,2068801050,150,730,SRX14264377,GSM5911792,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083337,SAMN26199031,simple,9606,Homo sapiens,GSM5911792,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_8cell_3PN_22_Ribo_rep2,Embryonic stem cell,Embryonic stem cell,Embryonic stem cell,WT
SRR18113806,46139917,6920987550,150,2451,SRX14264377,GSM5911792,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083337,SAMN26199031,simple,9606,Homo sapiens,GSM5911792,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_8cell_3PN_22_Ribo_rep2,Preimplantation embryo,Preimplantation embryo,ICM,WT
SRR18113803,22991435,3448715250,150,1236,SRX14264378,GSM5911793,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083338,SAMN26199030,simple,9606,Homo sapiens,GSM5911793,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Embryonic kidney 293 cell,HEK293_1000_Ribo,Preimplantation embryo,Preimplantation embryo,ICM,WT
SRR18113804,24195870,3629380500,150,1275,SRX14264378,GSM5911793,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083338,SAMN26199030,simple,9606,Homo sapiens,GSM5911793,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Embryonic kidney 293 cell,HEK293_1000_Ribo,Oocyte,Oocyte,MI oocyte,WT
SRR18113801,24019051,3602857650,150,1437,SRX14264379,GSM5911794,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083339,SAMN26199029,simple,9606,Homo sapiens,GSM5911794,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Oocyte,h_GV_16_Ribo_rep2,Oocyte,Oocyte,MI oocyte,WT
SRR18113802,12858478,1928771700,150,680,SRX14264379,GSM5911794,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083339,SAMN26199029,simple,9606,Homo sapiens,GSM5911794,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Oocyte,h_GV_16_Ribo_rep2,Oocyte,Oocyte,MII oocyte,WT
SRR18113799,59859326,8978898900,150,3821,SRX14264380,GSM5911795,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083340,SAMN26199028,simple,9606,Homo sapiens,GSM5911795,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Oocyte,h_GV_18_Ribo_rep1,Oocyte,Oocyte,MII oocyte,WT
SRR18113797,17920317,2688047550,150,972,SRX14264381,GSM5911796,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083341,SAMN26199027,simple,9606,Homo sapiens,GSM5911796,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Embryonic stem cell,h_H1_hESC_1000_Ribo_rep2,Preimplantation embryo,Preimplantation embryo,1-cell,WT
SRR18113798,15749783,2362467450,150,840,SRX14264381,GSM5911796,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083341,SAMN26199027,simple,9606,Homo sapiens,GSM5911796,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Embryonic stem cell,h_H1_hESC_1000_Ribo_rep2,Preimplantation embryo,Preimplantation embryo,1-cell,WT
SRR18113795,16683577,2502536550,150,895,SRX14264382,GSM5911797,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083342,SAMN26199026,simple,9606,Homo sapiens,GSM5911797,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Embryonic stem cell,h_H1_hESC_500_Ribo_rep1,Preimplantation embryo,Preimplantation embryo,1-cell,cycloheximide treatment
SRR18113796,14586779,2188016850,150,778,SRX14264382,GSM5911797,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083342,SAMN26199026,simple,9606,Homo sapiens,GSM5911797,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Embryonic stem cell,h_H1_hESC_500_Ribo_rep1,Preimplantation embryo,Preimplantation embryo,1-cell,cycloheximide treatment
SRR18113792,10605017,1590752550,150,672,SRX14264383,GSM5911798,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083343,SAMN26199025,simple,9606,Homo sapiens,GSM5911798,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_ICM_10_Ribo_rep1,Preimplantation embryo,Preimplantation embryo,2-cell,cycloheximide treatment
SRR18113793,73800009,11070001350,150,4000,SRX14264383,GSM5911798,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083343,SAMN26199025,simple,9606,Homo sapiens,GSM5911798,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_ICM_10_Ribo_rep1,Preimplantation embryo,Preimplantation embryo,3-cell,cycloheximide treatment
SRR18113794,75367639,11305145850,150,3991,SRX14264383,GSM5911798,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083343,SAMN26199025,simple,9606,Homo sapiens,GSM5911798,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_ICM_10_Ribo_rep1,Preimplantation embryo,Preimplantation embryo,3-cell,cycloheximide treatment
SRR18113790,16368535,2455280250,150,876,SRX14264384,GSM5911799,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083344,SAMN26199024,simple,9606,Homo sapiens,GSM5911799,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_ICM_15_Ribo_rep2,Preimplantation embryo,Preimplantation embryo,4-cell,cycloheximide treatment
SRR18113791,68482746,10272411900,150,3606,SRX14264384,GSM5911799,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083344,SAMN26199024,simple,9606,Homo sapiens,GSM5911799,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_ICM_15_Ribo_rep2,Preimplantation embryo,Preimplantation embryo,12-cell,DMSO treatment
SRR18113788,33289106,4993365900,150,2000,SRX14264385,GSM5911800,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083345,SAMN26199023,simple,9606,Homo sapiens,GSM5911800,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Oocyte,h_MI_19_Ribo_rep2,Preimplantation embryo,Preimplantation embryo,5-cell,DMSO treatment
SRR18113789,12683413,1902511950,150,665,SRX14264385,GSM5911800,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083345,SAMN26199023,simple,9606,Homo sapiens,GSM5911800,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Oocyte,h_MI_19_Ribo_rep2,Preimplantation embryo,Preimplantation embryo,morula,DMSO treatment
SRR18113786,27143518,4071527700,150,1471,SRX14264386,GSM5911801,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083346,SAMN26199022,simple,9606,Homo sapiens,GSM5911801,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Oocyte,h_MI_4_Ribo_rep1,Preimplantation embryo,Preimplantation embryo,morula,DMSO treatment
SRR18113787,22320707,3348106050,150,1193,SRX14264386,GSM5911801,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083346,SAMN26199022,simple,9606,Homo sapiens,GSM5911801,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Oocyte,h_MI_4_Ribo_rep1,Preimplantation embryo,Preimplantation embryo,morula,DMSO treatment
SRR18113784,12460623,1869093450,150,667,SRX14264387,GSM5911802,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083347,SAMN26199021,simple,9606,Homo sapiens,GSM5911802,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Oocyte,h_MII_10_Ribo_rep2,Preimplantation embryo,Preimplantation embryo,morula,DMSO treatment
SRR18113785,95266042,14289906300,150,5079,SRX14264387,GSM5911802,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083347,SAMN26199021,simple,9606,Homo sapiens,GSM5911802,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Oocyte,h_MII_10_Ribo_rep2,Preimplantation embryo,Preimplantation embryo,6-cell,cycloheximide treatment
SRR18113782,18779066,2816859900,150,1173,SRX14264388,GSM5911803,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083348,SAMN26199020,simple,9606,Homo sapiens,GSM5911803,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Oocyte,h_MII_9_Ribo_rep1,Preimplantation embryo,Preimplantation embryo,7-cell,cycloheximide treatment
SRR18113783,20515390,3077308500,150,1077,SRX14264388,GSM5911803,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083348,SAMN26199020,simple,9606,Homo sapiens,GSM5911803,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Oocyte,h_MII_9_Ribo_rep1,Preimplantation embryo,Preimplantation embryo,9-cell,cycloheximide treatment
SRR18113780,30360953,4554142950,150,1631,SRX14264389,GSM5911804,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083349,SAMN26199019,simple,9606,Homo sapiens,GSM5911804,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_zygote_2PN_21_Ribo_rep1,Preimplantation embryo,Preimplantation embryo,10-cell,DMSO treatment
SRR18113781,19091496,2863724400,150,1024,SRX14264389,GSM5911804,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083349,SAMN26199019,simple,9606,Homo sapiens,GSM5911804,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_zygote_2PN_21_Ribo_rep1,Preimplantation embryo,Preimplantation embryo,10-cell,DMSO treatment
SRR18113778,13183011,1977451650,150,696,SRX14264390,GSM5911805,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083350,SAMN26199018,simple,9606,Homo sapiens,GSM5911805,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_zygote_3PN_25_Ribo_rep2,Preimplantation embryo,Preimplantation embryo,blastocyst,DMSO treatment
SRR18113779,39588364,5938254600,150,2091,SRX14264390,GSM5911805,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083350,SAMN26199018,simple,9606,Homo sapiens,GSM5911805,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_zygote_3PN_25_Ribo_rep2,Preimplantation embryo,Preimplantation embryo,blastocyst,DMSO treatment
SRR18113777,12255925,3676777500,150,1159,SRX14264391,GSM5911829,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083351,SAMN26198994,simple,9606,Homo sapiens,GSM5911829,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_1C_CHX_1C_2_smartseq,Preimplantation embryo,Preimplantation embryo,10-cell,TPRX12 KD
SRR18113776,10963231,3288969300,150,1037,SRX14264392,GSM5911830,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083352,SAMN26198993,simple,9606,Homo sapiens,GSM5911830,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_1C_CHX_1C_3_smartseq,Preimplantation embryo,Preimplantation embryo,11-cell,TPRX12 KD
SRR18113775,12922140,3876642000,150,1232,SRX14264393,GSM5911831,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083353,SAMN26198992,simple,9606,Homo sapiens,GSM5911831,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_1C_CHX_2C_smartseq,Preimplantation embryo,Preimplantation embryo,12-cell,TPRX12 KD
SRR18113774,10924447,3277334100,150,1040,SRX14264394,GSM5911832,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083354,SAMN26198991,simple,9606,Homo sapiens,GSM5911832,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_1C_CHX_3C_1_smartseq,Preimplantation embryo,Preimplantation embryo,4-cell,TPRX12 KD
SRR18113773,12329427,3698828100,150,1164,SRX14264395,GSM5911833,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083355,SAMN26198990,simple,9606,Homo sapiens,GSM5911833,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_1C_CHX_3C_2_smartseq,Preimplantation embryo,Preimplantation embryo,5-cell,TPRX12 KD
SRR18113772,9492400,2847720000,150,910,SRX14264396,GSM5911834,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083356,SAMN26198989,simple,9606,Homo sapiens,GSM5911834,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_1C_CHX_4C_smartseq,Preimplantation embryo,Preimplantation embryo,4-cell,Control siRNA and morpholino
SRR18113771,10062778,3018833400,150,955,SRX14264397,GSM5911835,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083357,SAMN26198988,simple,9606,Homo sapiens,GSM5911835,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_1C_DMSO_control_12C_smartseq,Preimplantation embryo,Preimplantation embryo,4-cell,Control siRNA and morpholino
SRR18113770,14504373,4351311900,150,1376,SRX14264398,GSM5911836,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083358,SAMN26198987,simple,9606,Homo sapiens,GSM5911836,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_1C_DMSO_control_5C_smartseq,Preimplantation embryo,Preimplantation embryo,4-cell,Control siRNA and morpholino
SRR18113769,9367776,2810332800,150,891,SRX14264399,GSM5911837,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083359,SAMN26198986,simple,9606,Homo sapiens,GSM5911837,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_1C_DMSO_control_morula_1_smartseq,Preimplantation embryo,Preimplantation embryo,4-cell,Control siRNA and morpholino
SRR18113768,12761286,3828385800,150,1202,SRX14264400,GSM5911838,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083360,SAMN26198985,simple,9606,Homo sapiens,GSM5911838,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_1C_DMSO_control_morula_2_smartseq,Preimplantation embryo,Preimplantation embryo,5-cell,Control siRNA and morpholino
SRR18113767,14111934,4233580200,150,1345,SRX14264401,GSM5911839,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083361,SAMN26198984,simple,9606,Homo sapiens,GSM5911839,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_1C_DMSO_control_morula_3_smartseq,Preimplantation embryo,Preimplantation embryo,5-cell,Control siRNA and morpholino
SRR18113766,13569739,4070921700,150,1275,SRX14264402,GSM5911840,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083362,SAMN26198983,simple,9606,Homo sapiens,GSM5911840,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_1C_DMSO_control_morula_4_smartseq,Preimplantation embryo,Preimplantation embryo,5-cell,Control siRNA and morpholino
SRR18113765,17090536,5127160800,150,1621,SRX14264403,GSM5911841,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083363,SAMN26198982,simple,9606,Homo sapiens,GSM5911841,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_4C_CHX_6C_smartseq,Preimplantation embryo,Preimplantation embryo,5-cell,Control siRNA and morpholino
SRR18113764,13266045,3979813500,150,1269,SRX14264404,GSM5911842,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083364,SAMN26198981,simple,9606,Homo sapiens,GSM5911842,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_4C_CHX_7C_smartseq,Preimplantation embryo,Preimplantation embryo,6-cell,Control siRNA and morpholino
SRR18113763,14306194,4291858200,150,1374,SRX14264405,GSM5911843,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083365,SAMN26198980,simple,9606,Homo sapiens,GSM5911843,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_4C_CHX_9C_smartseq,Preimplantation embryo,Preimplantation embryo,7-cell,Control siRNA and morpholino
SRR18113762,16605887,4981766100,150,1553,SRX14264406,GSM5911844,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083366,SAMN26198979,simple,9606,Homo sapiens,GSM5911844,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_4C_DMSO_control_10C_2_smartseq,Preimplantation embryo,Preimplantation embryo,7-cell,Control siRNA and morpholino
SRR18113761,12323274,3696982200,150,1174,SRX14264407,GSM5911845,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083367,SAMN26198978,simple,9606,Homo sapiens,GSM5911845,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_4C_DMSO_control_10C_smartseq,Preimplantation embryo,Preimplantation embryo,7-cell,Control siRNA and morpholino
