Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,mouse line,tissue,age,GEO Accession
SRR3232866,3867211,166290073,43,165,SRX1638570,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345046,SAMN04558649,simple,10090,Mus musculus,GSM2091276,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S21,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091276
SRR3232867,3799137,163362891,43,163,SRX1638571,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345045,SAMN04558650,simple,10090,Mus musculus,GSM2091277,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S22,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091277
SRR3232868,3432152,147582536,43,146,SRX1638572,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345044,SAMN04558658,simple,10090,Mus musculus,GSM2091278,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S23,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091278
SRR3232869,3005729,129246347,43,130,SRX1638573,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345043,SAMN04558659,simple,10090,Mus musculus,GSM2091279,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S24,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091279
SRR3232870,571504,24574672,43,27,SRX1638574,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345041,SAMN04558660,simple,10090,Mus musculus,GSM2091280,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S25,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091280
SRR3232871,5190267,223181481,43,220,SRX1638575,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345042,SAMN04558651,simple,10090,Mus musculus,GSM2091281,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S26,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091281
SRR3232872,4648325,199877975,43,198,SRX1638576,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345040,SAMN04558652,simple,10090,Mus musculus,GSM2091282,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S27,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091282
SRR3232873,4981057,214185451,43,211,SRX1638577,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345039,SAMN04558653,simple,10090,Mus musculus,GSM2091283,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S28,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091283
SRR3232874,3691842,158749206,43,163,SRX1638578,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345038,SAMN04558654,simple,10090,Mus musculus,GSM2091284,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S29,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091284
SRR3232875,4220830,181495690,43,180,SRX1638579,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345037,SAMN04558655,simple,10090,Mus musculus,GSM2091285,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S30,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091285
SRR3232876,395268,16996524,43,18,SRX1638580,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345036,SAMN04558656,simple,10090,Mus musculus,GSM2091286,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S31,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091286
SRR3232877,4440247,190930621,43,190,SRX1638581,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345035,SAMN04558657,simple,10090,Mus musculus,GSM2091287,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S32,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091287
SRR3232878,3106517,133580231,43,138,SRX1638582,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345034,SAMN04558661,simple,10090,Mus musculus,GSM2091288,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S33,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091288
SRR3232879,2694304,115855072,43,116,SRX1638583,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345033,SAMN04558662,simple,10090,Mus musculus,GSM2091289,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S34,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091289
SRR3232880,4934358,212177394,43,212,SRX1638584,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345032,SAMN04558663,simple,10090,Mus musculus,GSM2091290,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S35,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091290
SRR3232881,5034920,216501560,43,213,SRX1638585,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345031,SAMN04558664,simple,10090,Mus musculus,GSM2091291,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S36,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091291
SRR3232882,5252697,225865971,43,223,SRX1638586,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345030,SAMN04558665,simple,10090,Mus musculus,GSM2091292,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S37,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091292
SRR3232883,4300482,184920726,43,183,SRX1638587,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345029,SAMN04558666,simple,10090,Mus musculus,GSM2091293,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S38,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091293
SRR3232884,5228471,224824253,43,221,SRX1638588,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345028,SAMN04558667,simple,10090,Mus musculus,GSM2091294,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S39,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091294
SRR3232885,5406501,232479543,43,230,SRX1638589,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345027,SAMN04558668,simple,10090,Mus musculus,GSM2091295,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S40,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091295
SRR3232886,778873,33491539,43,36,SRX1638590,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345026,SAMN04558669,simple,10090,Mus musculus,GSM2091296,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S41,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091296
SRR3232887,4294940,184682420,43,189,SRX1638591,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345025,SAMN04558670,simple,10090,Mus musculus,GSM2091297,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S42,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091297
SRR3232888,6759303,290650029,43,288,SRX1638592,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345024,SAMN04558671,simple,10090,Mus musculus,GSM2091298,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S43,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091298
SRR3232889,5991541,257636263,43,251,SRX1638593,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345023,SAMN04558672,simple,10090,Mus musculus,GSM2091299,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S44,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091299
SRR3232890,5561175,239130525,43,235,SRX1638594,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345022,SAMN04558673,simple,10090,Mus musculus,GSM2091300,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S45,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091300
SRR3232891,4933323,212132889,43,211,SRX1638595,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345021,SAMN04558674,simple,10090,Mus musculus,GSM2091301,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S46,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091301
SRR3232892,4336033,186449419,43,186,SRX1638596,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345019,SAMN04558675,simple,10090,Mus musculus,GSM2091302,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S47,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091302
SRR3232893,599541,25780263,43,28,SRX1638597,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345020,SAMN04558676,simple,10090,Mus musculus,GSM2091303,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S48,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091303
SRR3232894,1515293,65157599,43,71,SRX1638598,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345018,SAMN04558677,simple,10090,Mus musculus,GSM2091304,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S49,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091304
SRR3232895,2972514,127818102,43,128,SRX1638599,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345017,SAMN04558678,simple,10090,Mus musculus,GSM2091305,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S50,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091305
SRR3232896,3397974,146112882,43,145,SRX1638600,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345016,SAMN04558679,simple,10090,Mus musculus,GSM2091306,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S51,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091306
SRR3232897,3409139,146592977,43,145,SRX1638601,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345015,SAMN04558680,simple,10090,Mus musculus,GSM2091307,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S52,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091307
SRR3232898,2946227,126687761,43,126,SRX1638602,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345014,SAMN04558681,simple,10090,Mus musculus,GSM2091308,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S53,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091308
SRR3232899,3732351,160491093,43,159,SRX1638603,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345013,SAMN04558682,simple,10090,Mus musculus,GSM2091309,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S54,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091309
SRR3232900,4222341,181560663,43,179,SRX1638604,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345012,SAMN04558683,simple,10090,Mus musculus,GSM2091310,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S55,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091310
SRR3232901,1884225,81021675,43,92,SRX1638605,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345011,SAMN04558599,simple,10090,Mus musculus,GSM2091311,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S56,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091311
SRR3232902,817133,35136719,43,40,SRX1638606,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345010,SAMN04558600,simple,10090,Mus musculus,GSM2091312,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S57,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091312
SRR3232903,2560376,110096168,43,112,SRX1638607,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345009,SAMN04558601,simple,10090,Mus musculus,GSM2091313,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S58,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091313
SRR3232904,2627746,112993078,43,120,SRX1638608,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345008,SAMN04558602,simple,10090,Mus musculus,GSM2091314,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S59,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091314
SRR3232905,2832457,121795651,43,121,SRX1638609,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345007,SAMN04558603,simple,10090,Mus musculus,GSM2091315,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S60,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091315
SRR3232906,1974815,84917045,43,88,SRX1638610,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345006,SAMN04558604,simple,10090,Mus musculus,GSM2091316,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S61,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091316
SRR3232907,2951007,126893301,43,132,SRX1638611,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345005,SAMN04558605,simple,10090,Mus musculus,GSM2091317,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S62,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091317
SRR3232908,2732539,117499177,43,121,SRX1638612,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345004,SAMN04558606,simple,10090,Mus musculus,GSM2091318,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S63,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091318
SRR3232909,1996960,85869280,43,94,SRX1638613,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345003,SAMN04558607,simple,10090,Mus musculus,GSM2091319,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S64,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091319
SRR3232910,1744999,75034957,43,77,SRX1638614,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345002,SAMN04558608,simple,10090,Mus musculus,GSM2091320,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S65,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091320
SRR3232911,2002715,86116745,43,86,SRX1638615,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345001,SAMN04558609,simple,10090,Mus musculus,GSM2091321,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S66,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091321
SRR3232912,1632251,70186793,43,70,SRX1638616,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1345000,SAMN04558610,simple,10090,Mus musculus,GSM2091322,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S67,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091322
SRR3232913,2184221,93921503,43,93,SRX1638617,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344999,SAMN04558611,simple,10090,Mus musculus,GSM2091323,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S68,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091323
SRR3232914,2888388,124200684,43,123,SRX1638618,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344998,SAMN04558612,simple,10090,Mus musculus,GSM2091324,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S69,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091324
SRR3232916,2632072,113179096,43,113,SRX1638619,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344997,SAMN04558613,simple,10090,Mus musculus,GSM2091325,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S70,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091325
SRR3232917,2411993,103715699,43,103,SRX1638620,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344996,SAMN04558614,simple,10090,Mus musculus,GSM2091326,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S71,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091326
SRR3232918,2875876,123662668,43,125,SRX1638621,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344995,SAMN04558615,simple,10090,Mus musculus,GSM2091327,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S72,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091327
SRR3232919,2539158,109183794,43,109,SRX1638622,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344994,SAMN04558616,simple,10090,Mus musculus,GSM2091328,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S74,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091328
SRR3232920,2846597,122403671,43,122,SRX1638623,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344993,SAMN04558617,simple,10090,Mus musculus,GSM2091329,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S75,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091329
SRR3232921,1251504,53814672,43,54,SRX1638624,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344992,SAMN04558618,simple,10090,Mus musculus,GSM2091330,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S76,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091330
SRR3232922,1801774,77476282,43,80,SRX1638626,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344990,SAMN04558619,simple,10090,Mus musculus,GSM2091331,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S77,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091331
SRR3232923,2797083,120274569,43,120,SRX1638627,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071876,PRJNA315441,28698213,"",SRS1344989,SAMN04558620,simple,10090,Mus musculus,GSM2091332,GEO,SRA385947,07,2017,Hupe,single brain cell,SingleCell_Brain_EC_E145_S78,single brain cell,Cdh5CreERT2+/-;R26-mCherry-Rpl10a+/-,forebrain,E14.5,GSM2091332
