Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,subtype,p53 status,Stage,molecule subtype,GEO Accession
SRR10868361,10098738,515035638,51,220,SRX7538359,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977022,SAMN13819176,simple,9606,Homo sapiens,GSM4258954,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_140 [VMT267],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 3,ribosomal RNA,GSM4258954
SRR10868362,10518895,536463645,51,228,SRX7538360,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977024,SAMN13819175,simple,9606,Homo sapiens,GSM4258955,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_141 [VMT268],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258955
SRR10868363,10066762,513404862,51,219,SRX7538361,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977025,SAMN13819174,simple,9606,Homo sapiens,GSM4258956,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_142 [VMT269],RMS_breast tumor,primary breast tumour,TNBC,WT,Stage 3,ribosomal RNA,GSM4258956
SRR10868364,9552206,487162506,51,206,SRX7538362,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977026,SAMN13819173,simple,9606,Homo sapiens,GSM4258957,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_143 [VMT270],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258957
SRR10868365,9705646,494987946,51,210,SRX7538363,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977028,SAMN13819172,simple,9606,Homo sapiens,GSM4258958,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_144 [VMT271],RMS_breast tumor,primary breast tumour,TNBC,MT,Stage 3,ribosomal RNA,GSM4258958
SRR10868366,9814001,500514051,51,213,SRX7538364,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977027,SAMN13819171,simple,9606,Homo sapiens,GSM4258959,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_145 [VMT272],RMS_breast tumor,primary breast tumour,NA,MT,Stage 2,ribosomal RNA,GSM4258959
SRR10868367,9356533,477183183,51,203,SRX7538365,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977029,SAMN13819170,simple,9606,Homo sapiens,GSM4258960,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_146 [VMT273],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258960
SRR10868368,10881267,554944617,51,235,SRX7538366,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977030,SAMN13819169,simple,9606,Homo sapiens,GSM4258961,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_147 [VMT274],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258961
SRR10868369,12140615,619171365,51,263,SRX7538367,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977031,SAMN13819168,simple,9606,Homo sapiens,GSM4258962,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_148 [VMT275],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258962
SRR10868370,7955011,405705561,51,171,SRX7538368,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977032,SAMN13819167,simple,9606,Homo sapiens,GSM4258963,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_149 [VMT276],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258963
SRR10868371,9951753,507539403,51,220,SRX7538369,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977033,SAMN13819166,simple,9606,Homo sapiens,GSM4258964,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_150 [VMT277],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258964
SRR10868372,10718277,546632127,51,231,SRX7538370,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977034,SAMN13819165,simple,9606,Homo sapiens,GSM4258965,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_151 [VMT278],RMS_breast tumor,primary breast tumour,NA,WT,Stage 2,ribosomal RNA,GSM4258965
SRR10868373,8644524,440870724,51,187,SRX7538371,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977035,SAMN13819164,simple,9606,Homo sapiens,GSM4258966,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_152 [VMT279],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 3,ribosomal RNA,GSM4258966
SRR10868374,8123782,414312882,51,175,SRX7538372,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977037,SAMN13819163,simple,9606,Homo sapiens,GSM4258967,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_153 [VMT281],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 2,ribosomal RNA,GSM4258967
SRR10868375,12759052,650711652,51,276,SRX7538373,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977036,SAMN13819157,simple,9606,Homo sapiens,GSM4258968,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_154 [VMT282],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258968
SRR10868376,11924922,608171022,51,259,SRX7538374,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977038,SAMN13819156,simple,9606,Homo sapiens,GSM4258969,GEO,SRA1023470,12,2020,Marcel,RNA_ref_ctrl,RNA_ref_ctrl_3 [VMT283],RNA_ref_ctrl,pool of different origins,NA,NA,NA,ribosomal RNA,GSM4258969
SRR10868377,9188873,468632523,51,199,SRX7538375,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977039,SAMN13819155,simple,9606,Homo sapiens,GSM4258970,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_155 [VMT285],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258970
SRR10868378,7307155,372664905,51,160,SRX7538376,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977040,SAMN13819162,simple,9606,Homo sapiens,GSM4258971,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_156 [VMT287],RMS_breast tumor,primary breast tumour,NA,WT,Stage 1,ribosomal RNA,GSM4258971
SRR10868379,9837046,501689346,51,213,SRX7538377,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977041,SAMN13819161,simple,9606,Homo sapiens,GSM4258972,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_157 [VMT288],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 2,ribosomal RNA,GSM4258972
SRR10868380,10290609,524821059,51,216,SRX7538378,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977042,SAMN13819160,simple,9606,Homo sapiens,GSM4258973,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_158 [VMT293],RMS_breast tumor,primary breast tumour,NA,MT,Stage 3,ribosomal RNA,GSM4258973
SRR10868381,12907800,658297800,51,269,SRX7538379,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977043,SAMN13819159,simple,9606,Homo sapiens,GSM4258974,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_159 [VMT296],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 1,ribosomal RNA,GSM4258974
SRR10868382,12308063,627711213,51,262,SRX7538380,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977044,SAMN13819158,simple,9606,Homo sapiens,GSM4258975,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_160 [VMT301],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 2,ribosomal RNA,GSM4258975
SRR10868383,9936987,506786337,51,205,SRX7538381,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977045,SAMN13819154,simple,9606,Homo sapiens,GSM4258976,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_161 [VMT302],RMS_breast tumor,primary breast tumour,ER+ HER2-,MT,Stage 2,ribosomal RNA,GSM4258976
SRR10868384,5534367,282252717,51,115,SRX7538382,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977046,SAMN13819153,simple,9606,Homo sapiens,GSM4258977,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_162 [VMT303],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 1,ribosomal RNA,GSM4258977
SRR10868385,12957623,660838773,51,269,SRX7538383,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977047,SAMN13819203,simple,9606,Homo sapiens,GSM4258978,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_163 [VMT304],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258978
SRR10868386,10914171,556622721,51,227,SRX7538384,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977048,SAMN13819202,simple,9606,Homo sapiens,GSM4258979,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_164 [VMT306],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 2,ribosomal RNA,GSM4258979
SRR10868387,11687516,596063316,51,244,SRX7538385,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977049,SAMN13819201,simple,9606,Homo sapiens,GSM4258980,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_165 [VMT307],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 2,ribosomal RNA,GSM4258980
SRR10868388,12628698,644063598,51,264,SRX7538386,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977050,SAMN13819200,simple,9606,Homo sapiens,GSM4258981,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_166 [VMT309],RMS_breast tumor,primary breast tumour,ER+ HER2-,MT,Stage 3,ribosomal RNA,GSM4258981
SRR10868389,11673309,595338759,51,243,SRX7538387,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977051,SAMN13819199,simple,9606,Homo sapiens,GSM4258982,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_167 [VMT310],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 1,ribosomal RNA,GSM4258982
SRR10868390,9947296,507312096,51,209,SRX7538388,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977052,SAMN13819198,simple,9606,Homo sapiens,GSM4258983,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_168 [VMT311],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 1,ribosomal RNA,GSM4258983
SRR10868391,10572292,539186892,51,220,SRX7538389,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977053,SAMN13819197,simple,9606,Homo sapiens,GSM4258984,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_169 [VMT312],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258984
SRR10868392,11330587,577859937,51,230,SRX7538390,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977054,SAMN13819196,simple,9606,Homo sapiens,GSM4258985,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_170 [VMT313],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 2,ribosomal RNA,GSM4258985
SRR10868393,12710129,648216579,51,257,SRX7538391,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977055,SAMN13819195,simple,9606,Homo sapiens,GSM4258986,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_171 [VMT314],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 1,ribosomal RNA,GSM4258986
SRR10868394,11293176,575951976,51,230,SRX7538392,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977056,SAMN13819194,simple,9606,Homo sapiens,GSM4258987,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_172 [VMT315],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4258987
SRR10868395,13101547,668178897,51,267,SRX7538393,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977057,SAMN13819193,simple,9606,Homo sapiens,GSM4258988,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_173 [VMT316],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 3,ribosomal RNA,GSM4258988
SRR10868396,12854501,655579551,51,261,SRX7538394,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977058,SAMN13819192,simple,9606,Homo sapiens,GSM4258989,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_174 [VMT317],RMS_breast tumor,primary breast tumour,ER+ HER2-,MT,Stage 2,ribosomal RNA,GSM4258989
SRR10868397,13471212,687031812,51,274,SRX7538395,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977059,SAMN13819191,simple,9606,Homo sapiens,GSM4258990,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_175 [VMT318],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 2,ribosomal RNA,GSM4258990
SRR10868398,10528875,536972625,51,213,SRX7538396,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977060,SAMN13819190,simple,9606,Homo sapiens,GSM4258991,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_176 [VMT319],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 2,ribosomal RNA,GSM4258991
SRR10868399,12895335,657662085,51,261,SRX7538397,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977061,SAMN13819189,simple,9606,Homo sapiens,GSM4258992,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_177 [VMT320],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 3,ribosomal RNA,GSM4258992
SRR10868400,11156960,569004960,51,227,SRX7538398,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977062,SAMN13819188,simple,9606,Homo sapiens,GSM4258993,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_178 [VMT321],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 2,ribosomal RNA,GSM4258993
SRR10868401,10895761,555683811,51,222,SRX7538399,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977063,SAMN13819187,simple,9606,Homo sapiens,GSM4258994,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_179 [VMT322],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 2,ribosomal RNA,GSM4258994
SRR10868402,12969713,661455363,51,265,SRX7538400,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977064,SAMN13819186,simple,9606,Homo sapiens,GSM4258995,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_180 [VMT323],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258995
SRR10868403,12500651,637533201,51,254,SRX7538401,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977065,SAMN13819185,simple,9606,Homo sapiens,GSM4258996,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_181 [VMT324],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258996
SRR10868404,17957682,915841782,51,363,SRX7538402,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977066,SAMN13819184,simple,9606,Homo sapiens,GSM4258997,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_182 [VMT325],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 2,ribosomal RNA,GSM4258997
SRR10868405,11613474,592287174,51,236,SRX7538403,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977067,SAMN13819183,simple,9606,Homo sapiens,GSM4258998,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_183 [VMT326],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 2,ribosomal RNA,GSM4258998
SRR10868406,14578534,743505234,51,298,SRX7538404,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977068,SAMN13819182,simple,9606,Homo sapiens,GSM4258999,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_184 [VMT327],RMS_breast tumor,primary breast tumour,HER2,WT,Stage 3,ribosomal RNA,GSM4258999
SRR10868407,12317866,628211166,51,252,SRX7538405,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977069,SAMN13819181,simple,9606,Homo sapiens,GSM4259000,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_185 [VMT328],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 2,ribosomal RNA,GSM4259000
SRR10868408,11944951,609192501,51,242,SRX7538406,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977070,SAMN13819180,simple,9606,Homo sapiens,GSM4259001,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_186 [VMT329],RMS_breast tumor,primary breast tumour,ER+ HER2-,MT,Stage 3,ribosomal RNA,GSM4259001
SRR10868409,11669703,595154853,51,239,SRX7538407,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977071,SAMN13819179,simple,9606,Homo sapiens,GSM4259002,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_187 [VMT330],RMS_breast tumor,primary breast tumour,TNBC,MT,Stage 3,ribosomal RNA,GSM4259002
SRR10868410,11795304,601560504,51,242,SRX7538408,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977072,SAMN13819178,simple,9606,Homo sapiens,GSM4259003,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_188 [VMT331],RMS_breast tumor,primary breast tumour,ER+ HER2-,WT,Stage 3,ribosomal RNA,GSM4259003
SRR10868411,10525874,536819574,51,225,SRX7538409,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977073,SAMN13819488,simple,9606,Homo sapiens,GSM4259004,GEO,SRA1023470,12,2020,Marcel,RNA_ref_ctrl,RNA_ref_ctrl_5 [VMT331_VMT242],RNA_ref_ctrl,pool of different origins,NA,NA,NA,ribosomal RNA,GSM4259004
SRR10868412,13172995,671822745,51,267,SRX7538410,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977074,SAMN13819487,simple,9606,Homo sapiens,GSM4259005,GEO,SRA1023470,12,2020,Marcel,RNA_ref_ctrl,RNA_ref_ctrl_4 [VMT333],RNA_ref_ctrl,pool of different origins,NA,NA,NA,ribosomal RNA,GSM4259005
SRR10868413,11455616,584236416,51,240,SRX7538411,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977075,SAMN13819486,simple,9606,Homo sapiens,GSM4259006,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_189 [VMT92],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 1,ribosomal RNA,GSM4259006
SRR10868414,8503886,433698186,51,178,SRX7538412,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977076,SAMN13819485,simple,9606,Homo sapiens,GSM4259007,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_190 [VMT93],RMS_breast tumor,primary breast tumour,HER2,MT,Stage 3,ribosomal RNA,GSM4259007
SRR10868415,12337297,629202147,51,260,SRX7538413,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977077,SAMN13819484,simple,9606,Homo sapiens,GSM4259008,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_191 [VMT94],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 3,ribosomal RNA,GSM4259008
SRR10868416,11762103,599867253,51,248,SRX7538414,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977078,SAMN13819483,simple,9606,Homo sapiens,GSM4259009,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_192 [VMT95],RMS_breast tumor,primary breast tumour,TNBC,MT,Stage 3,ribosomal RNA,GSM4259009
SRR10868417,12448245,634860495,51,261,SRX7538415,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977079,SAMN13819482,simple,9606,Homo sapiens,GSM4259010,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_193 [VMT96],RMS_breast tumor,primary breast tumour,LumiNAl,WT,Stage 3,ribosomal RNA,GSM4259010
SRR10868418,10225647,521507997,51,214,SRX7538416,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977080,SAMN13819481,simple,9606,Homo sapiens,GSM4259011,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_194 [VMT98],RMS_breast tumor,primary breast tumour,HER2,MT,NA,ribosomal RNA,GSM4259011
SRR10868419,12773167,651431517,51,268,SRX7538417,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP241165,PRJNA600412,34316693,"",SRS5977081,SAMN13819480,simple,9606,Homo sapiens,GSM4259012,GEO,SRA1023470,12,2020,Marcel,RMS_breast tumor,RMS_breast tumor_195 [VMT99],RMS_breast tumor,primary breast tumour,NA,MT,Stage 3,ribosomal RNA,GSM4259012
