Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,pairing type,social condition,timepoint
SRR17335298,7898282,600269432,76,229,SRX13510774,GSM5754214,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405015,SAMN24439491,simple,79684,Microtus ochrogaster,GSM5754214,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2599P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335293,12233629,929755804,76,365,SRX13510775,GSM5754215,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405016,SAMN24439490,simple,79684,Microtus ochrogaster,GSM5754215,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2647P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335294,2625239,199518164,76,78,SRX13510775,GSM5754215,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405016,SAMN24439490,simple,79684,Microtus ochrogaster,GSM5754215,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2647P,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335295,2626262,199595912,76,78,SRX13510775,GSM5754215,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405016,SAMN24439490,simple,79684,Microtus ochrogaster,GSM5754215,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2647P,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335290,7447123,565981348,76,222,SRX13510776,GSM5754216,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405017,SAMN24439489,simple,79684,Microtus ochrogaster,GSM5754216,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2660P,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335291,6241055,474320180,76,186,SRX13510776,GSM5754216,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405017,SAMN24439489,simple,79684,Microtus ochrogaster,GSM5754216,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2660P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335292,6241335,474341460,76,185,SRX13510776,GSM5754216,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405017,SAMN24439489,simple,79684,Microtus ochrogaster,GSM5754216,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2660P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335287,4190783,318499508,76,126,SRX13510777,GSM5754217,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405018,SAMN24439488,simple,79684,Microtus ochrogaster,GSM5754217,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2665P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335288,7194017,546745292,76,217,SRX13510777,GSM5754217,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405018,SAMN24439488,simple,79684,Microtus ochrogaster,GSM5754217,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2665P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335289,7092746,539048696,76,213,SRX13510777,GSM5754217,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405018,SAMN24439488,simple,79684,Microtus ochrogaster,GSM5754217,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2665P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335284,9468791,719628116,76,278,SRX13510778,GSM5754218,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405019,SAMN24439487,simple,79684,Microtus ochrogaster,GSM5754218,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2601P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335285,3043595,231313220,76,89,SRX13510778,GSM5754218,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405019,SAMN24439487,simple,79684,Microtus ochrogaster,GSM5754218,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2601P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335286,3042195,231206820,76,89,SRX13510778,GSM5754218,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405019,SAMN24439487,simple,79684,Microtus ochrogaster,GSM5754218,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2601P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335281,11543102,877275752,76,339,SRX13510779,GSM5754219,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405020,SAMN24439486,simple,79684,Microtus ochrogaster,GSM5754219,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2604P,Nucleus accumbens,opposite-sex,Paired,4 weeks
SRR17335282,2677231,203469556,76,79,SRX13510779,GSM5754219,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405020,SAMN24439486,simple,79684,Microtus ochrogaster,GSM5754219,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2604P,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335283,2679606,203650056,76,79,SRX13510779,GSM5754219,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405020,SAMN24439486,simple,79684,Microtus ochrogaster,GSM5754219,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2604P,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335278,8232706,625685656,76,243,SRX13510780,GSM5754220,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405021,SAMN24439485,simple,79684,Microtus ochrogaster,GSM5754220,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2611P,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335279,3568722,271222872,76,105,SRX13510780,GSM5754220,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405021,SAMN24439485,simple,79684,Microtus ochrogaster,GSM5754220,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2611P,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335280,3566921,271085996,76,105,SRX13510780,GSM5754220,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405021,SAMN24439485,simple,79684,Microtus ochrogaster,GSM5754220,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2611P,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335275,4566468,347051568,76,134,SRX13510781,GSM5754221,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405022,SAMN24439484,simple,79684,Microtus ochrogaster,GSM5754221,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2615P,Nucleus accumbens,same-sex,Paired,48 hours
SRR17335276,8434502,641022152,76,246,SRX13510781,GSM5754221,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405022,SAMN24439484,simple,79684,Microtus ochrogaster,GSM5754221,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2615P,Nucleus accumbens,same-sex,Paired,48 hours
SRR17335277,8414659,639514084,76,244,SRX13510781,GSM5754221,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405022,SAMN24439484,simple,79684,Microtus ochrogaster,GSM5754221,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2615P,Nucleus accumbens,same-sex,Paired,48 hours
SRR17335272,3763573,286031548,76,113,SRX13510782,GSM5754222,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405023,SAMN24439483,simple,79684,Microtus ochrogaster,GSM5754222,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2638P,Nucleus accumbens,same-sex,Paired,48 hours
SRR17335273,7561537,574676812,76,227,SRX13510782,GSM5754222,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405023,SAMN24439483,simple,79684,Microtus ochrogaster,GSM5754222,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2638P,Nucleus accumbens,same-sex,Paired,48 hours
SRR17335274,7458392,566837792,76,222,SRX13510782,GSM5754222,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405023,SAMN24439483,simple,79684,Microtus ochrogaster,GSM5754222,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2638P,Nucleus accumbens,same-sex,Paired,48 hours
SRR17335269,9881549,750997724,76,293,SRX13510783,GSM5754223,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405024,SAMN24439482,simple,79684,Microtus ochrogaster,GSM5754223,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2644P,Nucleus accumbens,same-sex,Separated,48 hours
SRR17335270,3508532,266648432,76,104,SRX13510783,GSM5754223,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405024,SAMN24439482,simple,79684,Microtus ochrogaster,GSM5754223,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2644P,Nucleus accumbens,same-sex,Separated,48 hours
SRR17335271,3503046,266231496,76,104,SRX13510783,GSM5754223,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405024,SAMN24439482,simple,79684,Microtus ochrogaster,GSM5754223,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2644P,Nucleus accumbens,same-sex,Separated,48 hours
SRR17335266,9981854,758620904,76,296,SRX13510784,GSM5754224,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405025,SAMN24439481,simple,79684,Microtus ochrogaster,GSM5754224,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2656P,Nucleus accumbens,same-sex,Separated,48 hours
SRR17335267,3452202,262367352,76,102,SRX13510784,GSM5754224,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405025,SAMN24439481,simple,79684,Microtus ochrogaster,GSM5754224,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2656P,Nucleus accumbens,same-sex,Separated,48 hours
SRR17335268,3452884,262419184,76,102,SRX13510784,GSM5754224,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405025,SAMN24439481,simple,79684,Microtus ochrogaster,GSM5754224,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2656P,Nucleus accumbens,same-sex,Separated,48 hours
SRR17335263,17194925,1306814300,76,504,SRX13510785,GSM5754225,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405026,SAMN24439480,simple,79684,Microtus ochrogaster,GSM5754225,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2662P,Nucleus accumbens,opposite-sex,Paired,48 hours
SRR17335264,9862018,749513368,76,288,SRX13510785,GSM5754225,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405026,SAMN24439480,simple,79684,Microtus ochrogaster,GSM5754225,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2662P,Nucleus accumbens,opposite-sex,Paired,48 hours
SRR17335265,9856317,749080092,76,287,SRX13510785,GSM5754225,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405026,SAMN24439480,simple,79684,Microtus ochrogaster,GSM5754225,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2662P,Nucleus accumbens,opposite-sex,Paired,48 hours
SRR17335260,7689286,584385736,76,227,SRX13510786,GSM5754226,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405027,SAMN24439479,simple,79684,Microtus ochrogaster,GSM5754226,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2669P,Nucleus accumbens,opposite-sex,Paired,48 hours
SRR17335261,5370148,408131248,76,159,SRX13510786,GSM5754226,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405027,SAMN24439479,simple,79684,Microtus ochrogaster,GSM5754226,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2669P,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335262,5371986,408270936,76,158,SRX13510786,GSM5754226,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405027,SAMN24439479,simple,79684,Microtus ochrogaster,GSM5754226,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2669P,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335257,13674509,1039262684,76,407,SRX13510787,GSM5754227,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405028,SAMN24439478,simple,79684,Microtus ochrogaster,GSM5754227,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2612P,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335258,1543039,117270964,76,46,SRX13510787,GSM5754227,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405028,SAMN24439478,simple,79684,Microtus ochrogaster,GSM5754227,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2612P,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335259,1545315,117443940,76,46,SRX13510787,GSM5754227,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405028,SAMN24439478,simple,79684,Microtus ochrogaster,GSM5754227,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2612P,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335254,4895487,372057012,76,144,SRX13510788,GSM5754196,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405029,SAMN24439509,simple,79684,Microtus ochrogaster,GSM5754196,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2660,Nucleus accumbens,opposite-sex,Paired,48 hours
SRR17335255,8051501,611914076,76,236,SRX13510788,GSM5754196,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405029,SAMN24439509,simple,79684,Microtus ochrogaster,GSM5754196,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2660,Nucleus accumbens,opposite-sex,Paired,48 hours
SRR17335256,8029282,610225432,76,234,SRX13510788,GSM5754196,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405029,SAMN24439509,simple,79684,Microtus ochrogaster,GSM5754196,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2660,Nucleus accumbens,opposite-sex,Separated,48 hours
SRR17335251,4729961,359477036,76,139,SRX13510789,GSM5754197,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405030,SAMN24439508,simple,79684,Microtus ochrogaster,GSM5754197,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2665,Nucleus accumbens,opposite-sex,Separated,48 hours
SRR17335252,9880657,750929932,76,290,SRX13510789,GSM5754197,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405030,SAMN24439508,simple,79684,Microtus ochrogaster,GSM5754197,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2665,Nucleus accumbens,opposite-sex,Separated,48 hours
SRR17335253,9870357,750147132,76,289,SRX13510789,GSM5754197,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405030,SAMN24439508,simple,79684,Microtus ochrogaster,GSM5754197,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2665,Nucleus accumbens,opposite-sex,Separated,48 hours
SRR17335248,5031263,382375988,76,148,SRX13510790,GSM5754198,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405031,SAMN24439507,simple,79684,Microtus ochrogaster,GSM5754198,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2601,Nucleus accumbens,opposite-sex,Separated,48 hours
SRR17335249,7631547,579997572,76,224,SRX13510790,GSM5754198,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405031,SAMN24439507,simple,79684,Microtus ochrogaster,GSM5754198,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2601,Nucleus accumbens,opposite-sex,Separated,48 hours
SRR17335250,7619811,579105636,76,223,SRX13510790,GSM5754198,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405031,SAMN24439507,simple,79684,Microtus ochrogaster,GSM5754198,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2601,Nucleus accumbens,same-sex,Paired,4 weeks
SRR17335245,4953617,376474892,76,147,SRX13510791,GSM5754199,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405032,SAMN24439506,simple,79684,Microtus ochrogaster,GSM5754199,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2604,Nucleus accumbens,same-sex,Paired,4 weeks
SRR17335246,8955587,680624612,76,265,SRX13510791,GSM5754199,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405032,SAMN24439506,simple,79684,Microtus ochrogaster,GSM5754199,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2604,Nucleus accumbens,same-sex,Paired,4 weeks
SRR17335247,8952084,680358384,76,264,SRX13510791,GSM5754199,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405032,SAMN24439506,simple,79684,Microtus ochrogaster,GSM5754199,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2604,Nucleus accumbens,same-sex,Paired,4 weeks
SRR17335242,4118040,312971040,76,122,SRX13510792,GSM5754200,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405033,SAMN24439505,simple,79684,Microtus ochrogaster,GSM5754200,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2611,Nucleus accumbens,same-sex,Paired,4 weeks
SRR17335243,8542332,649217232,76,252,SRX13510792,GSM5754200,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405033,SAMN24439505,simple,79684,Microtus ochrogaster,GSM5754200,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2611,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335244,8537750,648869000,76,251,SRX13510792,GSM5754200,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405033,SAMN24439505,simple,79684,Microtus ochrogaster,GSM5754200,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2611,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335239,6714374,510292424,76,198,SRX13510793,GSM5754201,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405034,SAMN24439504,simple,79684,Microtus ochrogaster,GSM5754201,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2615,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335240,6598668,501498768,76,194,SRX13510793,GSM5754201,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405034,SAMN24439504,simple,79684,Microtus ochrogaster,GSM5754201,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2615,Nucleus accumbens,opposite-sex,Separated,4 weeks
SRR17335241,6580909,500149084,76,193,SRX13510793,GSM5754201,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405034,SAMN24439504,simple,79684,Microtus ochrogaster,GSM5754201,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2615,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335236,5468463,415603188,76,161,SRX13510794,GSM5754202,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405035,SAMN24439503,simple,79684,Microtus ochrogaster,GSM5754202,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2638,Nucleus accumbens,same-sex,Separated,4 weeks
SRR17335237,7031265,534376140,76,207,SRX13510794,GSM5754202,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP352580,PRJNA792575,36852906,"",SRS11405035,SAMN24439503,simple,79684,Microtus ochrogaster,GSM5754202,"Zoe Donaldson, MCDB, University of Colorado Boulder",SRA1349226,04,2023,Sadino,Nucleus accumbens,2638,Nucleus accumbens,same-sex,Separated,4 weeks
