Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,genotype/variation,subcellular compartment,treatment,method,strain/background,GEO Accession
SRR2007778,7300567,372328917,51,237,SRX1017488,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928696,SAMN03581037,simple,10090,Mus musculus,GSM1674119,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 2 h Tg","WT cytosol ribosome profiling, 2 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, cytosol, 2 h Tg",mouse embryonic fibroblasts,WT,cytosol,2 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674119
SRR2007779,17578993,896528643,51,620,SRX1017489,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928698,SAMN03581038,simple,10090,Mus musculus,GSM1674120,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 2 h Tg","WT ER ribosome profiling, 2 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, ER, 2 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,2 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674120
SRR2007780,16585777,845874627,51,542,SRX1017490,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928699,SAMN03581039,simple,10090,Mus musculus,GSM1674121,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 2 h Tg","WT ER ribosome profiling, 2 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, ER, 2 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,2 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674121
SRR2007781,20561299,1048626249,51,700,SRX1017491,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928697,SAMN03581040,simple,10090,Mus musculus,GSM1674122,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 4 h Tg","WT cytosol ribosome profiling, 4 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, cytosol, 4 h Tg",mouse embryonic fibroblasts,WT,cytosol,4 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674122
SRR2007782,15876938,809723838,51,514,SRX1017492,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928740,SAMN03581041,simple,10090,Mus musculus,GSM1674123,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 4 h Tg","WT cytosol ribosome profiling, 4 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, cytosol, 4 h Tg",mouse embryonic fibroblasts,WT,cytosol,4 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674123
SRR2007783,8558520,436484520,51,280,SRX1017493,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928739,SAMN03581042,simple,10090,Mus musculus,GSM1674124,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 4 h Tg","WT ER ribosome profiling, 4 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, ER, 4 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,4 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674124
SRR2007784,35387962,1804786062,51,1149,SRX1017494,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928736,SAMN03581043,simple,10090,Mus musculus,GSM1674125,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 4 h Tg","WT ER ribosome profiling, 4 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, ER, 4 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,4 h Thapsigargin,ribosome profiling,C57BL/6,GSM1674125
SRR2007785,11957757,609845607,51,420,SRX1017495,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928738,SAMN03581044,simple,10090,Mus musculus,GSM1674126,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, untreated","WT cytosol ribosome profiling, no Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, cytosol, untreated",mouse embryonic fibroblasts,WT,cytosol,untreated,ribosome profiling,C57BL/6,GSM1674126
SRR2007786,14492687,739127037,51,505,SRX1017496,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928737,SAMN03581045,simple,10090,Mus musculus,GSM1674127,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, untreated","WT cytosol ribosome profiling, no Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, cytosol, untreated",mouse embryonic fibroblasts,WT,cytosol,untreated,ribosome profiling,C57BL/6,GSM1674127
SRR2007787,20017242,1020879342,51,699,SRX1017497,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928735,SAMN03581046,simple,10090,Mus musculus,GSM1674128,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, untreated","WT ER ribosome profiling, no Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, ER, untreated",mouse embryonic fibroblasts,WT,endoplasmic reticulum,untreated,ribosome profiling,C57BL/6,GSM1674128
SRR2007788,14374170,733082670,51,510,SRX1017498,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928733,SAMN03581047,simple,10090,Mus musculus,GSM1674129,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, untreated","WT ER ribosome profiling, no Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, ER, untreated",mouse embryonic fibroblasts,WT,endoplasmic reticulum,untreated,ribosome profiling,C57BL/6,GSM1674129
SRR2007789,26787405,1366157655,51,871,SRX1017499,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928734,SAMN03581048,simple,10090,Mus musculus,GSM1674130,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 0.5 h Tg","WT cytosol mRNA-seq, 0.5 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, cytosol, 0.5 h Tg",mouse embryonic fibroblasts,WT,cytosol,0.5 h Thapsigargin,mRNA,C57BL/6,GSM1674130
SRR2007790,31222065,1592325315,51,1006,SRX1017500,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928732,SAMN03581049,simple,10090,Mus musculus,GSM1674131,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 0.5 h Tg","WT cytosol mRNA-seq, 0.5 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, cytosol, 0.5 h Tg",mouse embryonic fibroblasts,WT,cytosol,0.5 h Thapsigargin,mRNA,C57BL/6,GSM1674131
SRR2007791,24469550,1247947050,51,774,SRX1017501,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928731,SAMN03581050,simple,10090,Mus musculus,GSM1674132,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 0.5 h Tg","WT ER mRNA-seq, 0.5 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, ER, 0.5 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,0.5 h Thapsigargin,mRNA,C57BL/6,GSM1674132
SRR2007792,29148170,1486556670,51,920,SRX1017502,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928730,SAMN03581051,simple,10090,Mus musculus,GSM1674133,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 0.5 h Tg","WT ER mRNA-seq, 0.5 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, ER, 0.5 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,0.5 h Thapsigargin,mRNA,C57BL/6,GSM1674133
SRR2007793,27268070,1390671570,51,894,SRX1017503,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928729,SAMN03581052,simple,10090,Mus musculus,GSM1674134,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 1 h Tg","WT cytosol mRNA-seq, 1 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, cytosol, 1 h Tg",mouse embryonic fibroblasts,WT,cytosol,1 h Thapsigargin,mRNA,C57BL/6,GSM1674134
SRR2007794,26085331,1330351881,51,851,SRX1017504,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928727,SAMN03581053,simple,10090,Mus musculus,GSM1674135,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 1 h Tg","WT cytosol mRNA-seq, 1 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, cytosol, 1 h Tg",mouse embryonic fibroblasts,WT,cytosol,1 h Thapsigargin,mRNA,C57BL/6,GSM1674135
SRR2007795,23846562,1216174662,51,761,SRX1017505,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928728,SAMN03581054,simple,10090,Mus musculus,GSM1674136,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 1 h Tg","WT ER mRNA-seq, 1 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, ER, 1 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,1 h Thapsigargin,mRNA,C57BL/6,GSM1674136
SRR2007796,27236628,1389068028,51,864,SRX1017506,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928726,SAMN03581055,simple,10090,Mus musculus,GSM1674137,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 1 h Tg","WT ER mRNA-seq, 1 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, ER, 1 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,1 h Thapsigargin,mRNA,C57BL/6,GSM1674137
SRR2007797,29700244,1514712444,51,966,SRX1017507,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928725,SAMN03581056,simple,10090,Mus musculus,GSM1674138,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 2 h Tg","WT cytosol mRNA-seq, 2 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, cytosol, 2 h Tg",mouse embryonic fibroblasts,WT,cytosol,2 h Thapsigargin,mRNA,C57BL/6,GSM1674138
SRR2007798,27165118,1385421018,51,887,SRX1017508,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928724,SAMN03581019,simple,10090,Mus musculus,GSM1674139,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 2 h Tg","WT cytosol mRNA-seq, 2 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, cytosol, 2 h Tg",mouse embryonic fibroblasts,WT,cytosol,2 h Thapsigargin,mRNA,C57BL/6,GSM1674139
SRR2007799,27553481,1405227531,51,869,SRX1017509,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928723,SAMN03581020,simple,10090,Mus musculus,GSM1674140,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 2 h Tg","WT ER mRNA-seq, 2 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, ER, 2 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,2 h Thapsigargin,mRNA,C57BL/6,GSM1674140
SRR2007800,29612562,1510240662,51,937,SRX1017510,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928722,SAMN03581016,simple,10090,Mus musculus,GSM1674141,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 2 h Tg","WT ER mRNA-seq, 2 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, ER, 2 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,2 h Thapsigargin,mRNA,C57BL/6,GSM1674141
SRR2007801,30082087,1534186437,51,980,SRX1017511,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928721,SAMN03581017,simple,10090,Mus musculus,GSM1674142,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 4 h Tg","WT cytosol mRNA-seq, 4 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, cytosol, 4 h Tg",mouse embryonic fibroblasts,WT,cytosol,4 h Thapsigargin,mRNA,C57BL/6,GSM1674142
SRR2007802,27596931,1407443481,51,898,SRX1017512,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928719,SAMN03581018,simple,10090,Mus musculus,GSM1674143,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, 4 h Tg","WT cytosol mRNA-seq, 4 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, cytosol, 4 h Tg",mouse embryonic fibroblasts,WT,cytosol,4 h Thapsigargin,mRNA,C57BL/6,GSM1674143
SRR2007803,30381912,1549477512,51,957,SRX1017513,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928718,SAMN03581021,simple,10090,Mus musculus,GSM1674144,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 4 h Tg","WT ER mRNA-seq, 4 h Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, ER, 4 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,4 h Thapsigargin,mRNA,C57BL/6,GSM1674144
SRR2007804,26792885,1366437135,51,844,SRX1017514,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928720,SAMN03581022,simple,10090,Mus musculus,GSM1674145,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, 4 h Tg","WT ER mRNA-seq, 4 h Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, ER, 4 h Tg",mouse embryonic fibroblasts,WT,endoplasmic reticulum,4 h Thapsigargin,mRNA,C57BL/6,GSM1674145
SRR2007805,29832377,1521451227,51,945,SRX1017515,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928716,SAMN03581023,simple,10090,Mus musculus,GSM1674146,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, untreated","WT cytosol mRNA-seq, no Tg (rep1)","C57BL/6 mouse embryonic fibroblasts, cytosol, untreated",mouse embryonic fibroblasts,WT,cytosol,untreated,mRNA,C57BL/6,GSM1674146
SRR2007806,25438907,1297384257,51,810,SRX1017516,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928717,SAMN03581024,simple,10090,Mus musculus,GSM1674147,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, cytosol, untreated","WT cytosol mRNA-seq, no Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, cytosol, untreated",mouse embryonic fibroblasts,WT,cytosol,untreated,mRNA,C57BL/6,GSM1674147
SRR2007807,29195043,1488947193,51,923,SRX1017517,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928715,SAMN03581025,simple,10090,Mus musculus,GSM1674148,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, untreated","WT ER mRNA-seq, no Tg (rep2)","C57BL/6 mouse embryonic fibroblasts, ER, untreated",mouse embryonic fibroblasts,WT,endoplasmic reticulum,untreated,mRNA,C57BL/6,GSM1674148
SRR2007808,31585254,1610847954,51,993,SRX1017518,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP057991,PRJNA282960,1,"",SRS928712,SAMN03581026,simple,10090,Mus musculus,GSM1674149,GEO,SRA266203,01,2016,Makar,"C57BL/6 mouse embryonic fibroblasts, ER, untreated","WT ER mRNA-seq, no Tg (rep3)","C57BL/6 mouse embryonic fibroblasts, ER, untreated",mouse embryonic fibroblasts,WT,endoplasmic reticulum,untreated,mRNA,C57BL/6,GSM1674149
