Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell line,cell type,tag
SRR18189972,4000000,4e+08,50,179,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189973,4000000,4e+08,50,187,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189974,4000000,4e+08,50,188,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189975,4000000,4e+08,50,188,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189976,642202,64220200,50,31,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189977,4000000,4e+08,50,179,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189978,4000000,4e+08,50,184,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189979,4000000,4e+08,50,180,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189980,4000000,4e+08,50,182,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189981,4000000,4e+08,50,181,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189982,4000000,4e+08,50,183,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189983,4000000,4e+08,50,183,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189984,4000000,4e+08,50,186,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189985,4000000,4e+08,50,188,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189986,4000000,4e+08,50,188,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189987,4000000,4e+08,50,188,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189988,4000000,4e+08,50,190,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189989,4000000,4e+08,50,190,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189990,1403699,140369900,50,69,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189991,4000000,4e+08,50,179,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189992,4000000,4e+08,50,182,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189993,4000000,4e+08,50,180,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189994,4000000,4e+08,50,183,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189995,4000000,4e+08,50,185,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189996,4000000,4e+08,50,188,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189997,4000000,4e+08,50,186,SRX14336723,GSM5929276,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151309,SAMN26356050,simple,9606,Homo sapiens,GSM5929276,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DMSO-3  [ribo_noDOX_3],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189946,4000000,4e+08,50,179,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189947,4000000,4e+08,50,188,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189948,4000000,4e+08,50,189,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189949,4000000,4e+08,50,188,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189950,832188,83218800,50,40,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189951,4000000,4e+08,50,179,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189952,4000000,4e+08,50,183,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189953,4000000,4e+08,50,180,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189954,4000000,4e+08,50,182,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189955,4000000,4e+08,50,181,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189956,4000000,4e+08,50,183,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189957,4000000,4e+08,50,183,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189958,4000000,4e+08,50,186,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189959,4000000,4e+08,50,189,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189960,4000000,4e+08,50,188,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189961,4000000,4e+08,50,188,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189962,4000000,4e+08,50,191,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189963,4000000,4e+08,50,190,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189964,1551633,155163300,50,76,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189965,4000000,4e+08,50,179,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
SRR18189966,4000000,4e+08,50,181,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189967,4000000,4e+08,50,180,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Untreated
SRR18189968,4000000,4e+08,50,183,SRX14336724,GSM5929277,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP362139,PRJNA811788,35626002,"",SRS12151308,SAMN26356049,simple,9606,Homo sapiens,GSM5929277,"Wendel Lab, Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center",SRA1380028,03,2022,Mohan,Human embryonic kidney 293 cells,RF 293T4A DOX-1  [ribo_DOX_1],Human embryonic kidney 293 cells,293T4A,Human embryonic kidney cell line,Dox Treated
