Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,treatment,agent,time point,GEO Accession
SRR15324700,33135923,2485194225,75,934,SRX11629079,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9665678,SAMN20521074,simple,9606,Homo sapiens,GSM5494600,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-24hpi-rep3,Primary human bronchial epithelial cells,Cycloheximide,SARS2,24hpi,GSM5494600
SRR15324701,33480927,2511069525,75,937,SRX11629080,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662984,SAMN20521075,simple,9606,Homo sapiens,GSM5494601,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-24hpi-rep4,Primary human bronchial epithelial cells,Cycloheximide,SARS2,24hpi,GSM5494601
SRR15324702,27798056,2084854200,75,703,SRX11629081,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662985,SAMN20521076,simple,9606,Homo sapiens,GSM5494602,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-48hpi-rep1,Primary human bronchial epithelial cells,Cycloheximide,SARS2,48hpi,GSM5494602
SRR15324703,26361875,1977140625,75,675,SRX11629082,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662986,SAMN20521077,simple,9606,Homo sapiens,GSM5494603,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-48hpi-rep2,Primary human bronchial epithelial cells,Cycloheximide,SARS2,48hpi,GSM5494603
SRR15324704,35331537,2649865275,75,978,SRX11629083,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663819,SAMN20521078,simple,9606,Homo sapiens,GSM5494604,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-48hpi-rep3,Primary human bronchial epithelial cells,Cycloheximide,SARS2,48hpi,GSM5494604
SRR15324705,32846836,2463512700,75,911,SRX11629084,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663818,SAMN20521079,simple,9606,Homo sapiens,GSM5494605,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-48hpi-rep4,Primary human bronchial epithelial cells,Cycloheximide,SARS2,48hpi,GSM5494605
SRR15324706,26048887,1953666525,75,660,SRX11629085,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9665679,SAMN20521080,simple,9606,Homo sapiens,GSM5494606,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-72hpi-rep1,Primary human bronchial epithelial cells,Cycloheximide,SARS2,72hpi,GSM5494606
SRR15324707,26499975,1987498125,75,671,SRX11629086,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662988,SAMN20521081,simple,9606,Homo sapiens,GSM5494607,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-72hpi-rep2,Primary human bronchial epithelial cells,Cycloheximide,SARS2,72hpi,GSM5494607
SRR15324708,33786827,2534012025,75,942,SRX11629087,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662987,SAMN20521044,simple,9606,Homo sapiens,GSM5494608,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-72hpi-rep3,Primary human bronchial epithelial cells,Cycloheximide,SARS2,72hpi,GSM5494608
SRR15324709,32482336,2436175200,75,899,SRX11629088,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662989,SAMN20521045,simple,9606,Homo sapiens,GSM5494609,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-72hpi-rep4,Primary human bronchial epithelial cells,Cycloheximide,SARS2,72hpi,GSM5494609
SRR15324710,25840964,1938072300,75,657,SRX11629089,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662990,SAMN20521047,simple,9606,Homo sapiens,GSM5494610,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-96hpi-rep1,Primary human bronchial epithelial cells,Cycloheximide,SARS2,96hpi,GSM5494610
SRR15324711,26468921,1985169075,75,674,SRX11629090,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662991,SAMN20521049,simple,9606,Homo sapiens,GSM5494611,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-96hpi-rep2,Primary human bronchial epithelial cells,Cycloheximide,SARS2,96hpi,GSM5494611
SRR15324712,33550095,2516257125,75,925,SRX11629091,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662992,SAMN20521050,simple,9606,Homo sapiens,GSM5494612,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-96hpi-rep3,Primary human bronchial epithelial cells,Cycloheximide,SARS2,96hpi,GSM5494612
SRR15324713,34617085,2596281375,75,962,SRX11629092,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662993,SAMN20521053,simple,9606,Homo sapiens,GSM5494613,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,RNA-seq-HBEC-SARS2-96hpi-rep4,Primary human bronchial epithelial cells,Cycloheximide,SARS2,96hpi,GSM5494613
SRR15324714,11290657,322924637,28,142,SRX11629093,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662994,SAMN20521055,simple,9606,Homo sapiens,GSM5494614,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-mock-4hp-rep1,Primary human bronchial epithelial cells,Cycloheximide,mock,4h,GSM5494614
SRR15324715,37838340,1132151758,29,504,SRX11629094,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662995,SAMN20521104,simple,9606,Homo sapiens,GSM5494615,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-mock-4hp-rep2,Primary human bronchial epithelial cells,Cycloheximide,mock,4h,GSM5494615
SRR15324716,23785580,739403891,31,325,SRX11629095,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662996,SAMN20521105,simple,9606,Homo sapiens,GSM5494616,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-mock-4hp-rep3,Primary human bronchial epithelial cells,Cycloheximide,mock,4h,GSM5494616
SRR15324717,11804120,318585914,26,141,SRX11629096,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662997,SAMN20521082,simple,9606,Homo sapiens,GSM5494617,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-mock-96hp-rep1,Primary human bronchial epithelial cells,Cycloheximide,mock,96h,GSM5494617
SRR15324718,8723678,253406029,29,113,SRX11629097,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662998,SAMN20521083,simple,9606,Homo sapiens,GSM5494618,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-mock-96hp-rep2,Primary human bronchial epithelial cells,Cycloheximide,mock,96h,GSM5494618
SRR15324719,15873934,491106069,30,214,SRX11629098,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9662999,SAMN20521084,simple,9606,Homo sapiens,GSM5494619,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-mock-96hp-rep3,Primary human bronchial epithelial cells,Cycloheximide,mock,96h,GSM5494619
SRR15324720,13682529,401047617,29,176,SRX11629099,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663000,SAMN20521085,simple,9606,Homo sapiens,GSM5494620,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-4hpi-rep1,Primary human bronchial epithelial cells,Cycloheximide,SARS2,4hpi,GSM5494620
SRR15324721,19110405,571314542,29,255,SRX11629100,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663001,SAMN20521086,simple,9606,Homo sapiens,GSM5494621,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-4hpi-rep2,Primary human bronchial epithelial cells,Cycloheximide,SARS2,4hpi,GSM5494621
SRR15324722,27031867,850492268,31,373,SRX11629101,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9665681,SAMN20521087,simple,9606,Homo sapiens,GSM5494622,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-4hpi-rep3,Primary human bronchial epithelial cells,Cycloheximide,SARS2,4hpi,GSM5494622
SRR15324723,31418299,980144335,31,403,SRX11629102,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663003,SAMN20521088,simple,9606,Homo sapiens,GSM5494623,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-24hpi-rep1,Primary human bronchial epithelial cells,Cycloheximide,SARS2,24hpi,GSM5494623
SRR15324724,58636936,1847290148,31,786,SRX11629103,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663002,SAMN20521089,simple,9606,Homo sapiens,GSM5494624,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-24hpi-rep2,Primary human bronchial epithelial cells,Cycloheximide,SARS2,24hpi,GSM5494624
SRR15324725,24002060,717894115,29,320,SRX11629104,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663004,SAMN20521090,simple,9606,Homo sapiens,GSM5494625,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-24hpi-rep3,Primary human bronchial epithelial cells,Cycloheximide,SARS2,24hpi,GSM5494625
SRR15324726,26190794,838539420,32,358,SRX11629105,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663820,SAMN20521091,simple,9606,Homo sapiens,GSM5494626,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-24hpi-rep4,Primary human bronchial epithelial cells,Cycloheximide,SARS2,24hpi,GSM5494626
SRR15324727,19272578,598696449,31,248,SRX11629106,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9665682,SAMN20521092,simple,9606,Homo sapiens,GSM5494627,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-48hpi-rep1,Primary human bronchial epithelial cells,Cycloheximide,SARS2,48hpi,GSM5494627
SRR15324728,23651488,728500442,30,321,SRX11629107,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663006,SAMN20521093,simple,9606,Homo sapiens,GSM5494628,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-48hpi-rep2,Primary human bronchial epithelial cells,Cycloheximide,SARS2,48hpi,GSM5494628
SRR15324729,30279239,931394620,30,410,SRX11629108,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663005,SAMN20521094,simple,9606,Homo sapiens,GSM5494629,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-48hpi-rep3,Primary human bronchial epithelial cells,Cycloheximide,SARS2,48hpi,GSM5494629
SRR15324730,12797899,404461371,31,172,SRX11629109,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663821,SAMN20521095,simple,9606,Homo sapiens,GSM5494630,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-48hpi-rep4,Primary human bronchial epithelial cells,Cycloheximide,SARS2,48hpi,GSM5494630
SRR15324731,36562797,1087970233,29,470,SRX11629110,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9665683,SAMN20521096,simple,9606,Homo sapiens,GSM5494631,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-72hpi-rep1,Primary human bronchial epithelial cells,Cycloheximide,SARS2,72hpi,GSM5494631
SRR15324732,32060016,939298924,29,421,SRX11629111,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663008,SAMN20521097,simple,9606,Homo sapiens,GSM5494632,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-72hpi-rep2,Primary human bronchial epithelial cells,Cycloheximide,SARS2,72hpi,GSM5494632
SRR15324733,22200778,646478859,29,287,SRX11629112,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663007,SAMN20521098,simple,9606,Homo sapiens,GSM5494633,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-72hpi-rep3,Primary human bronchial epithelial cells,Cycloheximide,SARS2,72hpi,GSM5494633
SRR15324734,19781390,598276433,30,264,SRX11629113,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9666370,SAMN20521099,simple,9606,Homo sapiens,GSM5494634,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-72hpi-rep4,Primary human bronchial epithelial cells,Cycloheximide,SARS2,72hpi,GSM5494634
SRR15324735,14902971,454883185,30,190,SRX11629114,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9666371,SAMN20521100,simple,9606,Homo sapiens,GSM5494635,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-96hpi-rep1,Primary human bronchial epithelial cells,Cycloheximide,SARS2,96hpi,GSM5494635
SRR15324736,19388632,598018158,30,260,SRX11629115,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663009,SAMN20521101,simple,9606,Homo sapiens,GSM5494636,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-96hpi-rep2,Primary human bronchial epithelial cells,Cycloheximide,SARS2,96hpi,GSM5494636
SRR15324737,21467123,657812466,30,289,SRX11629116,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663012,SAMN20521102,simple,9606,Homo sapiens,GSM5494637,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-96hpi-rep3,Primary human bronchial epithelial cells,Cycloheximide,SARS2,96hpi,GSM5494637
SRR15324738,8635322,256685958,29,114,SRX11629117,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663011,SAMN20521103,simple,9606,Homo sapiens,GSM5494638,GEO,SRA1137052,08,2021,Puray-Chavez,Primary human bronchial epithelial cells,Ribo-seq-HBEC-SARS2-96hpi-rep4,Primary human bronchial epithelial cells,Cycloheximide,SARS2,96hpi,GSM5494638
SRR15324679,31868422,2390131650,75,894,SRX11629118,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663010,SAMN20521106,simple,60711,Chlorocebus sabaeus,GSM5494579,GEO,SRA1137052,08,2021,Puray-Chavez,Vero E6,RNA-seq-mock-highMOI-CHX-rep3,Vero E6,Cycloheximide,mock-highMOI,,GSM5494579
SRR15324680,25881520,1941114000,75,747,SRX11629119,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663013,SAMN20521107,simple,60711,Chlorocebus sabaeus,GSM5494580,GEO,SRA1137052,08,2021,Puray-Chavez,Vero E6,RNA-seq-SARS2-highMOI-2hpi-CHX-rep3,Vero E6,Cycloheximide,SARS2-highMOI,2hpi,GSM5494580
SRR15324681,33961380,2547103500,75,935,SRX11629120,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP286182,PRJNA667051,35604092,"",SRS9663014,SAMN20521109,simple,60711,Chlorocebus sabaeus,GSM5494581,GEO,SRA1137052,08,2021,Puray-Chavez,Vero E6,RNA-seq-SARS2-highMOI-6hpi-CHX-rep3,Vero E6,Cycloheximide,SARS2-highMOI,6hpi,GSM5494581
