Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,virus,treatment,tissue,GEO Accession
SRR12749346,23182378,2132778776,8,951,SRX9221368,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455070,SAMN16320146,simple,10090,Mus musculus,GSM4811950,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep1,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811949
SRR12749347,22808277,2098361484,8,947,SRX9221368,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455070,SAMN16320146,simple,10090,Mus musculus,GSM4811950,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep1,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del1,4-hour kainic acid,CA1 region of hippocampus,GSM4811950
SRR12749348,22440790,2064552680,8,937,SRX9221368,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455070,SAMN16320146,simple,10090,Mus musculus,GSM4811950,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep1,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811951
SRR12749349,25273436,2325156112,8,1089,SRX9221368,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455070,SAMN16320146,simple,10090,Mus musculus,GSM4811950,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep1,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del2,4-hour kainic acid,CA1 region of hippocampus,GSM4811952
SRR12749350,24183521,2224883932,8,1063,SRX9221368,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455070,SAMN16320146,simple,10090,Mus musculus,GSM4811950,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep1,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811953
SRR12749351,23822266,2191648472,8,1048,SRX9221368,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455070,SAMN16320146,simple,10090,Mus musculus,GSM4811950,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep1,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811944
SRR12749352,24661794,2268885048,8,1032,SRX9221368,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455070,SAMN16320146,simple,10090,Mus musculus,GSM4811950,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep1,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811945
SRR12749353,24556181,2259168652,8,1023,SRX9221368,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455070,SAMN16320146,simple,10090,Mus musculus,GSM4811950,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep1,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811946
SRR12749354,24187999,2225295908,8,1032,SRX9221368,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455070,SAMN16320146,simple,10090,Mus musculus,GSM4811950,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep1,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811947
SRR12749355,23625623,2173557316,8,1008,SRX9221368,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455070,SAMN16320146,simple,10090,Mus musculus,GSM4811950,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep1,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre3,4-hour kainic acid,CA1 region of hippocampus,GSM4811948
SRR12749356,23145925,2129425100,8,942,SRX9221368,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455070,SAMN16320146,simple,10090,Mus musculus,GSM4811950,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep1,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811949
SRR12749357,23280711,2141825412,8,1009,SRX9221369,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455071,SAMN16320145,simple,10090,Mus musculus,GSM4811951,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep1,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del1,4-hour kainic acid,CA1 region of hippocampus,GSM4811950
SRR12749358,21211209,1951431228,8,874,SRX9221369,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455071,SAMN16320145,simple,10090,Mus musculus,GSM4811951,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep1,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811951
SRR12749359,20879287,1920894404,8,870,SRX9221369,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455071,SAMN16320145,simple,10090,Mus musculus,GSM4811951,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep1,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del2,4-hour kainic acid,CA1 region of hippocampus,GSM4811952
SRR12749360,20518401,1887692892,8,859,SRX9221369,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455071,SAMN16320145,simple,10090,Mus musculus,GSM4811951,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep1,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811953
SRR12749361,23418055,2154461060,8,1010,SRX9221369,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455071,SAMN16320145,simple,10090,Mus musculus,GSM4811951,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep1,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811944
SRR12749362,22411307,2061840244,8,985,SRX9221369,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455071,SAMN16320145,simple,10090,Mus musculus,GSM4811951,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep1,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811945
SRR12749363,22056167,2029167364,8,971,SRX9221369,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455071,SAMN16320145,simple,10090,Mus musculus,GSM4811951,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep1,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811946
SRR12749364,22725964,2090788688,8,956,SRX9221369,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455071,SAMN16320145,simple,10090,Mus musculus,GSM4811951,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep1,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811947
SRR12749365,22615534,2080629128,8,947,SRX9221369,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455071,SAMN16320145,simple,10090,Mus musculus,GSM4811951,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep1,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre3,4-hour kainic acid,CA1 region of hippocampus,GSM4811948
SRR12749366,22272818,2049099256,8,954,SRX9221369,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455071,SAMN16320145,simple,10090,Mus musculus,GSM4811951,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep1,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811949
SRR12749367,21752026,2001186392,8,932,SRX9221369,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455071,SAMN16320145,simple,10090,Mus musculus,GSM4811951,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep1,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del1,4-hour kainic acid,CA1 region of hippocampus,GSM4811950
SRR12749368,21200038,1950403496,8,866,SRX9221369,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455071,SAMN16320145,simple,10090,Mus musculus,GSM4811951,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep1,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811951
SRR12749369,28899828,2658784176,8,1249,SRX9221370,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455072,SAMN16320144,simple,10090,Mus musculus,GSM4811952,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep2,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del2,4-hour kainic acid,CA1 region of hippocampus,GSM4811952
SRR12749370,26384576,2427380992,8,1083,SRX9221370,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455072,SAMN16320144,simple,10090,Mus musculus,GSM4811952,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep2,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811953
SRR12749371,25968914,2389140088,8,1079,SRX9221370,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455072,SAMN16320144,simple,10090,Mus musculus,GSM4811952,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep2,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811944
SRR12749372,25528708,2348641136,8,1066,SRX9221370,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455072,SAMN16320144,simple,10090,Mus musculus,GSM4811952,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep2,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811945
SRR12749373,29043601,2672011292,8,1250,SRX9221370,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455072,SAMN16320144,simple,10090,Mus musculus,GSM4811952,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep2,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811946
SRR12749374,27801598,2557747016,8,1220,SRX9221370,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455072,SAMN16320144,simple,10090,Mus musculus,GSM4811952,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep2,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811947
SRR12749375,27363435,2517436020,8,1202,SRX9221370,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455072,SAMN16320144,simple,10090,Mus musculus,GSM4811952,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep2,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre3,4-hour kainic acid,CA1 region of hippocampus,GSM4811948
SRR12749376,28217890,2596045880,8,1182,SRX9221370,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455072,SAMN16320144,simple,10090,Mus musculus,GSM4811952,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep2,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811949
SRR12749377,28100888,2585281696,8,1172,SRX9221370,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455072,SAMN16320144,simple,10090,Mus musculus,GSM4811952,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep2,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del1,4-hour kainic acid,CA1 region of hippocampus,GSM4811950
SRR12749378,27658986,2544626712,8,1181,SRX9221370,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455072,SAMN16320144,simple,10090,Mus musculus,GSM4811952,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep2,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811951
SRR12749379,27020923,2485924916,8,1155,SRX9221370,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455072,SAMN16320144,simple,10090,Mus musculus,GSM4811952,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep2,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del2,4-hour kainic acid,CA1 region of hippocampus,GSM4811952
SRR12749380,26355738,2424727896,8,1073,SRX9221370,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455072,SAMN16320144,simple,10090,Mus musculus,GSM4811952,GEO,SRA1136343,10,2020,Yap,Hippocampal cells Uninfected control,Hippocampal cells Uninfected control_biorep2,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811953
SRR12749381,30024934,2762293928,8,1299,SRX9221371,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455073,SAMN16320143,simple,10090,Mus musculus,GSM4811953,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep2,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811944
SRR12749382,27944820,2570923440,8,1146,SRX9221371,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455073,SAMN16320143,simple,10090,Mus musculus,GSM4811953,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep2,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811945
SRR12749383,27521147,2531945524,8,1142,SRX9221371,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455073,SAMN16320143,simple,10090,Mus musculus,GSM4811953,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep2,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811946
SRR12749384,27033460,2487078320,8,1128,SRX9221371,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455073,SAMN16320143,simple,10090,Mus musculus,GSM4811953,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep2,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811947
SRR12749385,30229685,2781131020,8,1302,SRX9221371,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455073,SAMN16320143,simple,10090,Mus musculus,GSM4811953,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep2,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre3,4-hour kainic acid,CA1 region of hippocampus,GSM4811948
SRR12749386,28866741,2655740172,8,1268,SRX9221371,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455073,SAMN16320143,simple,10090,Mus musculus,GSM4811953,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep2,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811949
SRR12749387,28392054,2612068968,8,1248,SRX9221371,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455073,SAMN16320143,simple,10090,Mus musculus,GSM4811953,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep2,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del1,4-hour kainic acid,CA1 region of hippocampus,GSM4811950
SRR12749388,29686872,2731192224,8,1242,SRX9221371,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455073,SAMN16320143,simple,10090,Mus musculus,GSM4811953,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep2,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811951
SRR12749389,29526068,2716398256,8,1230,SRX9221371,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455073,SAMN16320143,simple,10090,Mus musculus,GSM4811953,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep2,Hippocampal cells Uninfected control,C57BL/6,Non-transduced control for Del2,4-hour kainic acid,CA1 region of hippocampus,GSM4811952
SRR12749390,29017693,2669627756,8,1239,SRX9221371,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455073,SAMN16320143,simple,10090,Mus musculus,GSM4811953,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep2,Hippocampal cells DeltaCre-injected,C57BL/6,deltaCre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811953
SRR12749391,28364441,2609528572,8,1211,SRX9221371,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455073,SAMN16320143,simple,10090,Mus musculus,GSM4811953,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep2,Hippocampal cells WT non-transduced control,C57BL/6,Non-transduced control for Cre1,4-hour kainic acid,CA1 region of hippocampus,GSM4811944
SRR12749392,27985038,2574623496,8,1137,SRX9221371,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP285941,PRJNA666679,33299180,"",SRS7455073,SAMN16320143,simple,10090,Mus musculus,GSM4811953,GEO,SRA1136343,10,2020,Yap,Hippocampal cells DeltaCre-injected,Hippocampal cells DeltaCre-injected_biorep2,Hippocampal cells Cre-injected,C57BL/6,Cre-GFP,4-hour kainic acid,CA1 region of hippocampus,GSM4811945
