Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,common name,sample name,sex,strain,tissue type
ERR4230750,135633186,6917292486,51,2789,ERX4191512,mm_wh_004_endoWT4_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651718,SAMEA6941829,simple,10090,Mus musculus,SAMEA6941829,ERA2689847,07,2020,Makar,"",mm_wh_004_endoWT4_Ri,2020-07-13,2020-06-10,SAMEA6941829,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,mm_wh_004_endoWT4_Ri,house mouse,mm_wh_004_endoWT4_Ri,male,C57BL/6J (Black 6) - mouse,whole heart
ERR4230751,138764185,7076973435,51,2854,ERX4191513,mm_wh_005_endoWT5_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651719,SAMEA6941830,simple,10090,Mus musculus,SAMEA6941830,ERA2689847,07,2020,Makar,"",mm_wh_005_endoWT5_Ri,2020-07-13,2020-06-10,SAMEA6941830,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,mm_wh_005_endoWT5_Ri,house mouse,mm_wh_005_endoWT5_Ri,male,C57BL/6J (Black 6) - mouse,whole heart
ERR4230752,401205256,20461468056,51,8118,ERX4191514,mm_wh_006_endoKO1_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651720,SAMEA6941831,simple,10090,Mus musculus,SAMEA6941831,ERA2689847,07,2020,Makar,"",mm_wh_006_endoKO1_Ri,2020-07-13,2020-06-10,SAMEA6941831,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,mm_wh_006_endoKO1_Ri,house mouse,mm_wh_006_endoKO1_Ri,male,C57BL/6J (Black 6) - mouse,whole heart
ERR4230753,123586237,6302898087,51,2547,ERX4191515,mm_wh_007_endoKO2_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651721,SAMEA6941832,simple,10090,Mus musculus,SAMEA6941832,ERA2689847,07,2020,Makar,"",mm_wh_007_endoKO2_Ri,2020-07-13,2020-06-10,SAMEA6941832,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,mm_wh_007_endoKO2_Ri,house mouse,mm_wh_007_endoKO2_Ri,male,C57BL/6J (Black 6) - mouse,whole heart
ERR4230754,172481413,8796552063,51,3513,ERX4191516,mm_wh_008_endoKO3_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651722,SAMEA6941833,simple,10090,Mus musculus,SAMEA6941833,ERA2689847,07,2020,Makar,"",mm_wh_008_endoKO3_Ri,2020-07-13,2020-06-10,SAMEA6941833,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,mm_wh_008_endoKO3_Ri,house mouse,mm_wh_008_endoKO3_Ri,male,C57BL/6J (Black 6) - mouse,whole heart
ERR4230755,375023,19126173,51,8,ERX4191517,mm_wh_009_endoKO4_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651723,SAMEA6941834,simple,10090,Mus musculus,SAMEA6941834,ERA2689847,07,2020,Makar,"",mm_wh_009_endoKO4_Ri,2020-07-13,2020-06-10,SAMEA6941834,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,mm_wh_009_endoKO4_Ri,house mouse,mm_wh_009_endoKO4_Ri,male,C57BL/6J (Black 6) - mouse,whole heart
ERR4230756,196925315,10043191065,51,4017,ERX4191518,mm_wh_010_endoKO5_Ri,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP121479,PRJEB38096,1,"",ERS4651724,SAMEA6941835,simple,10090,Mus musculus,SAMEA6941835,ERA2689847,07,2020,Makar,"",mm_wh_010_endoKO5_Ri,2020-07-13,2020-06-10,SAMEA6941835,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-07-13T17:05:00Z,2020-06-10T17:46:03Z,public,mm_wh_010_endoKO5_Ri,house mouse,mm_wh_010_endoKO5_Ri,male,C57BL/6J (Black 6) - mouse,whole heart
ERR4881963,78180127,15641296150,100,10227,ERX4751472,BXH_02_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651725,SAMEA6941836,simple,10116,Rattus norvegicus,SAMEA6941836,ERA3168394,11,2020,Makar,"",BXH_02_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941836,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_02_TL__3_pol,Norway rat,BXH_02_TL__3_pol,male,BXH02,liver
ERR4881964,109912844,21951630134,99,14307,ERX4751473,BXH_03_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651726,SAMEA6941837,simple,10116,Rattus norvegicus,SAMEA6941837,ERA3168394,11,2020,Makar,"",BXH_03_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941837,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_03_TL__3_pol,Norway rat,BXH_03_TL__3_pol,male,BXH03,liver
ERR4881965,112094558,22381402144,99,14699,ERX4751474,BXH_05_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651727,SAMEA6941838,simple,10116,Rattus norvegicus,SAMEA6941838,ERA3168394,11,2020,Makar,"",BXH_05_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941838,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_05_TL__3_pol,Norway rat,BXH_05_TL__3_pol,male,BXH05,liver
ERR4881966,77198716,15448190340,100,10120,ERX4751475,BXH_06_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651728,SAMEA6941839,simple,10116,Rattus norvegicus,SAMEA6941839,ERA3168394,11,2020,Makar,"",BXH_06_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941839,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_06_TL__3_pol,Norway rat,BXH_06_TL__3_pol,male,BXH06,liver
ERR4881967,64241597,12765757963,99,8021,ERX4751476,BXH_08_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651729,SAMEA6941840,simple,10116,Rattus norvegicus,SAMEA6941840,ERA3168394,11,2020,Makar,"",BXH_08_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941840,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_08_TL__3_pol,Norway rat,BXH_08_TL__3_pol,male,BXH08,liver
ERR4881968,78191092,15578891029,99,9750,ERX4751477,BXH_09_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651730,SAMEA6941841,simple,10116,Rattus norvegicus,SAMEA6941841,ERA3168394,11,2020,Makar,"",BXH_09_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941841,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_09_TL__3_pol,Norway rat,BXH_09_TL__3_pol,male,BXH09,liver
ERR4881969,68553755,13627139704,99,8539,ERX4751478,BXH_10_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651731,SAMEA6941842,simple,10116,Rattus norvegicus,SAMEA6941842,ERA3168394,11,2020,Makar,"",BXH_10_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941842,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_10_TL__3_pol,Norway rat,BXH_10_TL__3_pol,male,BXH10,liver
ERR4881970,83175469,16568745816,99,10470,ERX4751479,BXH_11_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651732,SAMEA6941843,simple,10116,Rattus norvegicus,SAMEA6941843,ERA3168394,11,2020,Makar,"",BXH_11_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941843,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_11_TL__3_pol,Norway rat,BXH_11_TL__3_pol,male,BXH11,liver
ERR4881971,89825846,17958994381,99,11298,ERX4751480,BXH_12_TL__4_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651733,SAMEA6941844,simple,10116,Rattus norvegicus,SAMEA6941844,ERA3168394,11,2020,Makar,"",BXH_12_TL__4_pol,2020-11-28,2020-06-10,SAMEA6941844,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_12_TL__4_pol,Norway rat,BXH_12_TL__4_pol,male,BXH12,liver
ERR4881972,72127344,14446637133,100,9178,ERX4751481,BXH_13_TL__4_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651734,SAMEA6941845,simple,10116,Rattus norvegicus,SAMEA6941845,ERA3168394,11,2020,Makar,"",BXH_13_TL__4_pol,2020-11-28,2020-06-10,SAMEA6941845,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_13_TL__4_pol,Norway rat,BXH_13_TL__4_pol,male,BXH13,liver
ERR4881973,25171691,5029837386,99,3437,ERX4751482,HXB_01_TL__4_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651735,SAMEA6941846,simple,10116,Rattus norvegicus,SAMEA6941846,ERA3168394,11,2020,Makar,"",HXB_01_TL__4_pol,2020-11-28,2020-06-10,SAMEA6941846,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_01_TL__4_pol,Norway rat,HXB_01_TL__4_pol,male,HXB01,liver
ERR4881974,133037849,26569328423,99,17852,ERX4751483,HXB_02_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651736,SAMEA6941847,simple,10116,Rattus norvegicus,SAMEA6941847,ERA3168394,11,2020,Makar,"",HXB_02_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941847,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_02_TL__3_pol,Norway rat,HXB_02_TL__3_pol,male,HXB02,liver
ERR4881975,73936956,14738074594,99,9926,ERX4751484,HXB_03_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651737,SAMEA6941848,simple,10116,Rattus norvegicus,SAMEA6941848,ERA3168394,11,2020,Makar,"",HXB_03_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941848,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_03_TL__3_pol,Norway rat,HXB_03_TL__3_pol,male,HXB03,liver
ERR4881976,66638298,13311104886,99,9001,ERX4751485,HXB_04_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651738,SAMEA6941849,simple,10116,Rattus norvegicus,SAMEA6941849,ERA3168394,11,2020,Makar,"",HXB_04_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941849,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_04_TL__3_pol,Norway rat,HXB_04_TL__3_pol,male,HXB04,liver
ERR4881977,82806083,16561235094,100,11194,ERX4751486,HXB_05_TL__4_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651739,SAMEA6941850,simple,10116,Rattus norvegicus,SAMEA6941850,ERA3168394,11,2020,Makar,"",HXB_05_TL__4_pol,2020-11-28,2020-06-10,SAMEA6941850,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_05_TL__4_pol,Norway rat,HXB_05_TL__4_pol,male,HXB05,liver
ERR4881978,81848682,16344983123,99,11192,ERX4751487,HXB_07_TL__4_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651740,SAMEA6941851,simple,10116,Rattus norvegicus,SAMEA6941851,ERA3168394,11,2020,Makar,"",HXB_07_TL__4_pol,2020-11-28,2020-06-10,SAMEA6941851,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_07_TL__4_pol,Norway rat,HXB_07_TL__4_pol,male,HXB07,liver
ERR4881979,87538020,17516995258,100,11813,ERX4751488,HXB_10_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651741,SAMEA6941852,simple,10116,Rattus norvegicus,SAMEA6941852,ERA3168394,11,2020,Makar,"",HXB_10_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941852,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_10_TL__3_pol,Norway rat,HXB_10_TL__3_pol,male,HXB10,liver
ERR4881980,70969355,14195098933,100,9566,ERX4751489,HXB_13_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651742,SAMEA6941853,simple,10116,Rattus norvegicus,SAMEA6941853,ERA3168394,11,2020,Makar,"",HXB_13_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941853,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_13_TL__3_pol,Norway rat,HXB_13_TL__3_pol,male,HXB13,liver
ERR4881981,71866625,14379448852,100,9714,ERX4751490,HXB_15_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651743,SAMEA6941854,simple,10116,Rattus norvegicus,SAMEA6941854,ERA3168394,11,2020,Makar,"",HXB_15_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941854,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_15_TL__3_pol,Norway rat,HXB_15_TL__3_pol,male,HXB15,liver
ERR4881982,67334164,13462364958,99,9069,ERX4751491,HXB_17_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651744,SAMEA6941855,simple,10116,Rattus norvegicus,SAMEA6941855,ERA3168394,11,2020,Makar,"",HXB_17_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941855,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_17_TL__3_pol,Norway rat,HXB_17_TL__3_pol,male,HXB17,liver
ERR4881983,94190752,18832532344,99,12597,ERX4751492,HXB_18_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651745,SAMEA6941856,simple,10116,Rattus norvegicus,SAMEA6941856,ERA3168394,11,2020,Makar,"",HXB_18_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941856,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_18_TL__3_pol,Norway rat,HXB_18_TL__3_pol,male,HXB18,liver
ERR4881984,75128082,15029302284,100,10105,ERX4751493,HXB_20_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651746,SAMEA6941857,simple,10116,Rattus norvegicus,SAMEA6941857,ERA3168394,11,2020,Makar,"",HXB_20_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941857,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_20_TL__3_pol,Norway rat,HXB_20_TL__3_pol,male,HXB20,liver
ERR4881985,71166735,14224885741,99,9301,ERX4751494,HXB_21_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651747,SAMEA6941858,simple,10116,Rattus norvegicus,SAMEA6941858,ERA3168394,11,2020,Makar,"",HXB_21_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941858,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_21_TL__3_pol,Norway rat,HXB_21_TL__3_pol,male,HXB21,liver
ERR4881986,69374160,13892849108,100,9045,ERX4751495,HXB_22_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651748,SAMEA6941859,simple,10116,Rattus norvegicus,SAMEA6941859,ERA3168394,11,2020,Makar,"",HXB_22_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941859,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_22_TL__3_pol,Norway rat,HXB_22_TL__3_pol,male,HXB22,liver
ERR4881987,84225380,16874870308,100,11031,ERX4751496,HXB_23_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651749,SAMEA6941860,simple,10116,Rattus norvegicus,SAMEA6941860,ERA3168394,11,2020,Makar,"",HXB_23_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941860,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_23_TL__3_pol,Norway rat,HXB_23_TL__3_pol,male,HXB23,liver
ERR4881988,82842161,16574017592,100,10793,ERX4751497,HXB_24_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651750,SAMEA6941861,simple,10116,Rattus norvegicus,SAMEA6941861,ERA3168394,11,2020,Makar,"",HXB_24_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941861,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_24_TL__3_pol,Norway rat,HXB_24_TL__3_pol,male,HXB24,liver
ERR4881989,70396615,14105860295,100,9223,ERX4751498,HXB_25_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651751,SAMEA6941862,simple,10116,Rattus norvegicus,SAMEA6941862,ERA3168394,11,2020,Makar,"",HXB_25_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941862,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_25_TL__3_pol,Norway rat,HXB_25_TL__3_pol,male,HXB25,liver
ERR4881990,93775623,18583832941,99,12264,ERX4751499,HXB_27_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651752,SAMEA6941863,simple,10116,Rattus norvegicus,SAMEA6941863,ERA3168394,11,2020,Makar,"",HXB_27_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941863,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_27_TL__3_pol,Norway rat,HXB_27_TL__3_pol,male,HXB27,liver
ERR4881991,90664883,18137229317,100,11860,ERX4751500,HXB_29_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651753,SAMEA6941864,simple,10116,Rattus norvegicus,SAMEA6941864,ERA3168394,11,2020,Makar,"",HXB_29_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941864,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_29_TL__3_pol,Norway rat,HXB_29_TL__3_pol,male,HXB29,liver
ERR4881992,85982102,17204081104,100,11226,ERX4751501,HXB_31_TL__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651754,SAMEA6941865,simple,10116,Rattus norvegicus,SAMEA6941865,ERA3168394,11,2020,Makar,"",HXB_31_TL__3_pol,2020-11-28,2020-06-10,SAMEA6941865,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,HXB_31_TL__3_pol,Norway rat,HXB_31_TL__3_pol,male,HXB31,liver
ERR4881993,59650698,11891642123,99,7488,ERX4751502,BXH_02_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651755,SAMEA6941866,simple,10116,Rattus norvegicus,SAMEA6941866,ERA3168394,11,2020,Makar,"",BXH_02_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941866,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_02_TV__3_pol,Norway rat,BXH_02_TV__3_pol,male,BXH02,left ventricle
ERR4881994,61748751,12335516778,99,7713,ERX4751503,BXH_03_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651756,SAMEA6941867,simple,10116,Rattus norvegicus,SAMEA6941867,ERA3168394,11,2020,Makar,"",BXH_03_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941867,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_03_TV__3_pol,Norway rat,BXH_03_TV__3_pol,male,BXH03,left ventricle
ERR4881995,56436902,11260954652,99,7100,ERX4751504,BXH_05_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651757,SAMEA6941868,simple,10116,Rattus norvegicus,SAMEA6941868,ERA3168394,11,2020,Makar,"",BXH_05_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941868,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_05_TV__3_pol,Norway rat,BXH_05_TV__3_pol,male,BXH05,left ventricle
ERR4881996,67233247,13414999380,99,8408,ERX4751505,BXH_06_TV__3_pol,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP121479,PRJEB38096,1,"",ERS4651758,SAMEA6941869,simple,10116,Rattus norvegicus,SAMEA6941869,ERA3168394,11,2020,Makar,"",BXH_06_TV__3_pol,2020-11-28,2020-06-10,SAMEA6941869,MDC,"Max Delbrück Center for Molecular Medicine, Berlin-Buch, Germany",2020-11-28T04:06:22Z,2020-06-10T17:46:03Z,public,BXH_06_TV__3_pol,Norway rat,BXH_06_TV__3_pol,male,BXH06,left ventricle
