Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,common name,genotype,growth condition,sample name,strain,Experimental Factor: genotype,Experimental Factor: compound,Experimental Factor: dose,Experimental Factor: environmental stress
ERR2382543,4000000,5.4e+08,135,285,ERX2430823,"18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275990,SAMEA104674607,simple,4932,Saccharomyces cerevisiae,SAMEA104674607,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files",2018-03-19,2018-03-09,SAMEA104674637,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:108-Ribo-tRNA-seq, 5mM copper rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:108-Ribo-tRNA-seq, 5mM copper rep3",BY4741,wild type genotype,copper,5,none
ERR2382544,4000000,5.4e+08,135,283,ERX2430823,"18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275990,SAMEA104674607,simple,4932,Saccharomyces cerevisiae,SAMEA104674607,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files",2018-03-19,2018-03-09,SAMEA104674638,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:47-tRNA-seq, 5mM copper rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:47-tRNA-seq, 5mM copper rep1",BY4741,wild type genotype,copper,5,none
ERR2382545,1496055,201967425,135,100,ERX2430823,"18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275990,SAMEA104674607,simple,4932,Saccharomyces cerevisiae,SAMEA104674607,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","18-Ribo-mRNA-seq, 2mM H2O2 rep2, 9 files",2018-03-19,2018-03-09,SAMEA104674639,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:48-Ribo-tRNA-seq, 5mM copper rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:48-Ribo-tRNA-seq, 5mM copper rep1",BY4741,wild type genotype,copper,5,none
ERR2382546,274761,41154802,149,29,ERX2430824,"3-tRNA-seq, 2mM H2O2 rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275991,SAMEA104674608,simple,4932,Saccharomyces cerevisiae,SAMEA104674608,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","3-tRNA-seq, 2mM H2O2 rep1",2018-03-19,2018-03-09,SAMEA104674640,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:71-tRNA-seq, 5mM copper rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:71-tRNA-seq, 5mM copper rep2",BY4741,wild type genotype,copper,5,none
ERR2382547,4000000,5.44e+08,136,237,ERX2430825,"39-tRNA-seq, 2mM H2O2 rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275992,SAMEA104674609,simple,4932,Saccharomyces cerevisiae,SAMEA104674609,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","39-tRNA-seq, 2mM H2O2 rep3",2018-03-19,2018-03-09,SAMEA104674641,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:72-Ribo-tRNA-seq, 5mM copper rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:72-Ribo-tRNA-seq, 5mM copper rep2",BY4741,wild type genotype,copper,5,none
ERR2382548,130106,17694416,136,7,ERX2430825,"39-tRNA-seq, 2mM H2O2 rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275992,SAMEA104674609,simple,4932,Saccharomyces cerevisiae,SAMEA104674609,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","39-tRNA-seq, 2mM H2O2 rep3",2018-03-19,2018-03-09,SAMEA104674642,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:115-tRNA-seq, SD-mini rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:115-tRNA-seq, SD-mini rep3",BY4741,wild type genotype,none,,amino acid starvation
ERR2382549,526845,78905770,149,55,ERX2430826,"4-Ribo-tRNA-seq, 2mM H2O2 rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275993,SAMEA104674610,simple,4932,Saccharomyces cerevisiae,SAMEA104674610,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","4-Ribo-tRNA-seq, 2mM H2O2 rep1",2018-03-19,2018-03-09,SAMEA104674643,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:116-Ribo-tRNA-seq, SD-mini rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:116-Ribo-tRNA-seq, SD-mini rep3",BY4741,wild type genotype,none,,amino acid starvation
ERR2382550,4000000,5.44e+08,136,222,ERX2430827,"40-Ribo-tRNA-seq, 2mM H2O2 rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275994,SAMEA104674611,simple,4932,Saccharomyces cerevisiae,SAMEA104674611,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","40-Ribo-tRNA-seq, 2mM H2O2 rep3",2018-03-19,2018-03-09,SAMEA104674644,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:23-tRNA-seq, SD-mini rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:23-tRNA-seq, SD-mini rep1",BY4741,wild type genotype,none,,amino acid starvation
ERR2382551,4000000,5.44e+08,136,222,ERX2430827,"40-Ribo-tRNA-seq, 2mM H2O2 rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275994,SAMEA104674611,simple,4932,Saccharomyces cerevisiae,SAMEA104674611,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","40-Ribo-tRNA-seq, 2mM H2O2 rep3",2018-03-19,2018-03-09,SAMEA104674645,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:24-Ribo-tRNA-seq, SD-mini rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:24-Ribo-tRNA-seq, SD-mini rep1",BY4741,wild type genotype,none,,amino acid starvation
ERR2382552,1623344,220774784,136,90,ERX2430827,"40-Ribo-tRNA-seq, 2mM H2O2 rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275994,SAMEA104674611,simple,4932,Saccharomyces cerevisiae,SAMEA104674611,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","40-Ribo-tRNA-seq, 2mM H2O2 rep3",2018-03-19,2018-03-09,SAMEA104674646,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:25-mRNA-seq, SD-mini rep1, 3 files",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:25-mRNA-seq, SD-mini rep1, 3 files",BY4741,wild type genotype,none,,amino acid starvation
ERR2382553,4000000,5.44e+08,136,223,ERX2430828,"41-mRNA-seq, 2mM H2O2 rep3_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275995,SAMEA104674612,simple,4932,Saccharomyces cerevisiae,SAMEA104674612,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","41-mRNA-seq, 2mM H2O2 rep3",2018-03-19,2018-03-09,SAMEA104674647,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:26-Ribo-mRNA-seq, SD-mini rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:26-Ribo-mRNA-seq, SD-mini rep1",BY4741,wild type genotype,none,,amino acid starvation
ERR2382554,4000000,5.44e+08,136,223,ERX2430828,"41-mRNA-seq, 2mM H2O2 rep3_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275995,SAMEA104674612,simple,4932,Saccharomyces cerevisiae,SAMEA104674612,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","41-mRNA-seq, 2mM H2O2 rep3",2018-03-19,2018-03-09,SAMEA104674648,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:85-tRNA-seq, SD-mini rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:85-tRNA-seq, SD-mini rep2",BY4741,wild type genotype,none,,amino acid starvation
ERR2382555,1186852,161411872,136,66,ERX2430828,"41-mRNA-seq, 2mM H2O2 rep3_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275995,SAMEA104674612,simple,4932,Saccharomyces cerevisiae,SAMEA104674612,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","41-mRNA-seq, 2mM H2O2 rep3",2018-03-19,2018-03-09,SAMEA104674649,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:86-Ribo-tRNA-seq, SD-mini rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:86-Ribo-tRNA-seq, SD-mini rep2",BY4741,wild type genotype,none,,amino acid starvation
ERR2382556,4000000,5.44e+08,136,229,ERX2430829,"42-Ribo-mRNA-seq, 2mM H2O2 rep3_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275996,SAMEA104674613,simple,4932,Saccharomyces cerevisiae,SAMEA104674613,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","42-Ribo-mRNA-seq, 2mM H2O2 rep3",2018-03-19,2018-03-09,SAMEA104674650,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:87-mRNA-seq, SD-mini rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:87-mRNA-seq, SD-mini rep2",BY4741,wild type genotype,none,,amino acid starvation
ERR2382557,4000000,5.44e+08,136,229,ERX2430829,"42-Ribo-mRNA-seq, 2mM H2O2 rep3_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275996,SAMEA104674613,simple,4932,Saccharomyces cerevisiae,SAMEA104674613,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","42-Ribo-mRNA-seq, 2mM H2O2 rep3",2018-03-19,2018-03-09,SAMEA104674651,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:88-Ribo-mRNA-seq, SD-mini rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:88-Ribo-mRNA-seq, SD-mini rep2",BY4741,wild type genotype,none,,amino acid starvation
ERR2382558,4000000,5.44e+08,136,230,ERX2430829,"42-Ribo-mRNA-seq, 2mM H2O2 rep3_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275996,SAMEA104674613,simple,4932,Saccharomyces cerevisiae,SAMEA104674613,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","42-Ribo-mRNA-seq, 2mM H2O2 rep3",2018-03-19,2018-03-09,SAMEA104674652,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:1-tRNA-seq, control for 3,5,7,8",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:1-tRNA-seq, control for 3,5,7,8",BY4741,wild type genotype,none,,none
ERR2382559,4000000,5.44e+08,136,230,ERX2430829,"42-Ribo-mRNA-seq, 2mM H2O2 rep3_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275996,SAMEA104674613,simple,4932,Saccharomyces cerevisiae,SAMEA104674613,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","42-Ribo-mRNA-seq, 2mM H2O2 rep3",2018-03-19,2018-03-09,SAMEA104674653,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:10-Ribo-tRNA-seq, pH7.5 buffer",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:10-Ribo-tRNA-seq, pH7.5 buffer",BY4741,wild type genotype,none,,none
ERR2382560,3891052,529183072,136,224,ERX2430829,"42-Ribo-mRNA-seq, 2mM H2O2 rep3_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275996,SAMEA104674613,simple,4932,Saccharomyces cerevisiae,SAMEA104674613,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","42-Ribo-mRNA-seq, 2mM H2O2 rep3",2018-03-19,2018-03-09,SAMEA104674654,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:105-tRNA-seq, control for 107",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:105-tRNA-seq, control for 107",BY4741,wild type genotype,none,,none
ERR2382561,802947,107681891,134,69,ERX2430830,"149-tRNA-seq, 3AT, His-depletion rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275997,SAMEA104674614,simple,4932,Saccharomyces cerevisiae,SAMEA104674614,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","149-tRNA-seq, 3AT, His-depletion rep1",2018-03-19,2018-03-09,SAMEA104674655,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:106-Ribo-tRNA-seq, control for 108",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:106-Ribo-tRNA-seq, control for 108",BY4741,wild type genotype,none,,none
ERR2382562,5923186,794281832,134,513,ERX2430831,"150-Ribo-tRNA-seq, 3AT, His-depletion rep1_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275998,SAMEA104674615,simple,4932,Saccharomyces cerevisiae,SAMEA104674615,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","150-Ribo-tRNA-seq, 3AT, His-depletion rep1",2018-03-19,2018-03-09,SAMEA104674656,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:109-tRNA-seq, control for 111, 113, 115",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:109-tRNA-seq, control for 111, 113, 115",BY4741,wild type genotype,none,,none
ERR2382563,513644,68873075,134,44,ERX2430832,"155-tRNA-seq, 3AT, His-depletion rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2275999,SAMEA104674616,simple,4932,Saccharomyces cerevisiae,SAMEA104674616,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","155-tRNA-seq, 3AT, His-depletion rep2",2018-03-19,2018-03-09,SAMEA104674657,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:11-tRNA-seq, control for 15",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:11-tRNA-seq, control for 15",BY4741,wild type genotype,none,,none
ERR2382564,3885886,521007718,134,344,ERX2430833,"156-Ribo-tRNA-seq, 3AT, His-depletion rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276000,SAMEA104674617,simple,4932,Saccharomyces cerevisiae,SAMEA104674617,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","156-Ribo-tRNA-seq, 3AT, His-depletion rep2",2018-03-19,2018-03-09,SAMEA104674658,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:110-Ribo-tRNA-seq, control for 112, 114, 116",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:110-Ribo-tRNA-seq, control for 112, 114, 116",BY4741,wild type genotype,none,,none
ERR2382565,5507494,738442153,134,489,ERX2430834,"157-mRNA-seq, 3AT, His-depletion rep2_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276001,SAMEA104674618,simple,4932,Saccharomyces cerevisiae,SAMEA104674618,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","157-mRNA-seq, 3AT, His-depletion rep2",2018-03-19,2018-03-09,SAMEA104674659,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:117-tRNA-seq, control for 119, 121, 123",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:117-tRNA-seq, control for 119, 121, 123",BY4741,wild type genotype,none,,none
ERR2382566,7265456,974133117,134,631,ERX2430835,"158-Ribo-mRNA-seq, 3AT, His-depletion rep2_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276002,SAMEA104674619,simple,4932,Saccharomyces cerevisiae,SAMEA104674619,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","158-Ribo-mRNA-seq, 3AT, His-depletion rep2",2018-03-19,2018-03-09,SAMEA104674660,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:118-Ribo-tRNA-seq, control for 120, 122, 124",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:118-Ribo-tRNA-seq, control for 120, 122, 124",BY4741,wild type genotype,none,,none
ERR2382567,673484,90317188,134,55,ERX2430836,"101-tRNA-seq, 42C heat rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276003,SAMEA104674620,simple,4932,Saccharomyces cerevisiae,SAMEA104674620,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","101-tRNA-seq, 42C heat rep2",2018-03-19,2018-03-09,SAMEA104674661,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:12-Ribo-tRNA-seq, control for 16, 3 files",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:12-Ribo-tRNA-seq, control for 16, 3 files",BY4741,wild type genotype,none,,none
ERR2382568,3491247,468088909,134,296,ERX2430837,"102-Ribo-tRNA-seq, 42C heat rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276004,SAMEA104674621,simple,4932,Saccharomyces cerevisiae,SAMEA104674621,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","102-Ribo-tRNA-seq, 42C heat rep2",2018-03-19,2018-03-09,SAMEA104674662,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:125-tRNA-seq, pre-lysis CHX",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:125-tRNA-seq, pre-lysis CHX",BY4741,wild type genotype,none,,none
ERR2382569,1149510,154203854,134,98,ERX2430838,"121-tRNA-seq, 42C heat rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276005,SAMEA104674622,simple,4932,Saccharomyces cerevisiae,SAMEA104674622,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","121-tRNA-seq, 42C heat rep3",2018-03-19,2018-03-09,SAMEA104674663,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:126-Ribo-tRNA-seq, pre-lysis CHX",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:126-Ribo-tRNA-seq, pre-lysis CHX",BY4741,wild type genotype,none,,none
ERR2382570,4140778,555455651,134,357,ERX2430839,"122-Ribo-tRNA-seq, 42C heat rep3_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276006,SAMEA104674623,simple,4932,Saccharomyces cerevisiae,SAMEA104674623,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","122-Ribo-tRNA-seq, 42C heat rep3",2018-03-19,2018-03-09,SAMEA104674664,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:127-mRNA-seq, pre-lysis CHX",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:127-mRNA-seq, pre-lysis CHX",BY4741,wild type genotype,none,,none
ERR2382571,647561,32072645,49,16,ERX2430840,"55-mRNA-seq, 42C heat rep1_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276007,SAMEA104674624,simple,4932,Saccharomyces cerevisiae,SAMEA104674624,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","55-mRNA-seq, 42C heat rep1",2018-03-19,2018-03-09,SAMEA104674665,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:128-Ribo-mRNA-seq, pre-lysis CHX",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:128-Ribo-mRNA-seq, pre-lysis CHX",BY4741,wild type genotype,none,,none
ERR2382572,2524080,125637231,49,65,ERX2430841,"56-Ribo-mRNA-seq, 42C heat rep1_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276008,SAMEA104674625,simple,4932,Saccharomyces cerevisiae,SAMEA104674625,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","56-Ribo-mRNA-seq, 42C heat rep1",2018-03-19,2018-03-09,SAMEA104674666,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:129-tRNA-seq, post-lysis CHX",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:129-tRNA-seq, post-lysis CHX",BY4741,wild type genotype,none,,none
ERR2382573,724743,97161382,134,64,ERX2430842,"63-tRNA-seq, 42C heat rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276009,SAMEA104674626,simple,4932,Saccharomyces cerevisiae,SAMEA104674626,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","63-tRNA-seq, 42C heat rep2",2018-03-19,2018-03-09,SAMEA104674667,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:13-mRNA-seq, control for 17, 3 files",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:13-mRNA-seq, control for 17, 3 files",BY4741,wild type genotype,none,,none
ERR2382574,1846041,247504845,134,159,ERX2430843,"64-Ribo-tRNA-seq, 42C heat rep2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276010,SAMEA104674627,simple,4932,Saccharomyces cerevisiae,SAMEA104674627,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","64-Ribo-tRNA-seq, 42C heat rep2",2018-03-19,2018-03-09,SAMEA104674668,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:48Z,public,"E-MTAB-6576:130-Ribo-tRNA-seq, post-lysis CHX",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:130-Ribo-tRNA-seq, post-lysis CHX",BY4741,wild type genotype,none,,none
