Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,age,strain,inhibitors,injection route,internal animal id,tissue,molecule subtype,GEO Accession
SRR6880641,22666588,1133329400,50,705,SRX3833141,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080813,SAMN08773941,simple,10090,Mus musculus,GSM3061268,GEO,SRA671174,01,2019,Gerashchenko,mouse44_kidney_45sec_RiboSeq,mouse44_kidney_45sec_RiboSeq,mouse44_kidney_45sec_RiboSeq,14 weeks old mouse,C57BL6,harringtonine 45 sec cycloheximide,tail-vein,44,kidney,ribosome footprints,GSM3061268
SRR6880642,13673855,683692750,50,402,SRX3833142,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080814,SAMN08773940,simple,10090,Mus musculus,GSM3061269,GEO,SRA671174,01,2019,Gerashchenko,mouse53_kidney_45sec_RiboSeq,mouse53_kidney_45sec_RiboSeq,mouse53_kidney_45sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 45 sec cycloheximide,tail-vein,53,kidney,ribosome footprints,GSM3061269
SRR6880643,30454611,1522730550,50,484,SRX3833143,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136268,PRJNA445295,33264395,"",SRS3080816,SAMN08773939,simple,10090,Mus musculus,GSM3061270,GEO,SRA671174,01,2019,Gerashchenko,mouse73_kidney_45sec_RiboSeq,mouse73_kidney_45sec_RiboSeq,mouse73_kidney_45sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 45 sec cycloheximide,tail-vein,73,kidney,ribosome footprints,GSM3061270
SRR6880644,31407489,1570374450,50,491,SRX3833144,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136268,PRJNA445295,33264395,"",SRS3080815,SAMN08773938,simple,10090,Mus musculus,GSM3061271,GEO,SRA671174,01,2019,Gerashchenko,mouse77_kidney_45sec_RiboSeq,mouse77_kidney_45sec_RiboSeq,mouse77_kidney_45sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 45 sec cycloheximide,tail-vein,77,kidney,ribosome footprints,GSM3061271
SRR6880645,45111010,2255550500,50,1373,SRX3833145,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080817,SAMN08773937,simple,10090,Mus musculus,GSM3061272,GEO,SRA671174,01,2019,Gerashchenko,skeletal_45sec_RiboSeq,mouse53_skeletal_45sec_RiboSeq,skeletal_45sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 45 sec cycloheximide,tail-vein,53,skeletal muscle,ribosome footprints,GSM3061272
SRR6880646,39620305,1981015250,50,1198,SRX3833146,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080818,SAMN08773936,simple,10090,Mus musculus,GSM3061273,GEO,SRA671174,01,2019,Gerashchenko,skeletal_45sec_RiboSeq,mouse77_skeletal_45sec_RiboSeq,skeletal_45sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 45 sec cycloheximide,tail-vein,77,skeletal muscle,ribosome footprints,GSM3061273
SRR6880647,21014740,1050737000,50,659,SRX3833147,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080820,SAMN08773935,simple,10090,Mus musculus,GSM3061274,GEO,SRA671174,01,2019,Gerashchenko,liver_60sec_RiboSeq,mouse45_liver_60sec_RiboSeq,liver_60sec_RiboSeq,14 weeks old mouse,C57BL6,harringtonine 60 sec cycloheximide,tail-vein,45,liver,ribosome footprints,GSM3061274
SRR6880648,29544760,1477238000,50,447,SRX3833148,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136268,PRJNA445295,33264395,"",SRS3080832,SAMN08774017,simple,10090,Mus musculus,GSM3061275,GEO,SRA671174,01,2019,Gerashchenko,liver_60sec_RiboSeq,mouse74_liver_60sec_RiboSeq,liver_60sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 60 sec cycloheximide,tail-vein,74,liver,ribosome footprints,GSM3061275
SRR6880649,34851694,1742584700,50,524,SRX3833149,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136268,PRJNA445295,33264395,"",SRS3080819,SAMN08774016,simple,10090,Mus musculus,GSM3061276,GEO,SRA671174,01,2019,Gerashchenko,liver_60sec_RiboSeq,mouse78_liver_60sec_RiboSeq,liver_60sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 60 sec cycloheximide,tail-vein,78,liver,ribosome footprints,GSM3061276
SRR6880650,22389209,1119460450,50,707,SRX3833150,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080822,SAMN08774015,simple,10090,Mus musculus,GSM3061277,GEO,SRA671174,01,2019,Gerashchenko,mouse45_kidney_60sec_RiboSeq,mouse45_kidney_60sec_RiboSeq,mouse45_kidney_60sec_RiboSeq,14 weeks old mouse,C57BL6,harringtonine 60 sec cycloheximide,tail-vein,45,kidney,ribosome footprints,GSM3061277
SRR6880651,12516267,625813350,,367,SRX3833151,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080823,SAMN08774014,simple,10090,Mus musculus,GSM3061278,GEO,SRA671174,01,2019,Gerashchenko,mouse54_kidney_60sec_RiboSeq,mouse54_kidney_60sec_RiboSeq,mouse54_kidney_60sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 60 sec cycloheximide,tail-vein,54,kidney,ribosome footprints,GSM3061278
SRR6880652,29785849,1489292450,50,463,SRX3833152,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136268,PRJNA445295,33264395,"",SRS3080824,SAMN08774013,simple,10090,Mus musculus,GSM3061279,GEO,SRA671174,01,2019,Gerashchenko,mouse74_kidney_60sec_RiboSeq,mouse74_kidney_60sec_RiboSeq,mouse74_kidney_60sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 60 sec cycloheximide,tail-vein,74,kidney,ribosome footprints,GSM3061279
SRR6880653,36189104,1809455200,50,563,SRX3833153,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP136268,PRJNA445295,33264395,"",SRS3080825,SAMN08774012,simple,10090,Mus musculus,GSM3061280,GEO,SRA671174,01,2019,Gerashchenko,mouse78_kidney_60sec_RiboSeq,mouse78_kidney_60sec_RiboSeq,mouse78_kidney_60sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 60 sec cycloheximide,tail-vein,78,kidney,ribosome footprints,GSM3061280
SRR6880654,60617179,3030858950,50,1834,SRX3833154,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080826,SAMN08774011,simple,10090,Mus musculus,GSM3061281,GEO,SRA671174,01,2019,Gerashchenko,skeletal_60sec_RiboSeq,mouse45_skeletal_60sec_RiboSeq,skeletal_60sec_RiboSeq,14 weeks old mouse,C57BL6,harringtonine 60 sec cycloheximide,tail-vein,45,skeletal muscle,ribosome footprints,GSM3061281
SRR6880655,74874874,3743743700,50,2279,SRX3833155,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080827,SAMN08774010,simple,10090,Mus musculus,GSM3061282,GEO,SRA671174,01,2019,Gerashchenko,skeletal_60sec_RiboSeq,mouse54_skeletal_60sec_RiboSeq,skeletal_60sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 60 sec cycloheximide,tail-vein,54,skeletal muscle,ribosome footprints,GSM3061282
SRR6880656,43936947,2196847350,50,1334,SRX3833156,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP136268,PRJNA445295,33264395,"",SRS3080828,SAMN08774009,simple,10090,Mus musculus,GSM3061283,GEO,SRA671174,01,2019,Gerashchenko,skeletal_60sec_RiboSeq,mouse78_skeletal_60sec_RiboSeq,skeletal_60sec_RiboSeq,15 weeks old mouse,C57BL6,harringtonine 60 sec cycloheximide,tail-vein,78,skeletal muscle,ribosome footprints,GSM3061283
