Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,sample name
ERR3949817,7193337,725577794,100,150,ERX3957623,Streptomyces clavuligerus ATCC27064 RNA-seq L2 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349693,SAMEA6585391,simple,1901,Streptomyces clavuligerus,SAMEA6585391,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585391,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read
ERR3949818,12292000,1239881073,100,255,ERX3957624,Streptomyces clavuligerus ATCC27064 RNA-seq S1 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349693,SAMEA6585391,simple,1901,Streptomyces clavuligerus,SAMEA6585391,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585391,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read
ERR3949819,11921210,1202635657,100,255,ERX3957625,Streptomyces clavuligerus ATCC27064 RNA-seq S2 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349693,SAMEA6585391,simple,1901,Streptomyces clavuligerus,SAMEA6585391,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585391,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read,Streptomyces clavuligerus ATCC27064 RNA-seq mapped read
ERR3949820,80030583,2367011348,29,732,ERX3957626,Streptomyces clavuligerus ATCC27064 ribosome profiling E1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349694,SAMEA6585392,simple,1901,Streptomyces clavuligerus,SAMEA6585392,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585392,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read
ERR3949821,61281649,1580606315,25,540,ERX3957627,Streptomyces clavuligerus ATCC27064 ribosome profiling E2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349694,SAMEA6585392,simple,1901,Streptomyces clavuligerus,SAMEA6585392,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585392,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read
ERR3949822,89299628,2603176609,29,841,ERX3957628,Streptomyces clavuligerus ATCC27064 ribosome profiling T1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349694,SAMEA6585392,simple,1901,Streptomyces clavuligerus,SAMEA6585392,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585392,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read
ERR3949823,87504701,2542526840,29,808,ERX3957629,Streptomyces clavuligerus ATCC27064 ribosome profiling T2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349694,SAMEA6585392,simple,1901,Streptomyces clavuligerus,SAMEA6585392,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585392,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read
ERR3949824,87274405,2552527314,29,765,ERX3957630,Streptomyces clavuligerus ATCC27064 ribosome profiling L1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349694,SAMEA6585392,simple,1901,Streptomyces clavuligerus,SAMEA6585392,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585392,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read
ERR3949825,80385703,2339672684,29,769,ERX3957631,Streptomyces clavuligerus ATCC27064 ribosome profiling L2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349694,SAMEA6585392,simple,1901,Streptomyces clavuligerus,SAMEA6585392,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585392,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read
ERR3949826,85485768,2477613783,28,826,ERX3957632,Streptomyces clavuligerus ATCC27064 ribosome profiling S1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349694,SAMEA6585392,simple,1901,Streptomyces clavuligerus,SAMEA6585392,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585392,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read
ERR3949827,87634498,2549268183,29,769,ERX3957633,Streptomyces clavuligerus ATCC27064 ribosome profiling S2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349694,SAMEA6585392,simple,1901,Streptomyces clavuligerus,SAMEA6585392,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585392,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read,Streptomyces clavuligerus ATCC27064 ribosome profiling mapped read
ERR3949828,49741664,1555588800,31,495,ERX3957634,Streptomyces venezuelae ATCC15439 ribosome profiling E1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349695,SAMEA6585393,simple,54571,Streptomyces venezuelae,SAMEA6585393,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585393,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read
ERR3949829,21604717,677648417,31,288,ERX3957635,Streptomyces venezuelae ATCC15439 ribosome profiling E2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349695,SAMEA6585393,simple,54571,Streptomyces venezuelae,SAMEA6585393,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585393,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read
ERR3949830,40691934,1257627393,30,339,ERX3957636,Streptomyces venezuelae ATCC15439 ribosome profiling T1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349695,SAMEA6585393,simple,54571,Streptomyces venezuelae,SAMEA6585393,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585393,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read
ERR3949831,35483940,1084256365,30,348,ERX3957637,Streptomyces venezuelae ATCC15439 ribosome profiling T2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349695,SAMEA6585393,simple,54571,Streptomyces venezuelae,SAMEA6585393,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585393,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read
ERR3949832,49490615,1517836091,30,470,ERX3957638,Streptomyces venezuelae ATCC15439 ribosome profiling L1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349695,SAMEA6585393,simple,54571,Streptomyces venezuelae,SAMEA6585393,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585393,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read
ERR3949833,41050692,1263819014,30,422,ERX3957639,Streptomyces venezuelae ATCC15439 ribosome profiling L2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349695,SAMEA6585393,simple,54571,Streptomyces venezuelae,SAMEA6585393,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585393,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read
ERR3949834,38721563,1184779180,30,381,ERX3957640,Streptomyces venezuelae ATCC15439 ribosome profiling S1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349695,SAMEA6585393,simple,54571,Streptomyces venezuelae,SAMEA6585393,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585393,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read
ERR3949835,34179596,1038009666,30,274,ERX3957641,Streptomyces venezuelae ATCC15439 ribosome profiling S2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349695,SAMEA6585393,simple,54571,Streptomyces venezuelae,SAMEA6585393,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585393,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read,Streptomyces venezuelae ATCC15439 ribosome profiling mapped read
ERR3949836,31773092,1615560622,50,423,ERX3957642,Streptomyces tsukubaensis NRRL18488 RNA-seq E1 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349696,SAMEA6585394,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585394,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585394,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read
ERR3949837,34058311,1731782772,50,453,ERX3957643,Streptomyces tsukubaensis NRRL18488 RNA-seq E2 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349696,SAMEA6585394,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585394,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585394,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read
ERR3949838,51123244,2599505743,50,679,ERX3957644,Streptomyces tsukubaensis NRRL18488 RNA-seq T1 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349696,SAMEA6585394,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585394,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585394,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read
ERR3949839,24095211,1225074277,50,324,ERX3957645,Streptomyces tsukubaensis NRRL18488 RNA-seq T2 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349696,SAMEA6585394,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585394,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585394,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read
ERR3949840,76980981,3891092608,50,1512,ERX3957646,Streptomyces tsukubaensis NRRL18488 RNA-seq L1 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349696,SAMEA6585394,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585394,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585394,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read
ERR3949841,36079744,1834213341,50,492,ERX3957647,Streptomyces tsukubaensis NRRL18488 RNA-seq L2 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349696,SAMEA6585394,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585394,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585394,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read
ERR3949842,61851605,3130435275,50,1192,ERX3957648,Streptomyces tsukubaensis NRRL18488 RNA-seq S1 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349696,SAMEA6585394,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585394,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585394,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read
ERR3949843,44055753,2240198482,50,581,ERX3957649,Streptomyces tsukubaensis NRRL18488 RNA-seq S2 mapped read,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349696,SAMEA6585394,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585394,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,2020-02-24,2020-02-24,SAMEA6585394,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read,Streptomyces tsukubaensis NRRL18488 RNA-seq mapped read
ERR3949844,2307786,70854329,30,39,ERX3957650,Streptomyces tsukubaensis NRRL18488 ribosome profiling E1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349697,SAMEA6585395,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585395,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585395,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read
ERR3949845,1833155,57484913,31,32,ERX3957651,Streptomyces tsukubaensis NRRL18488 ribosome profiling E2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349697,SAMEA6585395,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585395,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585395,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read
ERR3949846,8779981,260565648,29,127,ERX3957652,Streptomyces tsukubaensis NRRL18488 ribosome profiling T1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349697,SAMEA6585395,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585395,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585395,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read
ERR3949847,2814409,83141411,29,47,ERX3957653,Streptomyces tsukubaensis NRRL18488 ribosome profiling T2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349697,SAMEA6585395,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585395,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585395,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read
ERR3949848,52297448,1532007217,29,451,ERX3957654,Streptomyces tsukubaensis NRRL18488 ribosome profiling L1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349697,SAMEA6585395,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585395,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585395,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read
ERR3949849,56575985,1648853227,29,460,ERX3957655,Streptomyces tsukubaensis NRRL18488 ribosome profiling L2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349697,SAMEA6585395,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585395,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585395,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read
ERR3949850,6902386,202666124,29,78,ERX3957656,Streptomyces tsukubaensis NRRL18488 ribosome profiling S1 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349697,SAMEA6585395,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585395,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585395,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read
ERR3949851,103819037,3000606701,28,1027,ERX3957657,Streptomyces tsukubaensis NRRL18488 ribosome profiling S2 mapped read,OTHER,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP120150,PRJEB36893,1,"",ERS4349697,SAMEA6585395,simple,1114943,Streptomyces tsukubensis NRRL18488,SAMEA6585395,KAIST,ERA2388651,02,2020,Makar,"",Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,2020-02-24,2020-02-24,SAMEA6585395,KAIST,KAIST,2020-02-24T08:10:21Z,2020-02-24T05:07:29Z,public,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read,Streptomyces tsukubaensis NRRL18488 ribosome profiling mapped read
