Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,common name,fraction,organism part,performer,replicate,replicate type,sample name,sex,used library?,developmental stage,Experimental Factor: organism,Experimental Factor: organism part,Experimental Factor: protocol
ERR2812387,102634329,6189071029,60,4686,ERX2819218,mouse_brain_rna_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758409,SAMEA4939626,simple,10090,Mus musculus,SAMEA4939626,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_brain_rna_3,2019-03-31,2018-09-26,SAMEA4939626,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_brain_rna_3,ArrayExpress,house mouse,rRNA-depleted total RNA,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:mouse_brain_rna_3,male,yes,,Mus musculus,brain,RNA-seq
ERR2812388,133782505,11314315655,84,3949,ERX2819219,mouse_liver_ribo_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758410,SAMEA4939627,simple,10090,Mus musculus,SAMEA4939627,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_liver_ribo_1,2019-03-31,2018-09-26,SAMEA4939627,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_liver_ribo_1,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:mouse_liver_ribo_1,male,yes,,Mus musculus,liver,Ribo-seq
ERR2812389,117725556,7684991406,65,5527,ERX2819220,mouse_liver_ribo_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758411,SAMEA4939628,simple,10090,Mus musculus,SAMEA4939628,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_liver_ribo_2,2019-03-31,2018-09-26,SAMEA4939628,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_liver_ribo_2,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:mouse_liver_ribo_2,male,yes,,Mus musculus,liver,Ribo-seq
ERR2812390,121034880,7064463230,58,5518,ERX2819221,mouse_liver_ribo_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758412,SAMEA4939629,simple,10090,Mus musculus,SAMEA4939629,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_liver_ribo_3,2019-03-31,2018-09-26,SAMEA4939629,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_liver_ribo_3,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:mouse_liver_ribo_3,male,yes,,Mus musculus,liver,Ribo-seq
ERR2812391,56370619,5693432519,101,1978,ERX2819222,mouse_liver_rna_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758413,SAMEA4939630,simple,10090,Mus musculus,SAMEA4939630,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_liver_rna_1,2019-03-31,2018-09-26,SAMEA4939630,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_liver_rna_1,ArrayExpress,house mouse,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:mouse_liver_rna_1,male,yes,,Mus musculus,liver,RNA-seq
ERR2812392,97080874,4951124574,51,4014,ERX2819223,mouse_liver_rna_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758414,SAMEA4939631,simple,10090,Mus musculus,SAMEA4939631,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_liver_rna_2,2019-03-31,2018-09-26,SAMEA4939631,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_liver_rna_2,ArrayExpress,house mouse,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:mouse_liver_rna_2,male,yes,,Mus musculus,liver,RNA-seq
ERR2812393,94225819,4805516769,51,3993,ERX2819224,mouse_liver_rna_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758415,SAMEA4939632,simple,10090,Mus musculus,SAMEA4939632,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_liver_rna_3,2019-03-31,2018-09-26,SAMEA4939632,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_liver_rna_3,ArrayExpress,house mouse,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:mouse_liver_rna_3,male,yes,,Mus musculus,liver,RNA-seq
ERR2812394,117238132,11841051332,101,4083,ERX2819225,mouse_testis_ribo_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758416,SAMEA4939633,simple,10090,Mus musculus,SAMEA4939633,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_testis_ribo_1,2019-03-31,2018-09-26,SAMEA4939633,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_testis_ribo_1,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:mouse_testis_ribo_1,male,yes,,Mus musculus,testis,Ribo-seq
ERR2812395,87854090,4480558590,51,3665,ERX2819226,mouse_testis_ribo_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758417,SAMEA4939634,simple,10090,Mus musculus,SAMEA4939634,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_testis_ribo_2,2019-03-31,2018-09-26,SAMEA4939634,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_testis_ribo_2,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:mouse_testis_ribo_2,male,yes,,Mus musculus,testis,Ribo-seq
ERR2812396,176248222,9855985622,55,7900,ERX2819227,mouse_testis_ribo_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758418,SAMEA4939635,simple,10090,Mus musculus,SAMEA4939635,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_testis_ribo_3,2019-03-31,2018-09-26,SAMEA4939635,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_testis_ribo_3,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:mouse_testis_ribo_3,male,yes,,Mus musculus,testis,Ribo-seq
ERR2812397,60491740,6109665740,101,2110,ERX2819228,mouse_testis_rna_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758419,SAMEA4939636,simple,10090,Mus musculus,SAMEA4939636,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_testis_rna_1,2019-03-31,2018-09-26,SAMEA4939636,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_testis_rna_1,ArrayExpress,house mouse,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:mouse_testis_rna_1,male,yes,,Mus musculus,testis,RNA-seq
ERR2812398,45135877,2846532677,63,2073,ERX2819229,mouse_testis_rna_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758420,SAMEA4939637,simple,10090,Mus musculus,SAMEA4939637,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_testis_rna_2,2019-03-31,2018-09-26,SAMEA4939637,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_testis_rna_2,ArrayExpress,house mouse,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:mouse_testis_rna_2,male,yes,,Mus musculus,testis,RNA-seq
ERR2812399,103651278,5979495928,57,4656,ERX2819230,mouse_testis_rna_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758421,SAMEA4939638,simple,10090,Mus musculus,SAMEA4939638,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",mouse_testis_rna_3,2019-03-31,2018-09-26,SAMEA4939638,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:mouse_testis_rna_3,ArrayExpress,house mouse,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:mouse_testis_rna_3,male,yes,,Mus musculus,testis,RNA-seq
ERR2812400,99962696,5098097496,51,1963,ERX2819231,opossum_brain_ribo_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758422,SAMEA4939639,simple,13616,Monodelphis domestica,SAMEA4939639,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_brain_ribo_1,2019-03-31,2018-09-26,SAMEA4939639,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_brain_ribo_1,ArrayExpress,gray short-tailed opossum,ribosome-protected fragments 26-34nt,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:opossum_brain_ribo_1,male,yes,,Monodelphis domestica,brain,Ribo-seq
ERR2812401,126206593,6821971493,54,4310,ERX2819232,opossum_brain_ribo_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758423,SAMEA4939640,simple,13616,Monodelphis domestica,SAMEA4939640,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_brain_ribo_2,2019-03-31,2018-09-26,SAMEA4939640,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_brain_ribo_2,ArrayExpress,gray short-tailed opossum,ribosome-protected fragments 26-34nt,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:opossum_brain_ribo_2,male,yes,,Monodelphis domestica,brain,Ribo-seq
ERR2812402,159614499,8905330999,55,5750,ERX2819233,opossum_brain_ribo_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758424,SAMEA4939641,simple,13616,Monodelphis domestica,SAMEA4939641,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_brain_ribo_3,2019-03-31,2018-09-26,SAMEA4939641,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_brain_ribo_3,ArrayExpress,gray short-tailed opossum,ribosome-protected fragments 26-34nt,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:opossum_brain_ribo_3,male,yes,,Monodelphis domestica,brain,Ribo-seq
ERR2812403,118076072,6021879672,51,2139,ERX2819234,opossum_brain_rna_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758425,SAMEA4939642,simple,13616,Monodelphis domestica,SAMEA4939642,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_brain_rna_1,2019-03-31,2018-09-26,SAMEA4939642,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_brain_rna_1,ArrayExpress,gray short-tailed opossum,rRNA-depleted total RNA,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:opossum_brain_rna_1,male,yes,,Monodelphis domestica,brain,RNA-seq
ERR2812404,127672603,7092643703,55,5769,ERX2819235,opossum_brain_rna_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758426,SAMEA4939643,simple,13616,Monodelphis domestica,SAMEA4939643,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_brain_rna_2,2019-03-31,2018-09-26,SAMEA4939643,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_brain_rna_2,ArrayExpress,gray short-tailed opossum,rRNA-depleted total RNA,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:opossum_brain_rna_2,male,yes,,Monodelphis domestica,brain,RNA-seq
ERR2812405,178413655,9907308005,55,8111,ERX2819236,opossum_brain_rna_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758427,SAMEA4939644,simple,13616,Monodelphis domestica,SAMEA4939644,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_brain_rna_3,2019-03-31,2018-09-26,SAMEA4939644,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_brain_rna_3,ArrayExpress,gray short-tailed opossum,rRNA-depleted total RNA,brain,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:opossum_brain_rna_3,male,yes,,Monodelphis domestica,brain,RNA-seq
ERR2812406,102073266,7960719316,77,2507,ERX2819237,opossum_liver_ribo_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758428,SAMEA4939645,simple,13616,Monodelphis domestica,SAMEA4939645,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_liver_ribo_1,2019-03-31,2018-09-26,SAMEA4939645,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_liver_ribo_1,ArrayExpress,gray short-tailed opossum,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:opossum_liver_ribo_1,male,yes,,Monodelphis domestica,liver,Ribo-seq
ERR2812407,82517690,4627933990,56,2879,ERX2819238,opossum_liver_ribo_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758429,SAMEA4939646,simple,13616,Monodelphis domestica,SAMEA4939646,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_liver_ribo_2,2019-03-31,2018-09-26,SAMEA4939646,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_liver_ribo_2,ArrayExpress,gray short-tailed opossum,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:opossum_liver_ribo_2,male,yes,,Monodelphis domestica,liver,Ribo-seq
ERR2812408,157234827,15880717527,101,8917,ERX2819239,opossum_liver_ribo_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758430,SAMEA4939647,simple,13616,Monodelphis domestica,SAMEA4939647,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_liver_ribo_3,2019-03-31,2018-09-26,SAMEA4939647,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_liver_ribo_3,ArrayExpress,gray short-tailed opossum,ribosome-protected fragments 26-34nt,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:opossum_liver_ribo_3,male,yes,,Monodelphis domestica,liver,Ribo-seq
ERR2812409,122985784,8335560284,67,2779,ERX2819240,opossum_liver_rna_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758431,SAMEA4939648,simple,13616,Monodelphis domestica,SAMEA4939648,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_liver_rna_1,2019-03-31,2018-09-26,SAMEA4939648,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_liver_rna_1,ArrayExpress,gray short-tailed opossum,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:opossum_liver_rna_1,male,yes,,Monodelphis domestica,liver,RNA-seq
ERR2812410,67588756,3447026556,51,2816,ERX2819241,opossum_liver_rna_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758432,SAMEA4939649,simple,13616,Monodelphis domestica,SAMEA4939649,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_liver_rna_2,2019-03-31,2018-09-26,SAMEA4939649,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_liver_rna_2,ArrayExpress,gray short-tailed opossum,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:opossum_liver_rna_2,male,yes,,Monodelphis domestica,liver,RNA-seq
ERR2812411,184507468,18635254268,101,10642,ERX2819242,opossum_liver_rna_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758433,SAMEA4939650,simple,13616,Monodelphis domestica,SAMEA4939650,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_liver_rna_3,2019-03-31,2018-09-26,SAMEA4939650,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_liver_rna_3,ArrayExpress,gray short-tailed opossum,rRNA-depleted total RNA,liver,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:opossum_liver_rna_3,male,yes,,Monodelphis domestica,liver,RNA-seq
ERR2812412,372136872,18978980472,51,7491,ERX2819243,opossum_testis_ribo_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758434,SAMEA4939651,simple,13616,Monodelphis domestica,SAMEA4939651,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_testis_ribo_1,2019-03-31,2018-09-26,SAMEA4939651,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_testis_ribo_1,ArrayExpress,gray short-tailed opossum,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:opossum_testis_ribo_1,male,yes,,Monodelphis domestica,testis,Ribo-seq
ERR2812413,96320471,4912344021,51,3967,ERX2819244,opossum_testis_ribo_2_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758435,SAMEA4939652,simple,13616,Monodelphis domestica,SAMEA4939652,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_testis_ribo_2,2019-03-31,2018-09-26,SAMEA4939652,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_testis_ribo_2,ArrayExpress,gray short-tailed opossum,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-7247:opossum_testis_ribo_2,male,yes,,Monodelphis domestica,testis,Ribo-seq
ERR2812414,135932990,13729231990,101,7777,ERX2819245,opossum_testis_ribo_3_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758436,SAMEA4939653,simple,13616,Monodelphis domestica,SAMEA4939653,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_testis_ribo_3,2019-03-31,2018-09-26,SAMEA4939653,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_testis_ribo_3,ArrayExpress,gray short-tailed opossum,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",3,biological replicate,E-MTAB-7247:opossum_testis_ribo_3,male,yes,,Monodelphis domestica,testis,Ribo-seq
ERR2812415,91675215,4675435965,51,1761,ERX2819246,opossum_testis_rna_1_s,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS2758437,SAMEA4939654,simple,13616,Monodelphis domestica,SAMEA4939654,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA1612101,10,2019,Makar,"",opossum_testis_rna_1,2019-03-31,2018-09-26,SAMEA4939654,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-03-31T17:01:56Z,2018-09-26T15:26:00Z,public,E-MTAB-7247:opossum_testis_rna_1,ArrayExpress,gray short-tailed opossum,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-7247:opossum_testis_rna_1,male,yes,,Monodelphis domestica,testis,RNA-seq
