Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ecotype,age,dev_stage,geo_loc_name,tissue,biomaterial_provider,growth_protocol,treatment,stress_protocol,Replicate,BioSampleModel
SRR5724571,18290051,932792601,51,685,SRX2940574,BJP_317_10.1_EL60r24hr_PARE,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301673,SAMN07260174,simple,3701,Arabidopsis,BJP_317_10.1_EL60r24hr,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint X - recovery 24 hr,Col-0,24 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint X - recovery 24 hr,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724570,15354031,783055581,51,577,SRX2940575,BJP_317_9.1_EL60r60EL60_PARE,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301670,SAMN07260171,simple,3701,Arabidopsis,BJP_317_9.1_EL60r60EL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint IX - recovery 60 min + repeat excess-light 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint IX - recovery 60 min + repeat excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724569,22337891,1139232441,51,838,SRX2940576,BJP_317_8.1_EL60r60_PARE,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301675,SAMN07260168,simple,3701,Arabidopsis,BJP_317_8.1_EL60r60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VIII - recovery 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VIII - recovery 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724568,17469518,890945418,51,658,SRX2940577,BJP_317_7.1_EL60r30_PARE,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301683,SAMN07260165,simple,3701,Arabidopsis,BJP_317_7.1_EL60r30,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VII - recovery 30 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VII - recovery 30 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724567,18131853,924724503,51,675,SRX2940578,BJP_317_6.1_EL60r15_PARE,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301691,SAMN07260162,simple,3701,Arabidopsis,BJP_317_6.1_EL60r15,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VI - recovery 15 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VI - recovery 15 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724566,18166611,926497161,51,684,SRX2940579,BJP_317_5.1_EL60r7.5_PARE,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301690,SAMN07260159,simple,3701,Arabidopsis,BJP_317_5.1_EL60r7.5,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint V - recovery 7.5 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint V - recovery 7.5 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724565,16998189,866907639,51,638,SRX2940580,BJP_317_3.1_EL60_PARE,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301660,SAMN07260153,simple,3701,Arabidopsis,BJP_317_3.1_EL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint III - excess-light 60 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint III - excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724564,16075152,819832752,51,601,SRX2940581,BJP_317_4.1_EL120_PARE,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301681,SAMN07260156,simple,3701,Arabidopsis,BJP_317_4.1_EL120,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint IV - excess-light 120 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint IV - excess-light 120 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724563,15771392,804340992,51,547,SRX2940582,BJP_317_10.1_EL60r24hr_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301673,SAMN07260174,simple,3701,Arabidopsis,BJP_317_10.1_EL60r24hr,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint X - recovery 24 hr,Col-0,24 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint X - recovery 24 hr,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724562,15036420,766857420,51,519,SRX2940583,BJP_317_10.2_EL60r24hr_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301678,SAMN07260175,simple,3701,Arabidopsis,BJP_317_10.2_EL60r24hr,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint X - recovery 24 hr,Col-0,24 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint X - recovery 24 hr,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724561,15293862,779986962,51,524,SRX2940584,BJP_317_10.3_EL60r24hr_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301679,SAMN07260176,simple,3701,Arabidopsis,BJP_317_10.3_EL60r24hr,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint X - recovery 24 hr,Col-0,24 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint X - recovery 24 hr,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",3,Plant
SRR5724560,15316782,781155882,51,527,SRX2940585,BJP_317_11.1_EL60r24hrEL60_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301665,SAMN07260177,simple,3701,Arabidopsis,BJP_317_11.1_EL60r24hrEL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint XI - recovery 24 hr + excess-light 60 min,Col-0,24 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint XI - recovery 24 hr + excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724559,15599098,795553998,51,540,SRX2940586,BJP_317_11.2_EL60r24hrEL60_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301664,SAMN07260178,simple,3701,Arabidopsis,BJP_317_11.2_EL60r24hrEL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint XI - recovery 24 hr + excess-light 60 min,Col-0,24 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint XI - recovery 24 hr + excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724558,15026552,766354152,51,525,SRX2940587,BJP_317_11.3_EL60r24hrEL60_sRNAseq,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301663,SAMN07260179,simple,3701,Arabidopsis,BJP_317_11.3_EL60r24hrEL60,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint XI - recovery 24 hr + excess-light 60 min,Col-0,24 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint XI - recovery 24 hr + excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",3,Plant
SRR5724557,18907345,964274595,51,708,SRX2940588,BJP_317_1.1_C_PARE,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301662,SAMN07260147,simple,3701,Arabidopsis,BJP_317_1.1_C,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint I - control light,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint I - control light,Control,1,Plant
SRR5724556,15429489,786903939,51,578,SRX2940589,BJP_317_2.1_EL30_PARE,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP109986,PRJNA391262,28705956,"",SRS2301667,SAMN07260150,simple,3701,Arabidopsis,BJP_317_2.1_EL30,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint II - excess-light 30 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint II - excess-light 30 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724555,18709115,3779241230,101,2412,SRX2940590,BJP_277_7_EL60_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301697,SAMN07260197,simple,3701,Arabidopsis,BJP_277_7_EL60,Australian National University,SRA578416,08,2017,Crisp,"",Excess-light 60 min,Col-0,22 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.",,Excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",3,Plant
SRR5724554,18652460,3767796920,101,2405,SRX2940591,BJP_277_6_EL60_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301698,SAMN07260196,simple,3701,Arabidopsis,BJP_277_6_EL60,Australian National University,SRA578416,08,2017,Crisp,"",Excess-light 60 min,Col-0,22 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.",,Excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724553,18868812,3811500024,101,2434,SRX2940592,BJP_277_9_Drought_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301699,SAMN07260198,simple,3701,Arabidopsis,BJP_277_9_Drought,Australian National University,SRA578416,08,2017,Crisp,"",Drought 9 days,Col-0,31 days,3.70,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.",,Drought 9 days,Drought treatment was applied by withholding water from 3 week old plants for 9 days; leading to wilting and relative water content (RWC) of around 60% in representative plants.,1,Plant
SRR5724551,19803593,4000325786,101,2554,SRX2940593,BJP_277_6_EL60_mRNAseq_DNase,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301698,SAMN07260196,simple,3701,Arabidopsis,BJP_277_6_EL60,Australian National University,SRA578416,08,2017,Crisp,"",Excess-light 60 min,Col-0,22 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.",,Excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724550,17986371,3633246942,101,2313,SRX2940594,BJP_277_3_Control_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301701,SAMN07260194,simple,3701,Arabidopsis,BJP_277_3_Control,Australian National University,SRA578416,08,2017,Crisp,"",Control,Col-0,22 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.",,Control,Control,3,Plant
SRR5724549,18084823,3653134246,101,2332,SRX2940595,BJP_277_2_Control_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301700,SAMN07260193,simple,3701,Arabidopsis,BJP_277_2_Control,Australian National University,SRA578416,08,2017,Crisp,"",Control,Col-0,22 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.",,Control,Control,2,Plant
SRR5724548,18173136,3670973472,101,2343,SRX2940596,BJP_277_5_EL60_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301702,SAMN07260195,simple,3701,Arabidopsis,BJP_277_5_EL60,Australian National University,SRA578416,08,2017,Crisp,"",Excess-light 60 min,Col-0,22 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.",,Excess-light 60 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724547,17453476,3525602152,101,2255,SRX2940597,BJP_277_2_Control_mRNAseq_DNase,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301700,SAMN07260193,simple,3701,Arabidopsis,BJP_277_2_Control,Australian National University,SRA578416,08,2017,Crisp,"",Control,Col-0,22 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.",,Control,Control,2,Plant
SRR5724546,18183534,3673073868,101,2362,SRX2940598,BJP_277_11_Drought_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301703,SAMN07260200,simple,3701,Arabidopsis,BJP_277_11_Drought,Australian National University,SRA578416,08,2017,Crisp,"",Drought 9 days,Col-0,31 days,3.70,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.",,Drought 9 days,Drought treatment was applied by withholding water from 3 week old plants for 9 days; leading to wilting and relative water content (RWC) of around 60% in representative plants.,3,Plant
SRR5724545,18472330,3731410660,101,2404,SRX2940599,BJP_277_10_Drought_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301693,SAMN07260199,simple,3701,Arabidopsis,BJP_277_10_Drought,Australian National University,SRA578416,08,2017,Crisp,"",Drought 9 days,Col-0,31 days,3.70,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.",,Drought 9 days,Drought treatment was applied by withholding water from 3 week old plants for 9 days; leading to wilting and relative water content (RWC) of around 60% in representative plants.,2,Plant
SRR5724544,14349378,2898574356,101,1779,SRX2940600,BJP_317_7.2_EL60r30_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301685,SAMN07260166,simple,3701,Arabidopsis,BJP_317_7.2_EL60r30,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VII - recovery 30 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VII - recovery 30 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",2,Plant
SRR5724543,15377093,3106172786,101,1979,SRX2940601,BJP_317_7.1_EL60r30_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301683,SAMN07260165,simple,3701,Arabidopsis,BJP_317_7.1_EL60r30,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VII - recovery 30 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VII - recovery 30 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724542,13743401,2776167002,101,1770,SRX2940602,BJP_317_6.1_EL60r15_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301691,SAMN07260162,simple,3701,Arabidopsis,BJP_317_6.1_EL60r15,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint VI - recovery 15 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint VI - recovery 15 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",1,Plant
SRR5724541,12003013,2424608626,101,1474,SRX2940603,BJP_317_5.3_EL60r7.5_mRNAseq,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109986,PRJNA391262,28705956,"",SRS2301688,SAMN07260161,simple,3701,Arabidopsis,BJP_317_5.3_EL60r7.5,Australian National University,SRA578416,08,2017,Crisp,"",RRGD Timepoint V - recovery 7.5 min,Col-0,23 days,1.09,Australia,rosette,"Pogson Lab, ARC Centre of Excellence in Plant Energy Biology, Australian National University, Canberra, Australia.","Col-0 plants were cultivated in soil under a 12-hour photoperiod, 100 (±25) _ mol photons m_2 s_1 photosynthetically active radiation [PAR] and 23/22¡C (±2¡C) day/night temperatures",Timepoint V - recovery 7.5 min,"10 x growth irradiance PAR was applied for the specified time period, approximately 1000 _ mol photons m_2 s_1 using a temperature controlled Conviron chamber (21¡C, 55% humidity) fitted with 4 x 250W metal halide lamps and 4 x 250W high pressure sodium lamps.",3,Plant
