Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,Stage,separation,GEO Accession
SRR1062511,4000000,3.04e+08,76,208,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299094
SRR1062512,4000000,3.04e+08,76,209,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299095
SRR1062513,4000000,3.04e+08,76,190,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299096
SRR1062514,4000000,3.04e+08,76,205,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299097
SRR1062515,4000000,3.04e+08,76,196,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299098
SRR1062516,4000000,3.04e+08,76,194,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299099
SRR1062517,4000000,3.04e+08,76,205,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299100
SRR1062518,4000000,3.04e+08,76,188,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299101
SRR1062519,4000000,3.04e+08,76,202,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299102
SRR1062520,4000000,3.04e+08,76,194,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299103
SRR1062521,4000000,3.04e+08,76,196,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299104
SRR1062522,4000000,3.04e+08,76,198,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299105
SRR1062523,3190777,242499052,76,167,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299106
SRR1062524,4000000,3.04e+08,76,186,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299107
SRR1062525,4000000,3.04e+08,76,200,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299108
SRR1062526,4000000,3.04e+08,76,197,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299109
SRR1062527,4000000,3.04e+08,76,194,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299080
SRR1062528,4000000,3.04e+08,76,205,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299081
SRR1062529,4000000,3.04e+08,76,193,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,sucrose cushion,GSM1299082
SRR1062530,4000000,3.04e+08,76,206,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,sucrose cushion,GSM1299083
SRR1062531,4000000,3.04e+08,76,194,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299084
SRR1062532,4000000,3.04e+08,76,196,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299085
SRR1062533,4000000,3.04e+08,76,204,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299086
SRR1062534,4000000,3.04e+08,76,202,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299087
SRR1062535,4000000,3.04e+08,76,187,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299088
SRR1062536,4000000,3.04e+08,76,202,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299089
SRR1062537,4000000,3.04e+08,76,191,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299090
SRR1062538,4000000,3.04e+08,76,199,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299091
SRR1062539,2600633,197648108,76,137,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299092
SRR1062540,4000000,3.04e+08,76,185,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299093
SRR1062541,4000000,3.04e+08,76,199,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299094
SRR1062542,4000000,3.04e+08,76,200,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299095
SRR1062543,4000000,3.04e+08,76,197,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299096
SRR1062544,4000000,3.04e+08,76,204,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299097
SRR1062545,4000000,3.04e+08,76,210,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299098
SRR1062546,4000000,3.04e+08,76,191,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299099
SRR1062547,4000000,3.04e+08,76,203,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299100
SRR1062548,4000000,3.04e+08,76,196,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299101
SRR1062549,4000000,3.04e+08,76,194,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299102
SRR1062550,4000000,3.04e+08,76,205,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299103
SRR1062551,4000000,3.04e+08,76,192,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299104
SRR1062552,4000000,3.04e+08,76,204,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299105
SRR1062553,4000000,3.04e+08,76,196,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299106
SRR1062554,4000000,3.04e+08,76,197,SRX399822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520113,SAMN02486873,simple,7955,Danio rerio,GSM1299103,GEO,SRA122405,04,2014,Bazzini,Whole embryos,24h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299107
SRR1062555,4000000,3.04e+08,76,193,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299108
SRR1062556,4000000,3.04e+08,76,193,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299109
SRR1062557,4000000,3.04e+08,76,201,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299080
SRR1062558,4000000,3.04e+08,76,199,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299081
SRR1062559,4000000,3.04e+08,76,197,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,5hpf,sucrose cushion,GSM1299082
SRR1062560,2906365,220883740,76,154,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,5hpf,sucrose cushion,GSM1299083
SRR1062561,4000000,3.04e+08,76,193,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299084
SRR1062562,4000000,3.04e+08,76,206,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299085
SRR1062563,4000000,3.04e+08,76,198,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299086
SRR1062564,4000000,3.04e+08,76,201,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299087
SRR1062565,4000000,3.04e+08,76,204,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299088
SRR1062566,4000000,3.04e+08,76,207,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299089
SRR1062567,4000000,3.04e+08,76,199,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299090
SRR1062568,4000000,3.04e+08,76,208,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299091
SRR1062569,4000000,3.04e+08,76,194,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299092
SRR1062570,4000000,3.04e+08,76,209,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299093
SRR1062571,4000000,3.04e+08,76,192,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,48hpf,column,GSM1299094
SRR1062572,4000000,3.04e+08,76,203,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299095
SRR1062573,4000000,3.04e+08,76,197,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299096
SRR1062574,4000000,3.04e+08,76,200,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,5hpf,column,GSM1299097
SRR1062575,2345388,178249488,76,124,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,2hpf,column,GSM1299098
SRR1062576,4000000,3.04e+08,76,192,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,12hpf,column,GSM1299099
SRR1062577,4000000,3.04e+08,76,198,SRX399823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034750,PRJNA232649,24705786,"",SRS520114,SAMN02486874,simple,7955,Danio rerio,GSM1299104,GEO,SRA122405,04,2014,Bazzini,Whole embryos,48h RPFs run 2,Whole embryos,TUAB,24hpf,column,GSM1299100
