Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,media,strain,treatment,GEO Accession
SRR5766511,23072040,1542539185,66,595,SRX2965906,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322935,SAMN07291086,simple,4932,Saccharomyces cerevisiae,GSM2689606,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm732D,Yeast,YPD,BY4741 with trm732D::kanMX,Cycloheximide,GSM2689606
SRR5766512,19123602,1279877933,66,501,SRX2965907,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322936,SAMN07291088,simple,4932,Saccharomyces cerevisiae,GSM2689607,GEO,SRA582294,06,2017,Chou,Yeast,RNA_rtt10D,Yeast,YPD,BY4741 with rtt10D::kanMX,Cycloheximide,GSM2689607
SRR5766513,22052704,1466802525,66,565,SRX2965908,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322937,SAMN07291087,simple,4932,Saccharomyces cerevisiae,GSM2689608,GEO,SRA582294,06,2017,Chou,Yeast,RNA_elp1D,Yeast,YPD,BY4741 with elp1D::kanMX,Cycloheximide,GSM2689608
SRR5766514,19261605,1282072873,66,501,SRX2965909,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322938,SAMN07291089,simple,4932,Saccharomyces cerevisiae,GSM2689609,GEO,SRA582294,06,2017,Chou,Yeast,RNA_elp3D,Yeast,YPD,BY4741 with elp3D::kanMX,Cycloheximide,GSM2689609
SRR5766515,21919397,1457947064,66,571,SRX2965910,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322939,SAMN07291097,simple,4932,Saccharomyces cerevisiae,GSM2689610,GEO,SRA582294,06,2017,Chou,Yeast,RNA_kti11D,Yeast,YPD,BY4741 with kti11D::kanMX,Cycloheximide,GSM2689610
SRR5766516,22222122,1479504399,66,564,SRX2965911,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322940,SAMN07291098,simple,4932,Saccharomyces cerevisiae,GSM2689611,GEO,SRA582294,06,2017,Chou,Yeast,RNA_pus1D,Yeast,YPD,BY4741 with pus1D::kanMX,Cycloheximide,GSM2689611
SRR5766517,23129423,1540729511,66,597,SRX2965912,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322941,SAMN07291100,simple,4932,Saccharomyces cerevisiae,GSM2689612,GEO,SRA582294,06,2017,Chou,Yeast,RNA_pus7D,Yeast,YPD,BY4741 with pus7D::kanMX,Cycloheximide,GSM2689612
SRR5766518,14559668,973270533,66,379,SRX2965913,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322942,SAMN07291099,simple,4932,Saccharomyces cerevisiae,GSM2689613,GEO,SRA582294,06,2017,Chou,Yeast,RNA_urm1D,Yeast,YPD,BY4741 with urm1D::kanMX,Cycloheximide,GSM2689613
SRR5766519,12591854,842106053,66,329,SRX2965914,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322943,SAMN07291101,simple,4932,Saccharomyces cerevisiae,GSM2689614,GEO,SRA582294,06,2017,Chou,Yeast,RNA_rit1D,Yeast,YPD,BY4741 with rit1D::kanMX,Cycloheximide,GSM2689614
SRR5766520,22718758,1521814725,66,595,SRX2965915,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322944,SAMN07291102,simple,4932,Saccharomyces cerevisiae,GSM2689615,GEO,SRA582294,06,2017,Chou,Yeast,RNA_BY4741_1,Yeast,YPD,BY4741,Cycloheximide,GSM2689615
SRR5766521,20107336,1345724254,66,519,SRX2965916,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322945,SAMN07291073,simple,4932,Saccharomyces cerevisiae,GSM2689616,GEO,SRA582294,06,2017,Chou,Yeast,RNA_BY4741_2,Yeast,YPD,BY4741,Cycloheximide,GSM2689616
SRR5766522,21178909,1417173560,66,548,SRX2965917,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322946,SAMN07291072,simple,4932,Saccharomyces cerevisiae,GSM2689617,GEO,SRA582294,06,2017,Chou,Yeast,RNA_BY4741_3,Yeast,YPD,BY4741,Cycloheximide,GSM2689617
SRR5766523,20857196,1397021241,66,534,SRX2965918,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322947,SAMN07291071,simple,4932,Saccharomyces cerevisiae,GSM2689618,GEO,SRA582294,06,2017,Chou,Yeast,RNA_BY4741_4,Yeast,YPD,BY4741,Cycloheximide,GSM2689618
SRR5766524,15993759,1150719830,71,480,SRX2965919,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322948,SAMN07291068,simple,4932,Saccharomyces cerevisiae,GSM2689619,GEO,SRA582294,06,2017,Chou,Yeast,RNA_BY4741_5,Yeast,YPD,BY4741,Cycloheximide,GSM2689619
SRR5766525,15706234,1128939026,71,475,SRX2965920,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322949,SAMN07291067,simple,4932,Saccharomyces cerevisiae,GSM2689620,GEO,SRA582294,06,2017,Chou,Yeast,RNA_BY4741_6,Yeast,YPD,BY4741,Cycloheximide,GSM2689620
SRR5766526,16974154,1219937641,71,517,SRX2965921,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322950,SAMN07291066,simple,4932,Saccharomyces cerevisiae,GSM2689621,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm3D,Yeast,YPD,BY4741 with trm3D::kanMX,Cycloheximide,GSM2689621
SRR5766527,12182138,874297181,71,373,SRX2965922,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322951,SAMN07291065,simple,4932,Saccharomyces cerevisiae,GSM2689622,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm1D,Yeast,YPD,BY4741 with trm1D::kanMX,Cycloheximide,GSM2689622
SRR5766528,15992790,1149239755,71,487,SRX2965923,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322952,SAMN07291064,simple,4932,Saccharomyces cerevisiae,GSM2689623,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm11D,Yeast,YPD,BY4741 with trm11D::kanMX,Cycloheximide,GSM2689623
SRR5766529,15616856,1122819545,71,473,SRX2965924,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322953,SAMN07291063,simple,4932,Saccharomyces cerevisiae,GSM2689624,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm12D,Yeast,YPD,BY4741 with trm12D::kanMX,Cycloheximide,GSM2689624
SRR5766530,14126364,1015775236,71,433,SRX2965925,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322954,SAMN07291070,simple,4932,Saccharomyces cerevisiae,GSM2689625,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm10D,Yeast,YPD,BY4741 with trm10D::kanMX,Cycloheximide,GSM2689625
SRR5766531,16506513,1102300086,66,445,SRX2965926,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322955,SAMN07291069,simple,4932,Saccharomyces cerevisiae,GSM2689626,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm44D,Yeast,YPD,BY4741 with trm44D::kanMX,Cycloheximide,GSM2689626
SRR5766532,16600987,1192201855,71,498,SRX2965927,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322956,SAMN07291062,simple,4932,Saccharomyces cerevisiae,GSM2689627,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm2D,Yeast,YPD,BY4741 with trm2D::kanMX,Cycloheximide,GSM2689627
SRR5766533,17064791,1228252705,71,515,SRX2965928,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322957,SAMN07291055,simple,4932,Saccharomyces cerevisiae,GSM2689628,GEO,SRA582294,06,2017,Chou,Yeast,RNA_pus3D,Yeast,YPD,BY4741 with pus3D::kanMX,Cycloheximide,GSM2689628
SRR5766534,14823585,996782918,67,388,SRX2965929,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322958,SAMN07291057,simple,4932,Saccharomyces cerevisiae,GSM2689629,GEO,SRA582294,06,2017,Chou,Yeast,RNA_pus9D,Yeast,YPD,BY4741 with pus9D::kanMX,Cycloheximide,GSM2689629
SRR5766535,15302195,1099015861,71,462,SRX2965930,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322959,SAMN07291056,simple,4932,Saccharomyces cerevisiae,GSM2689630,GEO,SRA582294,06,2017,Chou,Yeast,RNA_pus2D,Yeast,YPD,BY4741 with pus2D::kanMX,Cycloheximide,GSM2689630
SRR5766536,16387485,1176939237,71,500,SRX2965931,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322960,SAMN07291061,simple,4932,Saccharomyces cerevisiae,GSM2689631,GEO,SRA582294,06,2017,Chou,Yeast,RNA_elp4D,Yeast,YPD,BY4741 with elp4D::kanMX,Cycloheximide,GSM2689631
SRR5766537,14618835,1052175084,71,441,SRX2965932,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322961,SAMN07291060,simple,4932,Saccharomyces cerevisiae,GSM2689632,GEO,SRA582294,06,2017,Chou,Yeast,RNA_kti12D,Yeast,YPD,BY4741 with kti12D::kanMX,Cycloheximide,GSM2689632
SRR5766538,15583927,1122666980,72,469,SRX2965933,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322962,SAMN07291059,simple,4932,Saccharomyces cerevisiae,GSM2689633,GEO,SRA582294,06,2017,Chou,Yeast,RNA_sit4D,Yeast,YPD,BY4741 with sit4D::kanMX,Cycloheximide,GSM2689633
SRR5766539,13125866,945892261,72,395,SRX2965934,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322963,SAMN07291058,simple,4932,Saccharomyces cerevisiae,GSM2689634,GEO,SRA582294,06,2017,Chou,Yeast,RNA_sap185D,Yeast,YPD,BY4741 with sap185D::kanMX,Cycloheximide,GSM2689634
SRR5766540,17120638,1233458881,72,516,SRX2965935,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322964,SAMN07291053,simple,4932,Saccharomyces cerevisiae,GSM2689635,GEO,SRA582294,06,2017,Chou,Yeast,RNA_sap190D,Yeast,YPD,BY4741 with sap190D::kanMX,Cycloheximide,GSM2689635
SRR5766541,15532961,1121293700,72,472,SRX2965936,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322965,SAMN07291052,simple,4932,Saccharomyces cerevisiae,GSM2689636,GEO,SRA582294,06,2017,Chou,Yeast,RNA_uba4D,Yeast,YPD,BY4741 with uba4D::kanMX,Cycloheximide,GSM2689636
SRR5766542,16047904,1153467495,71,482,SRX2965937,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322966,SAMN07291051,simple,4932,Saccharomyces cerevisiae,GSM2689637,GEO,SRA582294,06,2017,Chou,Yeast,RNA_ncs2D,Yeast,YPD,BY4741 with ncs2D::kanMX,Cycloheximide,GSM2689637
SRR5766543,15936174,1145223270,71,483,SRX2965938,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322967,SAMN07291050,simple,4932,Saccharomyces cerevisiae,GSM2689638,GEO,SRA582294,06,2017,Chou,Yeast,RNA_isu1D,Yeast,YPD,BY4741 with isu1D::kanMX,Cycloheximide,GSM2689638
SRR5766544,16111983,1158730797,71,484,SRX2965939,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322968,SAMN07291054,simple,4932,Saccharomyces cerevisiae,GSM2689639,GEO,SRA582294,06,2017,Chou,Yeast,RNA_isu2D,Yeast,YPD,BY4741 with isu2D::kanMX,Cycloheximide,GSM2689639
SRR5766545,17279242,1242960748,71,519,SRX2965940,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322969,SAMN07291219,simple,4932,Saccharomyces cerevisiae,GSM2689640,GEO,SRA582294,06,2017,Chou,Yeast,RNA_tum1D,Yeast,YPD,BY4741 with tum1D::kanMX,Cycloheximide,GSM2689640
SRR5766546,16042712,1152658871,71,483,SRX2965941,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322970,SAMN07291220,simple,4932,Saccharomyces cerevisiae,GSM2689641,GEO,SRA582294,06,2017,Chou,Yeast,RNA_tad1D,Yeast,YPD,BY4741 with tad1D::kanMX,Cycloheximide,GSM2689641
SRR5766547,15816014,1056538901,66,413,SRX2965942,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322971,SAMN07291049,simple,4932,Saccharomyces cerevisiae,GSM2689642,GEO,SRA582294,06,2017,Chou,Yeast,RNA_BY4741_7,Yeast,YPD,BY4741,Cycloheximide,GSM2689642
SRR5766548,17064626,1225378189,71,505,SRX2965943,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322972,SAMN07291001,simple,4932,Saccharomyces cerevisiae,GSM2689643,GEO,SRA582294,06,2017,Chou,Yeast,RNA_BY4741_8,Yeast,YPD,BY4741,Cycloheximide,GSM2689643
SRR5766549,16440862,1182156034,71,490,SRX2965944,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322973,SAMN07291000,simple,4932,Saccharomyces cerevisiae,GSM2689644,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm140D,Yeast,YPD,BY4741 with trm140D::kanMX,Cycloheximide,GSM2689644
SRR5766550,12564982,903556133,71,376,SRX2965945,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322974,SAMN07290999,simple,4932,Saccharomyces cerevisiae,GSM2689645,GEO,SRA582294,06,2017,Chou,Yeast,RNA_dus1D,Yeast,YPD,BY4741 with dus1D::kanMX,Cycloheximide,GSM2689645
SRR5766551,15525025,1114987010,71,462,SRX2965946,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322975,SAMN07290998,simple,4932,Saccharomyces cerevisiae,GSM2689646,GEO,SRA582294,06,2017,Chou,Yeast,RNA_dus3D,Yeast,YPD,BY4741 with dus3D::kanMX,Cycloheximide,GSM2689646
SRR5766552,15395937,1104278352,71,455,SRX2965947,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322976,SAMN07290997,simple,4932,Saccharomyces cerevisiae,GSM2689647,GEO,SRA582294,06,2017,Chou,Yeast,RNA_dus4D,Yeast,YPD,BY4741 with dus4D::kanMX,Cycloheximide,GSM2689647
SRR5766553,13607154,976098795,71,407,SRX2965948,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322977,SAMN07291218,simple,4932,Saccharomyces cerevisiae,GSM2689648,GEO,SRA582294,06,2017,Chou,Yeast,RNA_tyw3D,Yeast,YPD,BY4741 with tyw3D::kanMX,Cycloheximide,GSM2689648
SRR5766554,14392220,1033398040,71,430,SRX2965949,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322978,SAMN07291201,simple,4932,Saccharomyces cerevisiae,GSM2689649,GEO,SRA582294,06,2017,Chou,Yeast,RNA_tyw4D,Yeast,YPD,BY4741 with tyw4D::kanMX,Cycloheximide,GSM2689649
SRR5766555,15504473,1114623359,71,455,SRX2965950,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322979,SAMN07291200,simple,4932,Saccharomyces cerevisiae,GSM2689650,GEO,SRA582294,06,2017,Chou,Yeast,RNA_tyw1D,Yeast,YPD,BY4741 with tyw1D::kanMX,Cycloheximide,GSM2689650
SRR5766556,14574237,1045782533,71,431,SRX2965951,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322980,SAMN07290989,simple,4932,Saccharomyces cerevisiae,GSM2689651,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm82D,Yeast,YPD,BY4741 with trm82D::kanMX,Cycloheximide,GSM2689651
SRR5766557,16017252,1147704152,71,478,SRX2965952,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322981,SAMN07290993,simple,4932,Saccharomyces cerevisiae,GSM2689652,GEO,SRA582294,06,2017,Chou,Yeast,RNA_elp2D,Yeast,YPD,BY4741 with elp2D::kanMX,Cycloheximide,GSM2689652
SRR5766558,12969579,930009691,71,384,SRX2965953,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322982,SAMN07290992,simple,4932,Saccharomyces cerevisiae,GSM2689653,GEO,SRA582294,06,2017,Chou,Yeast,RNA_ncs6D,Yeast,YPD,BY4741 with ncs6D::kanMX,Cycloheximide,GSM2689653
SRR5766559,15217274,1092722285,71,446,SRX2965954,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322983,SAMN07290991,simple,4932,Saccharomyces cerevisiae,GSM2689654,GEO,SRA582294,06,2017,Chou,Yeast,RNA_pus4D,Yeast,YPD,BY4741 with pus4D::kanMX,Cycloheximide,GSM2689654
SRR5766560,14923305,1070829241,71,438,SRX2965955,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322984,SAMN07290990,simple,4932,Saccharomyces cerevisiae,GSM2689655,GEO,SRA582294,06,2017,Chou,Yeast,RNA_pus5D,Yeast,YPD,BY4741 with pus5D::kanMX,Cycloheximide,GSM2689655
SRR5766561,15535407,1119816703,72,459,SRX2965956,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322985,SAMN07290994,simple,4932,Saccharomyces cerevisiae,GSM2689656,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm8D,Yeast,YPD,BY4741 with trm8D::kanMX,Cycloheximide,GSM2689656
SRR5766562,15292944,1100143493,71,453,SRX2965957,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322986,SAMN07290995,simple,4932,Saccharomyces cerevisiae,GSM2689657,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm13D,Yeast,YPD,BY4741 with trm13D::kanMX,Cycloheximide,GSM2689657
SRR5766563,13390872,962636057,71,399,SRX2965958,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322987,SAMN07290996,simple,4932,Saccharomyces cerevisiae,GSM2689658,GEO,SRA582294,06,2017,Chou,Yeast,RNA_elp6D,Yeast,YPD,BY4741 with elp6D::kanMX,Cycloheximide,GSM2689658
SRR5766564,14749017,1061977458,72,434,SRX2965959,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322988,SAMN07290982,simple,4932,Saccharomyces cerevisiae,GSM2689659,GEO,SRA582294,06,2017,Chou,Yeast,RNA_mod5D,Yeast,YPD,BY4741 with mod5D::kanMX,Cycloheximide,GSM2689659
SRR5766565,16253258,1083553614,66,429,SRX2965960,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322989,SAMN07290983,simple,4932,Saccharomyces cerevisiae,GSM2689660,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm112D,Yeast,YPD,BY4741 with trm112D::kanMX,Cycloheximide,GSM2689660
SRR5766566,16042357,1072175752,66,431,SRX2965961,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322990,SAMN07290984,simple,4932,Saccharomyces cerevisiae,GSM2689661,GEO,SRA582294,06,2017,Chou,Yeast,RNA_tan1D,Yeast,YPD,BY4741 with tan1D::kanMX,Cycloheximide,GSM2689661
SRR5766567,9039205,607590425,67,240,SRX2965962,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322991,SAMN07290985,simple,4932,Saccharomyces cerevisiae,GSM2689662,GEO,SRA582294,06,2017,Chou,Yeast,RNA_BY4741_9,Yeast,YPD,BY4741,Cycloheximide,GSM2689662
SRR5766568,13053875,875806771,67,351,SRX2965963,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322992,SAMN07290986,simple,4932,Saccharomyces cerevisiae,GSM2689663,GEO,SRA582294,06,2017,Chou,Yeast,RNA_BY4741_10,Yeast,YPD,BY4741,Cycloheximide,GSM2689663
SRR5766569,12865660,863046250,67,348,SRX2965964,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322993,SAMN07290987,simple,4932,Saccharomyces cerevisiae,GSM2689664,GEO,SRA582294,06,2017,Chou,Yeast,RNA_dus2D,Yeast,YPD,BY4741 with dus2D::kanMX,Cycloheximide,GSM2689664
SRR5766570,11997200,802883414,66,333,SRX2965965,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322994,SAMN07290988,simple,4932,Saccharomyces cerevisiae,GSM2689665,GEO,SRA582294,06,2017,Chou,Yeast,RNA_elp5D,Yeast,YPD,BY4741 with elp5D::kanMX,Cycloheximide,GSM2689665
SRR5766571,6475540,434970732,67,149,SRX2965966,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322995,SAMN07290975,simple,4932,Saccharomyces cerevisiae,GSM2689666,GEO,SRA582294,06,2017,Chou,Yeast,RNA_trm9D,Yeast,YPD,BY4741 with trm9D::kanMX,Cycloheximide,GSM2689666
SRR5766572,7508326,502285779,66,174,SRX2965967,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322996,SAMN07290974,simple,4932,Saccharomyces cerevisiae,GSM2689667,GEO,SRA582294,06,2017,Chou,Yeast,RNA_bud32D,Yeast,YPD,BY4741 with bud32D::kanMX,Cycloheximide,GSM2689667
SRR5766573,7932596,531293624,66,179,SRX2965968,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322997,SAMN07290976,simple,4932,Saccharomyces cerevisiae,GSM2689668,GEO,SRA582294,06,2017,Chou,Yeast,RNA_cgi121D,Yeast,YPD,BY4741 with cgi121D::kanMX,Cycloheximide,GSM2689668
SRR5766574,7681746,512795840,66,177,SRX2965969,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP110707,PRJNA392312,29198561,"",SRS2322998,SAMN07290978,simple,4932,Saccharomyces cerevisiae,GSM2689669,GEO,SRA582294,06,2017,Chou,Yeast,RNA_gon7D,Yeast,YPD,BY4741 with gon7D::kanMX,Cycloheximide,GSM2689669
