Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue/cell type,strain,genotype,gender,GEO Accession
SRR5863721,10093165,1029502830,51,468,SRX3032135,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP113494,PRJNA395590,28772121,"",SRS2380980,SAMN07411337,simple,10090,Mus musculus,GSM2716808,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP3,Hippocampus,Hippocampus,C57BL/6,WT,male,GSM2716793
SRR5863722,9576706,1436505900,75,538,SRX3032136,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380979,SAMN07411357,simple,10090,Mus musculus,GSM2716809,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP4,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716794
SRR5863723,9790488,1468573200,75,533,SRX3032136,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380979,SAMN07411357,simple,10090,Mus musculus,GSM2716809,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP4,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716795
SRR5863724,9887001,1483050150,75,538,SRX3032136,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380979,SAMN07411357,simple,10090,Mus musculus,GSM2716809,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP4,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716796
SRR5863725,9862130,1479319500,75,544,SRX3032136,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380979,SAMN07411357,simple,10090,Mus musculus,GSM2716809,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP4,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716797
SRR5863726,9523450,1428517500,75,537,SRX3032136,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380979,SAMN07411357,simple,10090,Mus musculus,GSM2716809,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP4,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716798
SRR5863727,9054307,1358146050,75,522,SRX3032136,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380979,SAMN07411357,simple,10090,Mus musculus,GSM2716809,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP4,Hippocampus,Hippocampus,C57BL/6,Fmr1 KO,male,GSM2716799
SRR5863728,9724096,1458614400,75,545,SRX3032137,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380983,SAMN07411355,simple,10090,Mus musculus,GSM2716810,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP5,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716800
SRR5863729,9926141,1488921150,75,538,SRX3032137,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380983,SAMN07411355,simple,10090,Mus musculus,GSM2716810,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP5,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716801
SRR5863730,10014727,1502209050,75,543,SRX3032137,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380983,SAMN07411355,simple,10090,Mus musculus,GSM2716810,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP5,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716802
SRR5863731,9993826,1499073900,75,550,SRX3032137,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380983,SAMN07411355,simple,10090,Mus musculus,GSM2716810,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP5,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716803
SRR5863732,9663221,1449483150,75,544,SRX3032137,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380983,SAMN07411355,simple,10090,Mus musculus,GSM2716810,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP5,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716804
SRR5863733,9184531,1377679650,75,528,SRX3032137,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380983,SAMN07411355,simple,10090,Mus musculus,GSM2716810,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP5,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,WT,male,GSM2716805
SRR5863734,9216831,1382524650,75,521,SRX3032138,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380982,SAMN07411356,simple,10090,Mus musculus,GSM2716811,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP6,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716806
SRR5863735,9496380,1424457000,75,515,SRX3032138,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380982,SAMN07411356,simple,10090,Mus musculus,GSM2716811,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP6,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716807
SRR5863736,9584475,1437671250,75,520,SRX3032138,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380982,SAMN07411356,simple,10090,Mus musculus,GSM2716811,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP6,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716808
SRR5863737,9564797,1434719550,75,527,SRX3032138,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380982,SAMN07411356,simple,10090,Mus musculus,GSM2716811,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP6,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716809
SRR5863738,9207473,1381120950,75,519,SRX3032138,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380982,SAMN07411356,simple,10090,Mus musculus,GSM2716811,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP6,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716810
SRR5863739,8739667,1310950050,75,504,SRX3032138,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP113494,PRJNA395590,28772121,"",SRS2380982,SAMN07411356,simple,10090,Mus musculus,GSM2716811,GEO,SRA590793,08,2017,Thomson,CA1 pyramidal cells,KO_IP6,CA1 pyramidal cells,CA1 pyramidal cells,C57BL/6,Fmr1 KO,male,GSM2716811
