Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,genotype/variation,ploidy,culture condition,timepoint,experiment type,molecule subtype,GEO Accession
SRR9897314,32017318,1600865900,50,449,SRX6649089,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210926,SAMN12478449,simple,4932,Saccharomyces cerevisiae,GSM4006598,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_40 fL,01C_RP_RPL34B,Ribosome_Profile_40 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Ribosome Profiling,Protected RNA,GSM4006598
SRR9897315,24422232,1221111600,50,225,SRX6649090,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210927,SAMN12478448,simple,4932,Saccharomyces cerevisiae,GSM4006599,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_45 fL,02A_RP_RPL34B,Ribosome_Profile_45 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Ribosome Profiling,Protected RNA,GSM4006599
SRR9897316,22308505,1115425250,50,332,SRX6649091,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210928,SAMN12478447,simple,4932,Saccharomyces cerevisiae,GSM4006600,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_45 fL,02B_RP_RPL34B,Ribosome_Profile_45 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Ribosome Profiling,Protected RNA,GSM4006600
SRR9897317,27008239,1350411950,50,394,SRX6649092,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210929,SAMN12478446,simple,4932,Saccharomyces cerevisiae,GSM4006601,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_45 fL,02C_RP_RPL34B,Ribosome_Profile_45 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Ribosome Profiling,Protected RNA,GSM4006601
SRR9897318,32167823,1608391150,50,380,SRX6649093,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210930,SAMN12478482,simple,4932,Saccharomyces cerevisiae,GSM4006602,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_50 fL,03A_RP_RPL34B,Ribosome_Profile_50 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Ribosome Profiling,Protected RNA,GSM4006602
SRR9897319,28951426,1447571300,50,433,SRX6649094,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210931,SAMN12478481,simple,4932,Saccharomyces cerevisiae,GSM4006603,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_50 fL,03B_RP_RPL34B,Ribosome_Profile_50 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Ribosome Profiling,Protected RNA,GSM4006603
SRR9897320,32007110,1600355500,50,469,SRX6649095,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210932,SAMN12478480,simple,4932,Saccharomyces cerevisiae,GSM4006604,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_50 fL,03C_RP_RPL34B,Ribosome_Profile_50 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Ribosome Profiling,Protected RNA,GSM4006604
SRR9897321,26845580,1342279000,50,251,SRX6649096,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210933,SAMN12478479,simple,4932,Saccharomyces cerevisiae,GSM4006605,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_55 fL,04A_RP_RPL34B,Ribosome_Profile_55 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Ribosome Profiling,Protected RNA,GSM4006605
SRR9897322,28807108,1440355400,50,424,SRX6649097,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210934,SAMN12478478,simple,4932,Saccharomyces cerevisiae,GSM4006606,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_55 fL,04B_RP_RPL34B,Ribosome_Profile_55 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Ribosome Profiling,Protected RNA,GSM4006606
SRR9897323,36171874,1808593700,50,507,SRX6649098,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210935,SAMN12478477,simple,4932,Saccharomyces cerevisiae,GSM4006607,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_55 fL,04C_RP_RPL34B,Ribosome_Profile_55 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Ribosome Profiling,Protected RNA,GSM4006607
SRR9897324,32827599,1641379950,50,572,SRX6649099,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210936,SAMN12478476,simple,4932,Saccharomyces cerevisiae,GSM4006608,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_60 fL,05A_RP_RPL34B,Ribosome_Profile_60 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Ribosome Profiling,Protected RNA,GSM4006608
SRR9897325,28291013,1414550650,50,363,SRX6649100,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210937,SAMN12478475,simple,4932,Saccharomyces cerevisiae,GSM4006609,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_60 fL,05B_RP_RPL34B,Ribosome_Profile_60 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Ribosome Profiling,Protected RNA,GSM4006609
SRR9897326,28573229,1428661450,50,372,SRX6649101,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210938,SAMN12478474,simple,4932,Saccharomyces cerevisiae,GSM4006610,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_60 fL,05C_RP_RPL34B,Ribosome_Profile_60 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Ribosome Profiling,Protected RNA,GSM4006610
SRR9897327,10892613,544630650,50,193,SRX6649102,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210939,SAMN12478473,simple,4932,Saccharomyces cerevisiae,GSM4006611,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_65 fL,06A_RP_RPL34B,Ribosome_Profile_65 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Ribosome Profiling,Protected RNA,GSM4006611
SRR9897328,11422361,571118050,50,123,SRX6649103,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210940,SAMN12478472,simple,4932,Saccharomyces cerevisiae,GSM4006612,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_65 fL,06B_RP_RPL34B,Ribosome_Profile_65 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Ribosome Profiling,Protected RNA,GSM4006612
SRR9897329,3119698,155984900,50,36,SRX6649104,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210941,SAMN12478471,simple,4932,Saccharomyces cerevisiae,GSM4006613,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_65 fL,06C_RP_RPL34B,Ribosome_Profile_65 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Ribosome Profiling,Protected RNA,GSM4006613
SRR9897330,28155571,1407778550,50,312,SRX6649105,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210942,SAMN12478470,simple,4932,Saccharomyces cerevisiae,GSM4006614,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_70 fL,07A_RP_RPL34B,Ribosome_Profile_70 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Ribosome Profiling,Protected RNA,GSM4006614
SRR9897331,29616493,1480824650,50,428,SRX6649106,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210943,SAMN12478469,simple,4932,Saccharomyces cerevisiae,GSM4006615,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_70 fL,07B_RP_RPL34B,Ribosome_Profile_70 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Ribosome Profiling,Protected RNA,GSM4006615
SRR9897332,26433284,1321664200,50,232,SRX6649107,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210944,SAMN12478468,simple,4932,Saccharomyces cerevisiae,GSM4006616,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_70 fL,07C_RP_RPL34B,Ribosome_Profile_70 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Ribosome Profiling,Protected RNA,GSM4006616
SRR9897333,26081569,1304078450,50,451,SRX6649108,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210945,SAMN12478467,simple,4932,Saccharomyces cerevisiae,GSM4006617,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_75 fL,08A_RP_RPL34B,Ribosome_Profile_75 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Ribosome Profiling,Protected RNA,GSM4006617
SRR9897334,21347663,1067383150,50,307,SRX6649109,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210946,SAMN12478466,simple,4932,Saccharomyces cerevisiae,GSM4006618,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_75 fL,08B_RP_RPL34B,Ribosome_Profile_75 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Ribosome Profiling,Protected RNA,GSM4006618
SRR9897335,17878147,893907350,50,267,SRX6649110,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210947,SAMN12478402,simple,4932,Saccharomyces cerevisiae,GSM4006619,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_75 fL,08C_RP_RPL34B,Ribosome_Profile_75 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Ribosome Profiling,Protected RNA,GSM4006619
SRR9897336,37293353,1864667650,50,623,SRX6649111,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210948,SAMN12478401,simple,4932,Saccharomyces cerevisiae,GSM4006620,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_40 fL,01A_TP_RPL34B,Transcriptional_Profile_40 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Transcriptional Profiling,PolyA RNA,GSM4006620
SRR9897337,35685755,1784287750,50,601,SRX6649112,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210949,SAMN12478400,simple,4932,Saccharomyces cerevisiae,GSM4006621,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_40 fL,01B_TP_RPL34B,Transcriptional_Profile_40 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Transcriptional Profiling,PolyA RNA,GSM4006621
SRR9897156,42220883,2111044150,50,709,SRX6649113,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210950,SAMN12478399,simple,4932,Saccharomyces cerevisiae,GSM4006622,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_40 fL,01C_TP_RPL34B,Transcriptional_Profile_40 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Transcriptional Profiling,PolyA RNA,GSM4006622
SRR9897157,48224150,2411207500,50,796,SRX6649114,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210951,SAMN12478398,simple,4932,Saccharomyces cerevisiae,GSM4006623,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_45 fL,02A_TP_RPL34B,Transcriptional_Profile_45 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Transcriptional Profiling,PolyA RNA,GSM4006623
SRR9897158,47453544,2372677200,50,793,SRX6649115,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210952,SAMN12478397,simple,4932,Saccharomyces cerevisiae,GSM4006624,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_45 fL,02B_TP_RPL34B,Transcriptional_Profile_45 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Transcriptional Profiling,PolyA RNA,GSM4006624
SRR9897159,51959653,2597982650,50,879,SRX6649116,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210953,SAMN12478396,simple,4932,Saccharomyces cerevisiae,GSM4006625,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_45 fL,02C_TP_RPL34B,Transcriptional_Profile_45 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Transcriptional Profiling,PolyA RNA,GSM4006625
SRR9897160,39878693,1993934650,50,672,SRX6649117,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210954,SAMN12478395,simple,4932,Saccharomyces cerevisiae,GSM4006626,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_50 fL,03A_TP_RPL34B,Transcriptional_Profile_50 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Transcriptional Profiling,PolyA RNA,GSM4006626
SRR9897161,52208269,2610413450,50,883,SRX6649118,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210955,SAMN12478394,simple,4932,Saccharomyces cerevisiae,GSM4006627,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_50 fL,03B_TP_RPL34B,Transcriptional_Profile_50 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Transcriptional Profiling,PolyA RNA,GSM4006627
SRR9897162,40524937,2026246850,50,683,SRX6649119,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210956,SAMN12478393,simple,4932,Saccharomyces cerevisiae,GSM4006628,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_50 fL,03C_TP_RPL34B,Transcriptional_Profile_50 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Transcriptional Profiling,PolyA RNA,GSM4006628
SRR9897163,48991716,2449585800,50,819,SRX6649120,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210957,SAMN12478392,simple,4932,Saccharomyces cerevisiae,GSM4006629,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_55 fL,04A_TP_RPL34B,Transcriptional_Profile_55 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Transcriptional Profiling,PolyA RNA,GSM4006629
SRR9897164,57095399,2854769950,50,961,SRX6649121,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210958,SAMN12478391,simple,4932,Saccharomyces cerevisiae,GSM4006630,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_55 fL,04B_TP_RPL34B,Transcriptional_Profile_55 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Transcriptional Profiling,PolyA RNA,GSM4006630
SRR9897165,48155282,2407764100,50,799,SRX6649122,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210959,SAMN12478425,simple,4932,Saccharomyces cerevisiae,GSM4006631,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_55 fL,04C_TP_RPL34B,Transcriptional_Profile_55 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Transcriptional Profiling,PolyA RNA,GSM4006631
SRR9897166,46199943,2309997150,50,774,SRX6649123,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210960,SAMN12478424,simple,4932,Saccharomyces cerevisiae,GSM4006632,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_60 fL,05A_TP_RPL34B,Transcriptional_Profile_60 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Transcriptional Profiling,PolyA RNA,GSM4006632
SRR9897167,54147569,2707378450,50,913,SRX6649124,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210961,SAMN12478423,simple,4932,Saccharomyces cerevisiae,GSM4006633,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_60 fL,05B_TP_RPL34B,Transcriptional_Profile_60 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Transcriptional Profiling,PolyA RNA,GSM4006633
SRR9897168,43772929,2188646450,50,727,SRX6649125,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210962,SAMN12478422,simple,4932,Saccharomyces cerevisiae,GSM4006634,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_60 fL,05C_TP_RPL34B,Transcriptional_Profile_60 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Transcriptional Profiling,PolyA RNA,GSM4006634
SRR9897169,50401279,2520063950,50,838,SRX6649126,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210963,SAMN12478421,simple,4932,Saccharomyces cerevisiae,GSM4006635,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_65 fL,06A_TP_RPL34B,Transcriptional_Profile_65 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Transcriptional Profiling,PolyA RNA,GSM4006635
SRR9897170,43854449,2192722450,50,737,SRX6649127,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210964,SAMN12478420,simple,4932,Saccharomyces cerevisiae,GSM4006636,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_65 fL,06B_TP_RPL34B,Transcriptional_Profile_65 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Transcriptional Profiling,PolyA RNA,GSM4006636
SRR9897171,45705314,2285265700,50,760,SRX6649128,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210965,SAMN12478419,simple,4932,Saccharomyces cerevisiae,GSM4006637,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_65 fL,06C_TP_RPL34B,Transcriptional_Profile_65 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Transcriptional Profiling,PolyA RNA,GSM4006637
SRR9897172,45073625,2253681250,50,758,SRX6649129,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5210966,SAMN12478418,simple,4932,Saccharomyces cerevisiae,GSM4006638,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_70 fL,07A_TP_RPL34B,Transcriptional_Profile_70 fL,"rpl34b{delta}::KanMX/rpl34b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Transcriptional Profiling,PolyA RNA,GSM4006638
