Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,common name,developmental stage,genotype,growth condition,individual,organism part,sample name,environmental stress,Experimental Factor: time,Experimental Factor: environmental stress
ERR3719542,26573867,737397591,27,327,ERX3720812,Sample 53_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138830,SAMEA6372733,simple,7962,Cyprinus carpio,SAMEA6372733,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 53,2020-05-01,2019-12-06,SAMEA6372733,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 53,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,163,kidney,E-MTAB-8567:Sample 53,cooling - 11 degrees Celsius,7,cooling - 11 degrees Celsius
ERR3719543,30673923,866107548,28,389,ERX3720813,Sample 54_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138831,SAMEA6372734,simple,7962,Cyprinus carpio,SAMEA6372734,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 54,2020-05-01,2019-12-06,SAMEA6372734,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 54,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,164,kidney,E-MTAB-8567:Sample 54,cooling - 11 degrees Celsius,7,cooling - 11 degrees Celsius
ERR3719544,17853455,510031497,28,227,ERX3720814,Sample 55_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138832,SAMEA6372735,simple,7962,Cyprinus carpio,SAMEA6372735,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 55,2020-05-01,2019-12-06,SAMEA6372735,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 55,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,166,kidney,E-MTAB-8567:Sample 55,cooling - 11 degrees Celsius,9,cooling - 11 degrees Celsius
ERR3719545,37114994,1138406707,30,499,ERX3720815,Sample 56_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138833,SAMEA6372736,simple,7962,Cyprinus carpio,SAMEA6372736,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 56,2020-05-01,2019-12-06,SAMEA6372736,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 56,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,167,kidney,E-MTAB-8567:Sample 56,cooling - 11 degrees Celsius,9,cooling - 11 degrees Celsius
ERR3719546,18227036,527418814,28,234,ERX3720816,Sample 57_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138834,SAMEA6372737,simple,7962,Cyprinus carpio,SAMEA6372737,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 57,2020-05-01,2019-12-06,SAMEA6372737,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 57,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,169,kidney,E-MTAB-8567:Sample 57,cooling - 11 degrees Celsius,9,cooling - 11 degrees Celsius
ERR3719547,27612970,812929261,29,356,ERX3720817,Sample 58_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138835,SAMEA6372738,simple,7962,Cyprinus carpio,SAMEA6372738,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 58,2020-05-01,2019-12-06,SAMEA6372738,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 58,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,170,kidney,E-MTAB-8567:Sample 58,cooling - 11 degrees Celsius,9,cooling - 11 degrees Celsius
ERR3719548,22341196,634792890,28,282,ERX3720818,Sample 59_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138836,SAMEA6372739,simple,7962,Cyprinus carpio,SAMEA6372739,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 59,2020-05-01,2019-12-06,SAMEA6372739,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 59,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,171,kidney,E-MTAB-8567:Sample 59,cooling - 11 degrees Celsius,9,cooling - 11 degrees Celsius
ERR3719549,40062250,1158068060,28,512,ERX3720819,Sample 60_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138837,SAMEA6372740,simple,7962,Cyprinus carpio,SAMEA6372740,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 60,2020-05-01,2019-12-06,SAMEA6372740,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 60,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,172,kidney,E-MTAB-8567:Sample 60,cooling - 11 degrees Celsius,11,cooling - 11 degrees Celsius
ERR3719550,32716338,977327228,29,409,ERX3720820,Sample 61_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138838,SAMEA6372741,simple,7962,Cyprinus carpio,SAMEA6372741,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 61,2020-05-01,2019-12-06,SAMEA6372741,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 61,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,173,kidney,E-MTAB-8567:Sample 61,cooling - 11 degrees Celsius,11,cooling - 11 degrees Celsius
ERR3719551,25901604,716546394,27,320,ERX3720821,Sample 62_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138839,SAMEA6372742,simple,7962,Cyprinus carpio,SAMEA6372742,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 62,2020-05-01,2019-12-06,SAMEA6372742,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 62,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,174,kidney,E-MTAB-8567:Sample 62,cooling - 11 degrees Celsius,11,cooling - 11 degrees Celsius
ERR3719552,27697261,816621971,29,364,ERX3720822,Sample 63_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138840,SAMEA6372743,simple,7962,Cyprinus carpio,SAMEA6372743,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 63,2020-05-01,2019-12-06,SAMEA6372743,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 63,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,175,kidney,E-MTAB-8567:Sample 63,cooling - 11 degrees Celsius,11,cooling - 11 degrees Celsius
ERR3719553,29846681,818226042,27,350,ERX3720823,Sample 64_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138841,SAMEA6372744,simple,7962,Cyprinus carpio,SAMEA6372744,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 64,2020-05-01,2019-12-06,SAMEA6372744,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 64,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,177,kidney,E-MTAB-8567:Sample 64,cooling - 11 degrees Celsius,11,cooling - 11 degrees Celsius
ERR3719554,40730623,1183627331,29,520,ERX3720824,Sample 70_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138842,SAMEA6372745,simple,7962,Cyprinus carpio,SAMEA6372745,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 70,2020-05-01,2019-12-06,SAMEA6372745,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 70,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,184,kidney,E-MTAB-8567:Sample 70,cooling - 11 degrees Celsius,14,cooling - 11 degrees Celsius
ERR3719555,31588818,884249604,27,391,ERX3720825,Sample 71_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138843,SAMEA6372746,simple,7962,Cyprinus carpio,SAMEA6372746,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 71,2020-05-01,2019-12-06,SAMEA6372746,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 71,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,185,kidney,E-MTAB-8567:Sample 71,cooling - 11 degrees Celsius,14,cooling - 11 degrees Celsius
ERR3719556,26742464,826432429,30,354,ERX3720826,Sample 72_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138844,SAMEA6372747,simple,7962,Cyprinus carpio,SAMEA6372747,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 72,2020-05-01,2019-12-06,SAMEA6372747,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 72,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,186,kidney,E-MTAB-8567:Sample 72,cooling - 11 degrees Celsius,14,cooling - 11 degrees Celsius
ERR3719557,33518181,999972060,29,429,ERX3720827,Sample 73_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138845,SAMEA6372748,simple,7962,Cyprinus carpio,SAMEA6372748,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 73,2020-05-01,2019-12-06,SAMEA6372748,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 73,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,187,kidney,E-MTAB-8567:Sample 73,cooling - 11 degrees Celsius,14,cooling - 11 degrees Celsius
ERR3719558,25183234,757555669,30,334,ERX3720828,Sample 74_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138846,SAMEA6372749,simple,7962,Cyprinus carpio,SAMEA6372749,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 74,2020-05-01,2019-12-06,SAMEA6372749,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 74,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,188,kidney,E-MTAB-8567:Sample 74,cooling - 11 degrees Celsius,14,cooling - 11 degrees Celsius
ERR3719559,26316429,809512519,30,350,ERX3720829,Sample 75_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138847,SAMEA6372750,simple,7962,Cyprinus carpio,SAMEA6372750,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 75,2020-05-01,2019-12-06,SAMEA6372750,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 75,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,189,kidney,E-MTAB-8567:Sample 75,cooling - 11 degrees Celsius,23,cooling - 11 degrees Celsius
ERR3719560,32198397,963908528,29,429,ERX3720830,Sample 76_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138848,SAMEA6372751,simple,7962,Cyprinus carpio,SAMEA6372751,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 76,2020-05-01,2019-12-06,SAMEA6372751,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 76,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,190,kidney,E-MTAB-8567:Sample 76,cooling - 11 degrees Celsius,23,cooling - 11 degrees Celsius
ERR3719561,20226114,616718615,30,265,ERX3720831,Sample 77_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138849,SAMEA6372752,simple,7962,Cyprinus carpio,SAMEA6372752,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 77,2020-05-01,2019-12-06,SAMEA6372752,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 77,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,191,kidney,E-MTAB-8567:Sample 77,cooling - 11 degrees Celsius,23,cooling - 11 degrees Celsius
ERR3719562,23779421,689233420,28,309,ERX3720832,Sample 78_s,OTHER,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,ERP118801,PRJEB35702,1,"",ERS4138850,SAMEA6372753,simple,7962,Cyprinus carpio,SAMEA6372753,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",ERA2312930,03,2023,Makar,"",Sample 78,2020-05-01,2019-12-06,SAMEA6372753,"CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.","CGR, Institute of Integrative Biology, The University of Liverpool, Liverpool, UK.",2020-05-01T04:03:31Z,2019-12-06T13:24:56Z,public,E-MTAB-8567:Sample 78,ArrayExpress,common carp,adult,wild type genotype,pre-conditioned at 25 degrees Celsius,192,kidney,E-MTAB-8567:Sample 78,cooling - 11 degrees Celsius,23,cooling - 11 degrees Celsius
