Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,tissue,age,feeding,genotype,GEO Accession
SRR2535664,9434651,481167201,51,308,SRX1295278,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094260,SAMN04121977,simple,10090,Mus musculus,GSM1897903,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897917
SRR2535665,9794829,489741450,50,313,SRX1295278,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094260,SAMN04121977,simple,10090,Mus musculus,GSM1897903,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897918
SRR2535666,9302263,474415413,51,304,SRX1295278,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094260,SAMN04121977,simple,10090,Mus musculus,GSM1897903,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897919
SRR2535667,9645344,482267200,50,310,SRX1295278,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094260,SAMN04121977,simple,10090,Mus musculus,GSM1897903,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897920
SRR2535668,9438321,481354371,51,309,SRX1295278,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094260,SAMN04121977,simple,10090,Mus musculus,GSM1897903,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897921
SRR2535669,9653546,482677300,50,309,SRX1295278,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094260,SAMN04121977,simple,10090,Mus musculus,GSM1897903,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897922
SRR2535670,9402033,479503683,51,308,SRX1295278,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094260,SAMN04121977,simple,10090,Mus musculus,GSM1897903,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897923
SRR2535671,7775583,396554733,51,255,SRX1295279,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094259,SAMN04121978,simple,10090,Mus musculus,GSM1897904,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_C_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897924
SRR2535672,7905647,403187997,51,261,SRX1295279,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094259,SAMN04121978,simple,10090,Mus musculus,GSM1897904,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_C_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897925
SRR2535673,7561056,385613856,51,247,SRX1295279,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094259,SAMN04121978,simple,10090,Mus musculus,GSM1897904,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_C_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897926
SRR2535674,7621576,388700376,51,250,SRX1295279,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094259,SAMN04121978,simple,10090,Mus musculus,GSM1897904,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_C_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897927
SRR2535675,7617449,388489899,51,248,SRX1295279,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094259,SAMN04121978,simple,10090,Mus musculus,GSM1897904,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897928
SRR2535676,7611836,388203636,51,250,SRX1295279,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094259,SAMN04121978,simple,10090,Mus musculus,GSM1897904,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897929
SRR2535677,7755127,395511477,51,254,SRX1295279,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094259,SAMN04121978,simple,10090,Mus musculus,GSM1897904,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897930
SRR2535678,7588330,387004830,51,247,SRX1295279,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094259,SAMN04121978,simple,10090,Mus musculus,GSM1897904,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897931
SRR2535679,7657055,390509805,51,252,SRX1295279,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094259,SAMN04121978,simple,10090,Mus musculus,GSM1897904,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897932
SRR2535680,7818182,398727282,51,256,SRX1295279,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094259,SAMN04121978,simple,10090,Mus musculus,GSM1897904,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897933
SRR2535681,7627318,388993218,51,248,SRX1295279,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094259,SAMN04121978,simple,10090,Mus musculus,GSM1897904,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897934
SRR2535682,7645164,389903364,51,251,SRX1295279,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094259,SAMN04121978,simple,10090,Mus musculus,GSM1897904,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT02_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897935
SRR2535683,8050969,410599419,51,265,SRX1295280,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094258,SAMN04121979,simple,10090,Mus musculus,GSM1897905,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897936
SRR2535684,8165281,416429331,51,271,SRX1295280,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094258,SAMN04121979,simple,10090,Mus musculus,GSM1897905,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897937
SRR2535685,7886104,402191304,51,259,SRX1295280,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094258,SAMN04121979,simple,10090,Mus musculus,GSM1897905,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897938
SRR2535686,7898399,402818349,51,260,SRX1295280,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094258,SAMN04121979,simple,10090,Mus musculus,GSM1897905,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897939
SRR2535687,7900908,402946308,51,259,SRX1295280,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094258,SAMN04121979,simple,10090,Mus musculus,GSM1897905,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897856
SRR2535688,7876412,401697012,51,259,SRX1295280,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094258,SAMN04121979,simple,10090,Mus musculus,GSM1897905,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897857
SRR2535689,8038153,409945803,51,264,SRX1295280,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094258,SAMN04121979,simple,10090,Mus musculus,GSM1897905,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897858
SRR2535690,7858895,400803645,51,257,SRX1295280,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094258,SAMN04121979,simple,10090,Mus musculus,GSM1897905,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897859
SRR2535691,7936162,404744262,51,262,SRX1295280,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094258,SAMN04121979,simple,10090,Mus musculus,GSM1897905,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897860
SRR2535692,8093651,412776201,51,266,SRX1295280,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094258,SAMN04121979,simple,10090,Mus musculus,GSM1897905,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897861
SRR2535693,7915062,403668162,51,259,SRX1295280,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094258,SAMN04121979,simple,10090,Mus musculus,GSM1897905,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897862
SRR2535694,7920568,403948968,51,261,SRX1295280,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094258,SAMN04121979,simple,10090,Mus musculus,GSM1897905,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT06_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897863
SRR2535695,6574308,335289708,51,214,SRX1295281,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094257,SAMN04121980,simple,10090,Mus musculus,GSM1897906,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897864
SRR2535696,6771738,345358638,51,222,SRX1295281,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094257,SAMN04121980,simple,10090,Mus musculus,GSM1897906,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897865
SRR2535697,6439724,328425924,51,209,SRX1295281,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094257,SAMN04121980,simple,10090,Mus musculus,GSM1897906,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897866
SRR2535698,6451247,329013597,51,210,SRX1295281,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094257,SAMN04121980,simple,10090,Mus musculus,GSM1897906,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897867
SRR2535699,6452509,329077959,51,209,SRX1295281,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094257,SAMN04121980,simple,10090,Mus musculus,GSM1897906,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897868
SRR2535700,6442771,328581321,51,211,SRX1295281,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094257,SAMN04121980,simple,10090,Mus musculus,GSM1897906,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897869
SRR2535701,6562811,334703361,51,213,SRX1295281,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094257,SAMN04121980,simple,10090,Mus musculus,GSM1897906,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897870
SRR2535702,6421848,327514248,51,208,SRX1295281,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094257,SAMN04121980,simple,10090,Mus musculus,GSM1897906,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897871
SRR2535703,6491218,331052118,51,213,SRX1295281,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094257,SAMN04121980,simple,10090,Mus musculus,GSM1897906,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897872
SRR2535704,6615083,337369233,51,215,SRX1295281,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094257,SAMN04121980,simple,10090,Mus musculus,GSM1897906,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897873
SRR2535705,6461632,329543232,51,209,SRX1295281,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094257,SAMN04121980,simple,10090,Mus musculus,GSM1897906,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897874
SRR2535706,6477179,330336129,51,212,SRX1295281,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094257,SAMN04121980,simple,10090,Mus musculus,GSM1897906,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT10_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897875
SRR2535707,7902989,403052439,51,259,SRX1295282,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094256,SAMN04121981,simple,10090,Mus musculus,GSM1897907,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897876
SRR2535708,8021955,409119705,51,265,SRX1295282,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094256,SAMN04121981,simple,10090,Mus musculus,GSM1897907,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897877
SRR2535709,7702289,392816739,51,252,SRX1295282,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094256,SAMN04121981,simple,10090,Mus musculus,GSM1897907,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897878
SRR2535710,7717542,393594642,51,253,SRX1295282,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094256,SAMN04121981,simple,10090,Mus musculus,GSM1897907,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897879
SRR2535711,7730462,394253562,51,253,SRX1295282,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094256,SAMN04121981,simple,10090,Mus musculus,GSM1897907,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897880
SRR2535712,7711096,393265896,51,254,SRX1295282,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094256,SAMN04121981,simple,10090,Mus musculus,GSM1897907,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897881
SRR2535713,7882199,401992149,51,258,SRX1295282,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094256,SAMN04121981,simple,10090,Mus musculus,GSM1897907,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897882
SRR2535714,7696440,392518440,51,251,SRX1295282,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094256,SAMN04121981,simple,10090,Mus musculus,GSM1897907,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897883
SRR2535715,7756446,395578746,51,256,SRX1295282,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094256,SAMN04121981,simple,10090,Mus musculus,GSM1897907,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897884
SRR2535716,7947921,405343971,51,261,SRX1295282,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094256,SAMN04121981,simple,10090,Mus musculus,GSM1897907,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897885
SRR2535717,7739750,394727250,51,253,SRX1295282,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094256,SAMN04121981,simple,10090,Mus musculus,GSM1897907,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897886
SRR2535718,7746277,395060127,51,255,SRX1295282,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094256,SAMN04121981,simple,10090,Mus musculus,GSM1897907,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT14_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897887
SRR2535719,8127675,414511425,51,263,SRX1295283,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094255,SAMN04121982,simple,10090,Mus musculus,GSM1897908,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897888
SRR2535720,8265900,421560900,51,270,SRX1295283,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094255,SAMN04121982,simple,10090,Mus musculus,GSM1897908,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897889
SRR2535721,7939108,404894508,51,257,SRX1295283,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094255,SAMN04121982,simple,10090,Mus musculus,GSM1897908,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897890
SRR2535722,7980431,407001981,51,259,SRX1295283,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094255,SAMN04121982,simple,10090,Mus musculus,GSM1897908,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897891
SRR2535723,7980381,406999431,51,258,SRX1295283,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094255,SAMN04121982,simple,10090,Mus musculus,GSM1897908,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_RF_ZT18_C_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897892
