Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,time point,rna-pretreatment,molecule subtype,sub_species,GEO Accession
SRR10400996,4576947,233424297,51,73,SRX7101043,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613300,SAMN13198678,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150233,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer mid-Glucose Ribo-seq rep3,cell culture,ZM4,mid-glucose,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150169
SRR10400997,3543062,180696162,51,57,SRX7101044,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613301,SAMN13198677,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150234,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary Ribo-seq rep1,cell culture,ZM4,mid-glucose,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150170
SRR10400998,3538527,180464877,51,57,SRX7101044,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613301,SAMN13198677,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150234,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary Ribo-seq rep1,cell culture,ZM4,mid-glucose,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150171
SRR10400999,3827598,195207498,51,61,SRX7101044,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613301,SAMN13198677,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150234,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary Ribo-seq rep1,cell culture,ZM4,stationary,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150172
SRR10401000,3749545,191226795,51,60,SRX7101044,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613301,SAMN13198677,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150234,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary Ribo-seq rep1,cell culture,ZM4,stationary,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150173
SRR10401001,4348756,221786556,51,70,SRX7101045,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613302,SAMN13198676,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150235,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary Ribo-seq rep2,cell culture,ZM4,stationary,RppH-treated,rRNA-depleted RNA,mobilis,GSM4150174
SRR10401002,4357497,222232347,51,70,SRX7101045,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613302,SAMN13198676,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150235,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary Ribo-seq rep2,cell culture,ZM4,mid-glucose,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150175
SRR10401003,5670674,289204374,51,92,SRX7101045,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613302,SAMN13198676,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150235,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary Ribo-seq rep2,cell culture,ZM4,mid-glucose,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150176
SRR10401004,5550441,283072491,51,90,SRX7101045,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613302,SAMN13198676,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150235,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary Ribo-seq rep2,cell culture,ZM4,mid-glucose,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150177
SRR10401005,3835007,195585357,51,61,SRX7101046,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613303,SAMN13198675,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150236,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary Ribo-seq rep3,cell culture,ZM4,stationary,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150178
SRR10401006,3833982,195533082,51,61,SRX7101046,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613303,SAMN13198675,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150236,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary Ribo-seq rep3,cell culture,ZM4,stationary,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150179
SRR10401007,4937627,251818977,51,81,SRX7101046,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613303,SAMN13198675,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150236,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary Ribo-seq rep3,cell culture,ZM4,stationary,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150180
SRR10401008,4824104,246029304,51,78,SRX7101046,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613303,SAMN13198675,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150236,GEO,SRA991514,07,2020,Vera,cell culture,MMG Anaer Stationary Ribo-seq rep3,cell culture,ZM4,mid-glucose,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150181
SRR10401009,3466409,176786859,51,55,SRX7101047,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613304,SAMN13198674,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150237,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose Ribo-seq rep1,cell culture,ZM4,mid-glucose,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150182
SRR10401010,3473280,177137280,51,56,SRX7101047,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613304,SAMN13198674,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150237,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose Ribo-seq rep1,cell culture,ZM4,mid-glucose,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150183
SRR10401011,3572874,182216574,51,58,SRX7101047,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613304,SAMN13198674,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150237,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose Ribo-seq rep1,cell culture,ZM4,stationary,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150184
SRR10401012,3504534,178731234,51,56,SRX7101047,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613304,SAMN13198674,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150237,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose Ribo-seq rep1,cell culture,ZM4,stationary,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150185
SRR10401013,3606701,183941751,51,58,SRX7101048,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613305,SAMN13198673,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150238,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose Ribo-seq rep2,cell culture,ZM4,stationary,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150186
SRR10401014,3614265,184327515,51,58,SRX7101048,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613305,SAMN13198673,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150238,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose Ribo-seq rep2,cell culture,ZM4,stationary,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150187
SRR10401015,3165100,161420100,51,50,SRX7101048,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613305,SAMN13198673,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150238,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose Ribo-seq rep2,cell culture,ZM4,mid-glucose,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150188
SRR10401016,3107970,158506470,51,49,SRX7101048,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613305,SAMN13198673,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150238,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose Ribo-seq rep2,cell culture,ZM4,mid-glucose,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150189
SRR10401017,4604198,234814098,51,74,SRX7101049,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613306,SAMN13198713,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150239,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose Ribo-seq rep3,cell culture,ZM4,mid-glucose,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150190
SRR10401018,4594214,234304914,51,74,SRX7101049,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613306,SAMN13198713,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150239,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose Ribo-seq rep3,cell culture,ZM4,stationary,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150191
SRR10401019,4286980,218635980,51,67,SRX7101049,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613306,SAMN13198713,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150239,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose Ribo-seq rep3,cell culture,ZM4,stationary,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150192
SRR10401020,4202794,214342494,51,65,SRX7101049,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613306,SAMN13198713,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150239,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero mid-Glucose Ribo-seq rep3,cell culture,ZM4,stationary,RppH-untreated,rRNA-depleted RNA,mobilis,GSM4150193
SRR10401021,3759616,191740416,51,60,SRX7101050,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613307,SAMN13198712,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150240,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep1,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150194
SRR10401022,3756471,191580021,51,60,SRX7101050,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613307,SAMN13198712,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150240,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep1,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150195
SRR10401023,1797894,91692594,51,28,SRX7101050,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613307,SAMN13198712,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150240,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep1,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150196
SRR10401024,1761101,89816151,51,28,SRX7101050,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613307,SAMN13198712,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150240,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep1,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150197
SRR10401025,5573863,284267013,51,90,SRX7101051,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613308,SAMN13198711,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150241,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep2,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150198
SRR10401026,5570692,284105292,51,90,SRX7101051,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613308,SAMN13198711,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150241,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep2,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150199
SRR10401027,4223069,215376519,51,67,SRX7101051,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613308,SAMN13198711,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150241,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep2,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150200
SRR10401028,4138895,211083645,51,65,SRX7101051,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613308,SAMN13198711,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150241,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep2,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150201
SRR10401029,4852135,247458885,51,79,SRX7101052,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613309,SAMN13198672,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150242,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep3,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150202
SRR10401030,4831874,246425574,51,78,SRX7101052,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613309,SAMN13198672,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150242,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep3,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150203
SRR10401031,5741835,292833585,51,92,SRX7101052,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613309,SAMN13198672,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150242,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep3,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150204
SRR10401032,5625383,286894533,51,89,SRX7101052,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613309,SAMN13198672,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150242,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep3,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150205
SRR10401033,3509143,178966293,51,56,SRX7101053,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613310,SAMN13198671,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150243,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep4,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150206
SRR10401034,3519059,179472009,51,57,SRX7101053,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613310,SAMN13198671,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150243,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep4,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150207
SRR10401035,3289246,167751546,51,53,SRX7101053,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613310,SAMN13198671,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150243,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep4,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150208
SRR10401036,3220152,164227752,51,52,SRX7101053,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613310,SAMN13198671,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150243,GEO,SRA991514,07,2020,Vera,cell culture,RMG Aero Stationary Ribo-seq rep4,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150209
SRR10401037,3111171,158669721,51,49,SRX7101054,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613311,SAMN13198670,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150244,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose Ribo-seq rep1,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150210
SRR10401038,3115521,158891571,51,49,SRX7101054,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613311,SAMN13198670,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150244,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose Ribo-seq rep1,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150211
SRR10401039,4211941,214808991,51,66,SRX7101055,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613312,SAMN13198714,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150245,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose Ribo-seq rep2,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150212
SRR10401040,4221256,215284056,51,66,SRX7101055,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613312,SAMN13198714,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150245,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose Ribo-seq rep2,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150213
SRR10401041,1766591,90096141,51,28,SRX7101056,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613313,SAMN13198710,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150246,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose Ribo-seq rep3,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150214
SRR10401042,1766507,90091857,51,28,SRX7101056,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613313,SAMN13198710,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150246,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer mid-Glucose Ribo-seq rep3,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150215
SRR10401043,4150154,211657854,51,65,SRX7101057,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613314,SAMN13198709,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150247,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary Ribo-seq rep1,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150216
SRR10401044,4151393,211721043,51,66,SRX7101057,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613314,SAMN13198709,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150247,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary Ribo-seq rep1,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150217
SRR10401045,5646354,287964054,51,90,SRX7101058,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613315,SAMN13198708,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150248,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary Ribo-seq rep2,cell culture,ZM4,stationary,N/A,rRNA-depleted RNA,mobilis,GSM4150218
SRR10401046,5643955,287841705,51,90,SRX7101058,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613315,SAMN13198708,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150248,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary Ribo-seq rep2,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150219
SRR10401047,3236964,165085164,51,52,SRX7101059,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613316,SAMN13198707,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150249,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary Ribo-seq rep3,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150220
SRR10401048,3230869,164774319,51,52,SRX7101059,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP228586,PRJNA587699,32694125,"",SRS5613316,SAMN13198707,simple,264203,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,GSM4150249,GEO,SRA991514,07,2020,Vera,cell culture,RMG Anaer Stationary Ribo-seq rep3,cell culture,ZM4,mid-glucose,N/A,rRNA-depleted RNA,mobilis,GSM4150221
