Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,gene expressed,induction concentration,induction od,induction time
SRR9691582,12771989,970671164,76,347,SRX6450817,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104535,SAMN12283998,simple,562,Escherichia coli,GSM3942232,GEO,SRA921338,07,2022,Makar,hsASMT,hsASMT-1 [ribosome profiling],hsTPH_E2K,Gly2,hsTPH_E2K,1mM Rhamnose,0.3,2hr
SRR9691583,4380417,332911692,76,118,SRX6450818,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104537,SAMN12283997,simple,562,Escherichia coli,GSM3942233,GEO,SRA921338,07,2022,Makar,hsASMT,hsASMT-2 [ribosome profiling],hsTPH_N158trunc,Gly2,hsTPH_N158trunc,1mM Rhamnose,0.3,2hr
SRR9691584,4436002,337136152,76,120,SRX6450818,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104537,SAMN12283997,simple,562,Escherichia coli,GSM3942233,GEO,SRA921338,07,2022,Makar,hsASMT,hsASMT-2 [ribosome profiling],hsTPH_N158trunc,Gly2,hsTPH_N158trunc,1mM Rhamnose,0.3,2hr
SRR9691585,4277223,325068948,76,116,SRX6450818,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104537,SAMN12283997,simple,562,Escherichia coli,GSM3942233,GEO,SRA921338,07,2022,Makar,hsASMT,hsASMT-2 [ribosome profiling],hsTPH_N174trunc,Gly2,hsTPH_N174trunc,1mM Rhamnose,0.3,2hr
SRR9691586,4476476,340212176,76,121,SRX6450818,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104537,SAMN12283997,simple,562,Escherichia coli,GSM3942233,GEO,SRA921338,07,2022,Makar,hsASMT,hsASMT-2 [ribosome profiling],hsTPH_N174trunc,Gly2,hsTPH_N174trunc,1mM Rhamnose,0.3,2hr
SRR9691587,4568583,347212308,76,122,SRX6450819,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104536,SAMN12283995,simple,562,Escherichia coli,GSM3942234,GEO,SRA921338,07,2022,Makar,hsPNMT-mb,hsPNMT-mb-1 [ribosome profiling],hsTPH_Ntermtrunc,Gly2,hsTPH_Ntermtrunc,1mM Rhamnose,0.3,2hr
SRR9691588,4529864,344269664,76,122,SRX6450819,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104536,SAMN12283995,simple,562,Escherichia coli,GSM3942234,GEO,SRA921338,07,2022,Makar,hsPNMT-mb,hsPNMT-mb-1 [ribosome profiling],hsTPH_Ntermtrunc,Gly2,hsTPH_Ntermtrunc,1mM Rhamnose,0.3,2hr
SRR9691589,4377407,332682932,76,117,SRX6450819,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104536,SAMN12283995,simple,562,Escherichia coli,GSM3942234,GEO,SRA921338,07,2022,Makar,hsPNMT-mb,hsPNMT-mb-1 [ribosome profiling],hsTPH,Gly2,hsTPH,1mM Rhamnose,0.3,2hr
SRR9691590,4472802,339932952,76,120,SRX6450819,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104536,SAMN12283995,simple,562,Escherichia coli,GSM3942234,GEO,SRA921338,07,2022,Makar,hsPNMT-mb,hsPNMT-mb-1 [ribosome profiling],hsTPH1,Gly2,hsTPH1,1mM Rhamnose,0.3,2hr
SRR9691591,4024160,305836160,76,110,SRX6450820,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104539,SAMN12283994,simple,562,Escherichia coli,GSM3942235,GEO,SRA921338,07,2022,Makar,hsPNMT-mb,hsPNMT-mb-2 [ribosome profiling],hsTPH1,Gly2,hsTPH1,1mM Rhamnose,0.3,2hr
SRR9691592,3934336,299009536,76,108,SRX6450820,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104539,SAMN12283994,simple,562,Escherichia coli,GSM3942235,GEO,SRA921338,07,2022,Makar,hsPNMT-mb,hsPNMT-mb-2 [ribosome profiling],hsTPH,Gly2,hsTPH,1mM Rhamnose,0.3,2hr
SRR9691593,3844028,292146128,76,105,SRX6450820,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104539,SAMN12283994,simple,562,Escherichia coli,GSM3942235,GEO,SRA921338,07,2022,Makar,hsPNMT-mb,hsPNMT-mb-2 [ribosome profiling],hsTPH-E2K-N91I-P99C,Gly2,hsTPH-E2K-N91I-P99C,1mM Rhamnose,0.3,2hr
SRR9691594,3983381,302736956,76,109,SRX6450820,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104539,SAMN12283994,simple,562,Escherichia coli,GSM3942235,GEO,SRA921338,07,2022,Makar,hsPNMT-mb,hsPNMT-mb-2 [ribosome profiling],hsTPH-E2K-N91I-P99C,Gly2,hsTPH-E2K-N91I-P99C,1mM Rhamnose,0.3,2hr
SRR9691595,2198895,167116020,76,55,SRX6450821,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104538,SAMN12283993,simple,562,Escherichia coli,GSM3942236,GEO,SRA921338,07,2022,Makar,hsTPH_E2K,hsTPH_E2K-1 [ribosome profiling],MBP,Gly2,MBP,1mM Rhamnose,0.3,2hr
SRR9691596,2146324,163120624,76,54,SRX6450821,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104538,SAMN12283993,simple,562,Escherichia coli,GSM3942236,GEO,SRA921338,07,2022,Makar,hsTPH_E2K,hsTPH_E2K-1 [ribosome profiling],MBP,Gly2,MBP,1mM Rhamnose,0.3,2hr
SRR9691597,2217952,168564352,76,55,SRX6450821,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104538,SAMN12283993,simple,562,Escherichia coli,GSM3942236,GEO,SRA921338,07,2022,Makar,hsTPH_E2K,hsTPH_E2K-1 [ribosome profiling],msCOMT,Gly2,msCOMT,1mM Rhamnose,0.3,2hr
SRR9691598,2086739,158592164,76,54,SRX6450821,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104538,SAMN12283993,simple,562,Escherichia coli,GSM3942236,GEO,SRA921338,07,2022,Makar,hsTPH_E2K,hsTPH_E2K-1 [ribosome profiling],msCOMT,Gly2,msCOMT,1mM Rhamnose,0.3,2hr
SRR9691599,2882914,219101464,76,73,SRX6450822,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104540,SAMN12283992,simple,562,Escherichia coli,GSM3942237,GEO,SRA921338,07,2022,Makar,hsTPH_E2K,hsTPH_E2K-2 [ribosome profiling],ocAANAT,Gly2,ocAANAT,1mM Rhamnose,0.3,2hr
SRR9691600,2802729,213007404,76,73,SRX6450822,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104540,SAMN12283992,simple,562,Escherichia coli,GSM3942237,GEO,SRA921338,07,2022,Makar,hsTPH_E2K,hsTPH_E2K-2 [ribosome profiling],ocAANAT,Gly2,ocAANAT,1mM Rhamnose,0.3,2hr
SRR9691601,2986397,226966172,76,75,SRX6450822,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104540,SAMN12283992,simple,562,Escherichia coli,GSM3942237,GEO,SRA921338,07,2022,Makar,hsTPH_E2K,hsTPH_E2K-2 [ribosome profiling],osTDC-K374H,Gly2,osTDC-K374H,1mM Rhamnose,0.3,2hr
SRR9691602,2960349,224986524,76,74,SRX6450822,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104540,SAMN12283992,simple,562,Escherichia coli,GSM3942237,GEO,SRA921338,07,2022,Makar,hsTPH_E2K,hsTPH_E2K-2 [ribosome profiling],osTDC-K374H,Gly2,osTDC-K374H,1mM Rhamnose,0.3,2hr
SRR9691603,1759279,133705204,76,44,SRX6450823,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104541,SAMN12283991,simple,562,Escherichia coli,GSM3942238,GEO,SRA921338,07,2022,Makar,hsTPH_N158trunc,hsTPH_N158trunc-1 [ribosome profiling],osTDC-K374L,Gly2,osTDC-K374L,1mM Rhamnose,0.3,2hr
SRR9691604,1776407,135006932,76,45,SRX6450823,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104541,SAMN12283991,simple,562,Escherichia coli,GSM3942238,GEO,SRA921338,07,2022,Makar,hsTPH_N158trunc,hsTPH_N158trunc-1 [ribosome profiling],osTDC-K374L,Gly2,osTDC-K374L,1mM Rhamnose,0.3,2hr
SRR9691605,1651758,125533608,76,43,SRX6450823,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104541,SAMN12283991,simple,562,Escherichia coli,GSM3942238,GEO,SRA921338,07,2022,Makar,hsTPH_N158trunc,hsTPH_N158trunc-1 [ribosome profiling],osTDC-K374Q,Gly2,osTDC-K374Q,1mM Rhamnose,0.3,2hr
SRR9691606,1705886,129647336,76,43,SRX6450823,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104541,SAMN12283991,simple,562,Escherichia coli,GSM3942238,GEO,SRA921338,07,2022,Makar,hsTPH_N158trunc,hsTPH_N158trunc-1 [ribosome profiling],osTDC-K374Q,Gly2,osTDC-K374Q,1mM Rhamnose,0.3,2hr
SRR9691607,2009765,152742140,76,50,SRX6450824,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104542,SAMN12283990,simple,562,Escherichia coli,GSM3942239,GEO,SRA921338,07,2022,Makar,hsTPH_N158trunc,hsTPH_N158trunc-2 [ribosome profiling],osTDC-L360V,Gly2,osTDC-L360V,1mM Rhamnose,0.3,2hr
SRR9691608,1915425,145572300,76,50,SRX6450824,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104542,SAMN12283990,simple,562,Escherichia coli,GSM3942239,GEO,SRA921338,07,2022,Makar,hsTPH_N158trunc,hsTPH_N158trunc-2 [ribosome profiling],osTDC-L360V,Gly2,osTDC-L360V,1mM Rhamnose,0.3,2hr
SRR9691609,2032530,154472280,76,51,SRX6450824,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104542,SAMN12283990,simple,562,Escherichia coli,GSM3942239,GEO,SRA921338,07,2022,Makar,hsTPH_N158trunc,hsTPH_N158trunc-2 [ribosome profiling],pmTPH,Gly2,pmTPH,1mM Rhamnose,0.3,2hr
SRR9691610,1969857,149709132,76,50,SRX6450824,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104542,SAMN12283990,simple,562,Escherichia coli,GSM3942239,GEO,SRA921338,07,2022,Makar,hsTPH_N158trunc,hsTPH_N158trunc-2 [ribosome profiling],pmTPH,Gly2,pmTPH,1mM Rhamnose,0.3,2hr
SRR9691611,1981245,150574620,76,51,SRX6450825,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104543,SAMN12283989,simple,562,Escherichia coli,GSM3942240,GEO,SRA921338,07,2022,Makar,hsTPH_N174trunc,hsTPH_N174trunc-1 [ribosome profiling],RFC_v1,Gly2,RFC_v1,1mM Rhamnose,0.3,2hr
SRR9691612,2048075,155653700,76,52,SRX6450825,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104543,SAMN12283989,simple,562,Escherichia coli,GSM3942240,GEO,SRA921338,07,2022,Makar,hsTPH_N174trunc,hsTPH_N174trunc-1 [ribosome profiling],RFC_v1,Gly2,RFC_v1,1mM Rhamnose,0.3,2hr
SRR9691613,1927671,146502996,76,50,SRX6450825,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104543,SAMN12283989,simple,562,Escherichia coli,GSM3942240,GEO,SRA921338,07,2022,Makar,hsTPH_N174trunc,hsTPH_N174trunc-1 [ribosome profiling],RFC_v2,Gly2,RFC_v2,1mM Rhamnose,0.3,2hr
SRR9691614,2029265,154224140,76,51,SRX6450825,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104543,SAMN12283989,simple,562,Escherichia coli,GSM3942240,GEO,SRA921338,07,2022,Makar,hsTPH_N174trunc,hsTPH_N174trunc-1 [ribosome profiling],RFC_v2,Gly2,RFC_v2,1mM Rhamnose,0.3,2hr
SRR9691615,2713631,206235956,76,69,SRX6450826,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104544,SAMN12283996,simple,562,Escherichia coli,GSM3942241,GEO,SRA921338,07,2022,Makar,hsTPH_N174trunc,hsTPH_N174trunc-2 [ribosome profiling],RFC_v3,Gly2,RFC_v3,1mM Rhamnose,0.3,2hr
SRR9691616,2808841,213471916,76,71,SRX6450826,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104544,SAMN12283996,simple,562,Escherichia coli,GSM3942241,GEO,SRA921338,07,2022,Makar,hsTPH_N174trunc,hsTPH_N174trunc-2 [ribosome profiling],RFC_v3,Gly2,RFC_v3,1mM Rhamnose,0.3,2hr
SRR9691617,2784682,211635832,76,70,SRX6450826,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104544,SAMN12283996,simple,562,Escherichia coli,GSM3942241,GEO,SRA921338,07,2022,Makar,hsTPH_N174trunc,hsTPH_N174trunc-2 [ribosome profiling],RFC,Gly2,RFC,1mM Rhamnose,0.3,2hr
SRR9691618,2638815,200549940,76,69,SRX6450826,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104544,SAMN12283996,simple,562,Escherichia coli,GSM3942241,GEO,SRA921338,07,2022,Makar,hsTPH_N174trunc,hsTPH_N174trunc-2 [ribosome profiling],RFC,Gly2,RFC,1mM Rhamnose,0.3,2hr
SRR9691619,2393578,181911928,76,61,SRX6450827,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104545,SAMN12283988,simple,562,Escherichia coli,GSM3942242,GEO,SRA921338,07,2022,Makar,hsTPH_Ntermtrunc,hsTPH_Ntermtrunc-1 [ribosome profiling],rnCOMT_sol,Gly2,rnCOMT_sol,1mM Rhamnose,0.3,2hr
SRR9691620,2273574,172791624,76,60,SRX6450827,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104545,SAMN12283988,simple,562,Escherichia coli,GSM3942242,GEO,SRA921338,07,2022,Makar,hsTPH_Ntermtrunc,hsTPH_Ntermtrunc-1 [ribosome profiling],rnCOMT_sol,Gly2,rnCOMT_sol,1mM Rhamnose,0.3,2hr
SRR9691621,2372440,180305440,76,60,SRX6450827,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104545,SAMN12283988,simple,562,Escherichia coli,GSM3942242,GEO,SRA921338,07,2022,Makar,hsTPH_Ntermtrunc,hsTPH_Ntermtrunc-1 [ribosome profiling],rnPNMT,Gly2,rnPNMT,1mM Rhamnose,0.3,2hr
SRR9691622,2340755,177897380,76,61,SRX6450827,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104545,SAMN12283988,simple,562,Escherichia coli,GSM3942242,GEO,SRA921338,07,2022,Makar,hsTPH_Ntermtrunc,hsTPH_Ntermtrunc-1 [ribosome profiling],rnPNMT,Gly2,rnPNMT,1mM Rhamnose,0.3,2hr
SRR9691623,2263041,171991116,76,59,SRX6450828,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104546,SAMN12283987,simple,562,Escherichia coli,GSM3942243,GEO,SRA921338,07,2022,Makar,hsTPH_Ntermtrunc,hsTPH_Ntermtrunc-2 [ribosome profiling],rnTDC,Gly2,rnTDC,1mM Rhamnose,0.3,2hr
SRR9691624,2400813,182461788,76,60,SRX6450828,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104546,SAMN12283987,simple,562,Escherichia coli,GSM3942243,GEO,SRA921338,07,2022,Makar,hsTPH_Ntermtrunc,hsTPH_Ntermtrunc-2 [ribosome profiling],rnTDC,Gly2,rnTDC,1mM Rhamnose,0.3,2hr
SRR9691625,2321380,176424880,76,59,SRX6450828,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104546,SAMN12283987,simple,562,Escherichia coli,GSM3942243,GEO,SRA921338,07,2022,Makar,hsTPH_Ntermtrunc,hsTPH_Ntermtrunc-2 [ribosome profiling],rnTDC-trunc,Gly2,rnTDC-trunc,1mM Rhamnose,0.3,2hr
SRR9691626,2378412,180759312,76,59,SRX6450828,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104546,SAMN12283987,simple,562,Escherichia coli,GSM3942243,GEO,SRA921338,07,2022,Makar,hsTPH_Ntermtrunc,hsTPH_Ntermtrunc-2 [ribosome profiling],rnTDC-trunc,Gly2,rnTDC-trunc,1mM Rhamnose,0.3,2hr
SRR9691627,1835130,139469880,76,46,SRX6450829,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104547,SAMN12283986,simple,562,Escherichia coli,GSM3942244,GEO,SRA921338,07,2022,Makar,hsTPH,hsTPH-1 [ribosome profiling],saCOMT-T2A,Gly2,saCOMT-T2A,1mM Rhamnose,0.3,2hr
SRR9691628,1757291,133554116,76,46,SRX6450829,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104547,SAMN12283986,simple,562,Escherichia coli,GSM3942244,GEO,SRA921338,07,2022,Makar,hsTPH,hsTPH-1 [ribosome profiling],saCOMT-T2A,Gly2,saCOMT-T2A,1mM Rhamnose,0.3,2hr
SRR9691629,1808048,137411648,76,46,SRX6450829,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104547,SAMN12283986,simple,562,Escherichia coli,GSM3942244,GEO,SRA921338,07,2022,Makar,hsTPH,hsTPH-1 [ribosome profiling],sfCOMT,Gly2,sfCOMT,1mM Rhamnose,0.3,2hr
SRR9691630,1851982,140750632,76,47,SRX6450829,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104547,SAMN12283986,simple,562,Escherichia coli,GSM3942244,GEO,SRA921338,07,2022,Makar,hsTPH,hsTPH-1 [ribosome profiling],sfCOMT,Gly2,sfCOMT,1mM Rhamnose,0.3,2hr
SRR9691631,2754723,209358948,76,73,SRX6450830,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104549,SAMN12283985,simple,562,Escherichia coli,GSM3942245,GEO,SRA921338,07,2022,Makar,hsTPH1,hsTPH1-1 [ribosome profiling],sgAANAT-D63G,Gly2,sgAANAT-D63G,1mM Rhamnose,0.3,2hr
SRR9691632,2631489,199993164,76,71,SRX6450830,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104549,SAMN12283985,simple,562,Escherichia coli,GSM3942245,GEO,SRA921338,07,2022,Makar,hsTPH1,hsTPH1-1 [ribosome profiling],sgAANAT-D63G,Gly2,sgAANAT-D63G,1mM Rhamnose,0.3,2hr
SRR9691633,2636411,200367236,76,70,SRX6450830,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104549,SAMN12283985,simple,562,Escherichia coli,GSM3942245,GEO,SRA921338,07,2022,Makar,hsTPH1,hsTPH1-1 [ribosome profiling],ssDDC,Gly2,ssDDC,1mM Rhamnose,0.3,2hr
SRR9691634,2503348,190254448,76,67,SRX6450830,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104549,SAMN12283985,simple,562,Escherichia coli,GSM3942245,GEO,SRA921338,07,2022,Makar,hsTPH1,hsTPH1-1 [ribosome profiling],ssDDC,Gly2,ssDDC,1mM Rhamnose,0.3,2hr
SRR9691635,3219866,244709816,76,87,SRX6450831,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104548,SAMN12283984,simple,562,Escherichia coli,GSM3942246,GEO,SRA921338,07,2022,Makar,hsTPH1,hsTPH1-2 [ribosome profiling],TP53B1,Gly2,TP53B1,1mM Rhamnose,0.3,2hr
SRR9691636,3403854,258692904,76,93,SRX6450831,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104548,SAMN12283984,simple,562,Escherichia coli,GSM3942246,GEO,SRA921338,07,2022,Makar,hsTPH1,hsTPH1-2 [ribosome profiling],TP53B1,Gly2,TP53B1,1mM Rhamnose,0.3,2hr
SRR9691637,3576066,271781016,76,97,SRX6450831,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104548,SAMN12283984,simple,562,Escherichia coli,GSM3942246,GEO,SRA921338,07,2022,Makar,hsTPH1,hsTPH1-2 [ribosome profiling],WT,Gly2,none (wild type),1mM Rhamnose,0.3,2hr
SRR9691638,3386656,257385856,76,91,SRX6450831,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104548,SAMN12283984,simple,562,Escherichia coli,GSM3942246,GEO,SRA921338,07,2022,Makar,hsTPH1,hsTPH1-2 [ribosome profiling],WT,Gly2,none (wild type),1mM Rhamnose,0.3,2hr
SRR9691639,2266253,172235228,76,58,SRX6450832,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104550,SAMN12284024,simple,562,Escherichia coli,GSM3942247,GEO,SRA921338,07,2022,Makar,hsTPH,hsTPH-2 [ribosome profiling],atASMT-325G,Gly2,atASMT-325G,1mM Rhamnose,0.3,2hr
SRR9691640,2282723,173486948,76,59,SRX6450832,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104550,SAMN12284024,simple,562,Escherichia coli,GSM3942247,GEO,SRA921338,07,2022,Makar,hsTPH,hsTPH-2 [ribosome profiling],atASMT-325G,Gly2,atASMT-325G,1mM Rhamnose,0.3,2hr
SRR9691641,2219349,168670524,76,58,SRX6450832,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104550,SAMN12284024,simple,562,Escherichia coli,GSM3942247,GEO,SRA921338,07,2022,Makar,hsTPH,hsTPH-2 [ribosome profiling],bpTDC,Gly2,bpTDC,1mM Rhamnose,0.3,2hr
SRR9691642,2163300,164410800,76,58,SRX6450832,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104550,SAMN12284024,simple,562,Escherichia coli,GSM3942247,GEO,SRA921338,07,2022,Makar,hsTPH,hsTPH-2 [ribosome profiling],bpTDC,Gly2,bpTDC,1mM Rhamnose,0.3,2hr
SRR9691643,3397046,258175496,76,95,SRX6450833,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104552,SAMN12284023,simple,562,Escherichia coli,GSM3942248,GEO,SRA921338,07,2022,Makar,hsTPH-E2K-N91I-P99C,hsTPH-E2K-N91I-P99C-1 [ribosome profiling],BRCA,Gly2,BRCA,1mM Rhamnose,0.3,2hr
SRR9691644,3471559,263838484,76,96,SRX6450833,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP214776,PRJNA554781,1,"",SRS5104552,SAMN12284023,simple,562,Escherichia coli,GSM3942248,GEO,SRA921338,07,2022,Makar,hsTPH-E2K-N91I-P99C,hsTPH-E2K-N91I-P99C-1 [ribosome profiling],BRCA,Gly2,BRCA,1mM Rhamnose,0.3,2hr
