Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cell type,strain,genotype,GEO Accession
SRR9029733,11990522,611516622,51,205,SRX5807064,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736527,SAMN11604858,simple,10090,Mus musculus,GSM3755922,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp1_rep2,Ne4C_Trim71KO_exp1_rep2,Huh7_WT_rep1,Huh-7,JCRB0403,-,GSM3755934
SRR9029734,11974137,610680987,51,206,SRX5807064,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736527,SAMN11604858,simple,10090,Mus musculus,GSM3755922,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp1_rep2,Ne4C_Trim71KO_exp1_rep2,Huh7_WT_rep2,Huh-7,JCRB0403,-,GSM3755935
SRR9029735,11788878,601232778,51,202,SRX5807065,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736528,SAMN11604857,simple,10090,Mus musculus,GSM3755923,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp1_rep3,Ne4C_Trim71KO_exp1_rep3,Huh7_WT_rep3,Huh-7,JCRB0403,-,GSM3755936
SRR9029736,11780472,600804072,51,201,SRX5807065,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736528,SAMN11604857,simple,10090,Mus musculus,GSM3755923,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp1_rep3,Ne4C_Trim71KO_exp1_rep3,Huh7_Trim71KO_rep1,Huh-7,JCRB0403,TRIM71 -/-,GSM3755937
SRR9029737,11828255,603241005,51,201,SRX5807065,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736528,SAMN11604857,simple,10090,Mus musculus,GSM3755923,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp1_rep3,Ne4C_Trim71KO_exp1_rep3,Huh7_Trim71KO_rep2,Huh-7,JCRB0403,TRIM71 -/-,GSM3755938
SRR9029738,11812058,602414958,51,202,SRX5807065,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736528,SAMN11604857,simple,10090,Mus musculus,GSM3755923,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp1_rep3,Ne4C_Trim71KO_exp1_rep3,Huh7_Trim71KO_rep3,Huh-7,JCRB0403,TRIM71 -/-,GSM3755939
SRR9029739,48365910,2466661410,51,817,SRX5807066,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736529,SAMN11604855,simple,10090,Mus musculus,GSM3755924,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp2_rep1,Ne4C_WT_exp2_rep1,mESC_rpf_WT_batch1_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755940
SRR9029740,48539351,2475506901,51,824,SRX5807067,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736530,SAMN11604854,simple,10090,Mus musculus,GSM3755925,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp2_rep2,Ne4C_WT_exp2_rep2,mESC_rpf_Trim71KO_batch1_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755941
SRR9029741,49494183,2524203333,51,839,SRX5807068,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736531,SAMN11604853,simple,10090,Mus musculus,GSM3755926,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp2_rep3,Ne4C_WT_exp2_rep3,mESC_rpf_WT_batch1_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755942
SRR9029742,46044786,2348284086,51,782,SRX5807069,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736532,SAMN11604852,simple,10090,Mus musculus,GSM3755927,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp2_rep1,Ne4C_Trim71KO_exp2_rep1,mESC_rpf_Trim71KO_batch1_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755943
SRR9029743,49047510,2501423010,51,833,SRX5807070,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736533,SAMN11604851,simple,10090,Mus musculus,GSM3755928,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp2_rep2,Ne4C_Trim71KO_exp2_rep2,mESC_rpf_WT_batch2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755944
SRR9029744,50354093,2568058743,51,852,SRX5807071,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736534,SAMN11604893,simple,10090,Mus musculus,GSM3755929,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp2_rep3,Ne4C_Trim71KO_exp2_rep3,mESC_rpf_Trim71KO_batch2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755945
SRR9029745,25665628,1308947028,51,474,SRX5807072,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736535,SAMN11604892,simple,10090,Mus musculus,GSM3755930,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp3_rep1,Ne4C_WT_exp3_rep1,mESC_rpf_WT_batch2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755946
SRR9029746,25661461,1308734511,51,472,SRX5807072,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736535,SAMN11604892,simple,10090,Mus musculus,GSM3755930,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp3_rep1,Ne4C_WT_exp3_rep1,mESC_rpf_Trim71KO_batch2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755947
SRR9029747,24140103,1231145253,51,448,SRX5807073,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736536,SAMN11604891,simple,10090,Mus musculus,GSM3755931,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp3_rep2,Ne4C_WT_exp3_rep2,mESC_WT_batch1_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755888
SRR9029748,24148954,1231596654,51,446,SRX5807073,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736536,SAMN11604891,simple,10090,Mus musculus,GSM3755931,GEO,SRA884331,08,2019,Welte,Ne4C_WT_exp3_rep2,Ne4C_WT_exp3_rep2,mESC_Trim71KO_batch1_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755889
SRR9029749,27343601,1394523651,51,501,SRX5807074,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736537,SAMN11604890,simple,10090,Mus musculus,GSM3755932,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp3_rep1,Ne4C_Trim71KO_exp3_rep1,mESC_WT_batch1_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755890
SRR9029750,27292920,1391938920,51,498,SRX5807074,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736537,SAMN11604890,simple,10090,Mus musculus,GSM3755932,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp3_rep1,Ne4C_Trim71KO_exp3_rep1,mESC_Trim71KO_batch1_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755891
SRR9029751,33596500,1713421500,51,618,SRX5807075,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736538,SAMN11604828,simple,10090,Mus musculus,GSM3755933,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp3_rep2,Ne4C_Trim71KO_exp3_rep2,mESC_WT_batch2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755892
SRR9029752,33534076,1710237876,51,614,SRX5807075,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736538,SAMN11604828,simple,10090,Mus musculus,GSM3755933,GEO,SRA884331,08,2019,Welte,Ne4C_Trim71KO_exp3_rep2,Ne4C_Trim71KO_exp3_rep2,mESC_Trim71KO_batch2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755893
SRR9029753,40380499,2059405449,51,671,SRX5807076,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736539,SAMN11604827,simple,9606,Homo sapiens,GSM3755934,GEO,SRA884331,08,2019,Welte,Huh7_WT_rep1,Huh7_WT_rep1,mESC_WT_batch2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755894
SRR9029754,42175486,2150949786,51,707,SRX5807077,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736540,SAMN11604826,simple,9606,Homo sapiens,GSM3755935,GEO,SRA884331,08,2019,Welte,Huh7_WT_rep2,Huh7_WT_rep2,mESC_Trim71KO_batch2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755895
SRR9029755,39815437,2030587287,51,669,SRX5807078,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736541,SAMN11604825,simple,9606,Homo sapiens,GSM3755936,GEO,SRA884331,08,2019,Welte,Huh7_WT_rep3,Huh7_WT_rep3,mESC_WT_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755896
SRR9029756,40283781,2054472831,51,660,SRX5807079,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736542,SAMN11604823,simple,9606,Homo sapiens,GSM3755937,GEO,SRA884331,08,2019,Welte,Huh7_Trim71KO_rep1,Huh7_Trim71KO_rep1,mESC_WT_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755897
SRR9029757,39918695,2035853445,51,663,SRX5807080,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736543,SAMN11604822,simple,9606,Homo sapiens,GSM3755938,GEO,SRA884331,08,2019,Welte,Huh7_Trim71KO_rep2,Huh7_Trim71KO_rep2,mESC_WT_rep3,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755898
SRR9029758,41761044,2129813244,51,685,SRX5807081,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736544,SAMN11604820,simple,9606,Homo sapiens,GSM3755939,GEO,SRA884331,08,2019,Welte,Huh7_Trim71KO_rep3,Huh7_Trim71KO_rep3,mESC_Trim71KO_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755899
SRR9029759,22553247,1150215597,51,423,SRX5807082,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736545,SAMN11604819,simple,10090,Mus musculus,GSM3755940,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch1_rep1,mESC_rpf_WT_batch1_rep1,mESC_Trim71KO_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755900
SRR9029760,22451251,1145013801,51,423,SRX5807082,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736545,SAMN11604819,simple,10090,Mus musculus,GSM3755940,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch1_rep1,mESC_rpf_WT_batch1_rep1,mESC_Trim71KO_rep3,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755901
SRR9029761,22469506,1145944806,51,423,SRX5807082,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736545,SAMN11604819,simple,10090,Mus musculus,GSM3755940,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch1_rep1,mESC_rpf_WT_batch1_rep1,mESC_Trim71RING_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71C12AC15A/C12AC15A,GSM3755902
SRR9029762,22594793,1152334443,51,421,SRX5807082,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736545,SAMN11604819,simple,10090,Mus musculus,GSM3755940,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch1_rep1,mESC_rpf_WT_batch1_rep1,mESC_Trim71RING_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71C12AC15A/C12AC15A,GSM3755903
SRR9029763,22529587,1149008937,51,419,SRX5807082,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736545,SAMN11604819,simple,10090,Mus musculus,GSM3755940,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch1_rep1,mESC_rpf_WT_batch1_rep1,mESC_Trim71RING_rep3,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71C12AC15A/C12AC15A,GSM3755904
SRR9029764,23069766,1176558066,51,429,SRX5807082,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736545,SAMN11604819,simple,10090,Mus musculus,GSM3755940,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch1_rep1,mESC_rpf_WT_batch1_rep1,mESC_Trim71NHL_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71R738A/R738A,GSM3755905
SRR9029765,19176682,978010782,51,353,SRX5807083,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736546,SAMN11604817,simple,10090,Mus musculus,GSM3755941,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch1_rep1,mESC_rpf_Trim71KO_batch1_rep1,mESC_Trim71NHL_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71R738A/R738A,GSM3755906
SRR9029766,19093567,973771917,51,354,SRX5807083,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736546,SAMN11604817,simple,10090,Mus musculus,GSM3755941,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch1_rep1,mESC_rpf_Trim71KO_batch1_rep1,mESC_Trim71NHL_rep3,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71R738A/R738A,GSM3755907
SRR9029767,19125370,975393870,51,355,SRX5807083,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736546,SAMN11604817,simple,10090,Mus musculus,GSM3755941,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch1_rep1,mESC_rpf_Trim71KO_batch1_rep1,mESC_WT_LIF_exp1_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755908
SRR9029768,19166837,977508687,51,352,SRX5807083,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736546,SAMN11604817,simple,10090,Mus musculus,GSM3755941,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch1_rep1,mESC_rpf_Trim71KO_batch1_rep1,mESC_Trim71KO_LIF_exp1_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755909
SRR9029769,19109734,974596434,51,350,SRX5807083,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736546,SAMN11604817,simple,10090,Mus musculus,GSM3755941,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch1_rep1,mESC_rpf_Trim71KO_batch1_rep1,mESC_WT_LIF_exp2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755910
SRR9029770,19469685,992953935,51,354,SRX5807083,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736546,SAMN11604817,simple,10090,Mus musculus,GSM3755941,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch1_rep1,mESC_rpf_Trim71KO_batch1_rep1,mESC_WT_LIF_exp2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5,GSM3755911
SRR9029771,18901081,963955131,51,334,SRX5807084,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736547,SAMN11604816,simple,10090,Mus musculus,GSM3755942,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch1_rep2,mESC_rpf_WT_batch1_rep2,mESC_Trim71KO_LIF_exp2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755912
SRR9029772,18854790,961594290,51,336,SRX5807084,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736547,SAMN11604816,simple,10090,Mus musculus,GSM3755942,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch1_rep2,mESC_rpf_WT_batch1_rep2,mESC_Trim71KO_LIF_exp2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,GSM3755913
SRR9029773,18890453,963413103,51,336,SRX5807084,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736547,SAMN11604816,simple,10090,Mus musculus,GSM3755942,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch1_rep2,mESC_rpf_WT_batch1_rep2,mESC_Trim71NHL_LIF_exp2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71R738A/R738A,GSM3755914
SRR9029774,18877801,962767851,51,332,SRX5807084,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736547,SAMN11604816,simple,10090,Mus musculus,GSM3755942,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch1_rep2,mESC_rpf_WT_batch1_rep2,mESC_Trim71NHL_LIF_exp2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71R738A/R738A,GSM3755915
SRR9029775,18808162,959216262,51,330,SRX5807084,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736547,SAMN11604816,simple,10090,Mus musculus,GSM3755942,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch1_rep2,mESC_rpf_WT_batch1_rep2,mESC_Trim71RING_LIF_exp2_rep1,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71C12AC15A/C12AC15A,GSM3755916
SRR9029776,19120480,975144480,51,331,SRX5807084,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736547,SAMN11604816,simple,10090,Mus musculus,GSM3755942,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch1_rep2,mESC_rpf_WT_batch1_rep2,mESC_Trim71RING_LIF_exp2_rep2,mESC,(129xC57BL/6),Rosa26Cre-ERT2/BirA-V5 TRIM71C12AC15A/C12AC15A,GSM3755917
SRR9029777,19207446,979579746,51,350,SRX5807085,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736548,SAMN11604814,simple,10090,Mus musculus,GSM3755943,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch1_rep2,mESC_rpf_Trim71KO_batch1_rep2,Ne4C_WT_exp1_rep1,Ne4C,CRL-2925,-,GSM3755918
SRR9029778,19132011,975732561,51,351,SRX5807085,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736548,SAMN11604814,simple,10090,Mus musculus,GSM3755943,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch1_rep2,mESC_rpf_Trim71KO_batch1_rep2,Ne4C_WT_exp1_rep2,Ne4C,CRL-2925,-,GSM3755919
SRR9029779,19182570,978311070,51,351,SRX5807085,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736548,SAMN11604814,simple,10090,Mus musculus,GSM3755943,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch1_rep2,mESC_rpf_Trim71KO_batch1_rep2,Ne4C_WT_exp1_rep3,Ne4C,CRL-2925,-,GSM3755920
SRR9029780,19208506,979633806,51,348,SRX5807085,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736548,SAMN11604814,simple,10090,Mus musculus,GSM3755943,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch1_rep2,mESC_rpf_Trim71KO_batch1_rep2,Ne4C_Trim71KO_exp1_rep1,Ne4C,CRL-2925,TRIM71-/-,GSM3755921
SRR9029781,19192813,978833463,51,347,SRX5807085,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736548,SAMN11604814,simple,10090,Mus musculus,GSM3755943,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch1_rep2,mESC_rpf_Trim71KO_batch1_rep2,Ne4C_Trim71KO_exp1_rep2,Ne4C,CRL-2925,TRIM71-/-,GSM3755922
SRR9029782,19716915,1005562665,51,354,SRX5807085,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736548,SAMN11604814,simple,10090,Mus musculus,GSM3755943,GEO,SRA884331,08,2019,Welte,mESC_rpf_Trim71KO_batch1_rep2,mESC_rpf_Trim71KO_batch1_rep2,Ne4C_Trim71KO_exp1_rep3,Ne4C,CRL-2925,TRIM71-/-,GSM3755923
SRR9029783,18000466,918023766,51,315,SRX5807086,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736549,SAMN11604889,simple,10090,Mus musculus,GSM3755944,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch2_rep1,mESC_rpf_WT_batch2_rep1,Ne4C_WT_exp2_rep1,Ne4C,CRL-2925,-,GSM3755924
SRR9029784,17954641,915686691,51,316,SRX5807086,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736549,SAMN11604889,simple,10090,Mus musculus,GSM3755944,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch2_rep1,mESC_rpf_WT_batch2_rep1,Ne4C_WT_exp2_rep2,Ne4C,CRL-2925,-,GSM3755925
SRR9029785,18007690,918392190,51,317,SRX5807086,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP197096,PRJNA541924,31371437,"",SRS4736549,SAMN11604889,simple,10090,Mus musculus,GSM3755944,GEO,SRA884331,08,2019,Welte,mESC_rpf_WT_batch2_rep1,mESC_rpf_WT_batch2_rep1,Ne4C_WT_exp2_rep3,Ne4C,CRL-2925,-,GSM3755926
