Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,condition,timepoint,region,Sex,hemisphere,animalnumber,experiment,block,mousetype,mouseline,libraryprotocol,sampleprocessing,GEO Accession
SRR14058771,45601892,4605791092,101,1383,SRX10433587,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567112,SAMN18473158,simple,10090,Mus musculus,GSM5207798,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_21_vHC_Left_45min,hippocampus,Swim,45min,vHC,male,Left,LeftvsRight_id_6,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207798
SRR14058772,25942236,2620165836,101,790,SRX10433588,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567114,SAMN18473152,simple,10090,Mus musculus,GSM5207799,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_22_dHC_Left_45min,hippocampus,Swim,45min,dHC,male,Left,LeftvsRight_id_6,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207799
SRR14058773,25688668,2594555468,101,779,SRX10433589,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567113,SAMN18473151,simple,10090,Mus musculus,GSM5207800,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_23_vHC_Right_45min,hippocampus,Swim,45min,vHC,male,Right,LeftvsRight_id_6,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207800
SRR14058774,33351386,3368489986,101,1015,SRX10433590,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567115,SAMN18473157,simple,10090,Mus musculus,GSM5207801,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_24_dHC_Right_45min,hippocampus,Swim,45min,dHC,male,Right,LeftvsRight_id_6,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207801
SRR14058775,30244916,3054736516,101,915,SRX10433591,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567117,SAMN18473156,simple,10090,Mus musculus,GSM5207802,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_25_vHC_Left_0min,hippocampus,Homecage,0min,vHC,male,Left,LeftvsRight_id_7,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207802
SRR14058776,22026288,2224655088,101,675,SRX10433592,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567116,SAMN18473155,simple,10090,Mus musculus,GSM5207803,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_26_dHC_Left_0min,hippocampus,Homecage,0min,dHC,male,Left,LeftvsRight_id_7,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207803
SRR14058777,35290618,3564352418,101,1073,SRX10433593,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567118,SAMN18473154,simple,10090,Mus musculus,GSM5207804,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_27_vHC_Right_0min,hippocampus,Homecage,0min,vHC,male,Right,LeftvsRight_id_7,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207804
SRR14058778,30888145,3119702645,101,940,SRX10433594,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567119,SAMN18473153,simple,10090,Mus musculus,GSM5207805,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_28_dHC_Right_0min,hippocampus,Homecage,0min,dHC,male,Right,LeftvsRight_id_7,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207805
SRR14058779,26017919,2627809819,101,793,SRX10433595,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567120,SAMN18473150,simple,10090,Mus musculus,GSM5207806,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_29_vHC_Left_45min,hippocampus,Swim,45min,vHC,male,Left,LeftvsRight_id_8,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207806
SRR14058780,29413068,2970719868,101,894,SRX10433596,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567121,SAMN18473149,simple,10090,Mus musculus,GSM5207807,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_30_dHC_Left_45min,hippocampus,Swim,45min,dHC,male,Left,LeftvsRight_id_8,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207807
SRR14058781,21929484,2214877884,101,667,SRX10433597,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567123,SAMN18473148,simple,10090,Mus musculus,GSM5207808,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_31_vHC_Right_45min,hippocampus,Swim,45min,vHC,male,Right,LeftvsRight_id_8,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207808
SRR14058782,30365396,3066904996,101,922,SRX10433598,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567124,SAMN18473147,simple,10090,Mus musculus,GSM5207809,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_32_dHC_Right_45min,hippocampus,Swim,45min,dHC,male,Right,LeftvsRight_id_8,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207809
SRR14058783,35907100,3626617100,101,1087,SRX10433599,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567122,SAMN18473146,simple,10090,Mus musculus,GSM5207810,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_33_vHC_Left_0min,hippocampus,Homecage,0min,vHC,male,Left,LeftvsRight_id_9,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207810
SRR14058784,31073047,3138377747,101,943,SRX10433600,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567126,SAMN18473145,simple,10090,Mus musculus,GSM5207811,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_34_dHC_Left_0min,hippocampus,Homecage,0min,dHC,male,Left,LeftvsRight_id_9,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207811
SRR14058785,40316787,4071995487,101,1222,SRX10433601,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567125,SAMN18473182,simple,10090,Mus musculus,GSM5207812,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_35_vHC_Right_0min,hippocampus,Homecage,0min,vHC,male,Right,LeftvsRight_id_9,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207812
SRR14058786,28919712,2920890912,101,880,SRX10433602,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567127,SAMN18473180,simple,10090,Mus musculus,GSM5207813,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_36_dHC_Right_0min,hippocampus,Homecage,0min,dHC,male,Right,LeftvsRight_id_9,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207813
SRR14058787,38119777,3850097477,101,1154,SRX10433603,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567128,SAMN18473179,simple,10090,Mus musculus,GSM5207814,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_37_vHC_Left_45min,hippocampus,Swim,45min,vHC,male,Left,LeftvsRight_id_10,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207814
SRR14058788,38867604,3925628004,101,1179,SRX10433604,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567129,SAMN18473178,simple,10090,Mus musculus,GSM5207815,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_38_dHC_Left_45min,hippocampus,Swim,45min,dHC,male,Left,LeftvsRight_id_10,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207815
SRR14058789,26866780,2713544780,101,817,SRX10433605,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567130,SAMN18473177,simple,10090,Mus musculus,GSM5207816,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_39_vHC_Right_45min,hippocampus,Swim,45min,vHC,male,Right,LeftvsRight_id_10,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207816
SRR14058790,32168538,3249022338,101,976,SRX10433606,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567131,SAMN18473176,simple,10090,Mus musculus,GSM5207817,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_40_dHC_Right_45min,hippocampus,Swim,45min,dHC,male,Right,LeftvsRight_id_10,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207817
SRR14058791,26045918,2630637718,101,793,SRX10433607,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567132,SAMN18473175,simple,10090,Mus musculus,GSM5207818,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_41_vHC_Left_45min,hippocampus,Swim,45min,vHC,male,Left,LeftvsRight_id_11,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207818
SRR14058792,32536551,3286191651,101,994,SRX10433608,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567133,SAMN18473174,simple,10090,Mus musculus,GSM5207819,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_42_dHC_Left_45min,hippocampus,Swim,45min,dHC,male,Left,LeftvsRight_id_11,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207819
SRR14058793,33345282,3367873482,101,1010,SRX10433609,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567134,SAMN18473173,simple,10090,Mus musculus,GSM5207820,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_43_vHC_Right_45min,hippocampus,Swim,45min,vHC,male,Right,LeftvsRight_id_11,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207820
SRR14058794,27687850,2796472850,101,848,SRX10433610,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567135,SAMN18473172,simple,10090,Mus musculus,GSM5207821,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_44_dHC_Right_45min,hippocampus,Swim,45min,dHC,male,Right,LeftvsRight_id_11,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207821
SRR14058795,37397595,3777157095,101,1138,SRX10433611,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567136,SAMN18473171,simple,10090,Mus musculus,GSM5207822,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_45_vHC_Left_0min,hippocampus,Homecage,0min,vHC,male,Left,LeftvsRight_id_12,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207822
SRR14058796,31629062,3194535262,101,967,SRX10433612,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567137,SAMN18473170,simple,10090,Mus musculus,GSM5207823,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_46_dHC_Left_0min,hippocampus,Homecage,0min,dHC,male,Left,LeftvsRight_id_12,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207823
SRR14058797,37327460,3770073460,101,1133,SRX10433613,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567138,SAMN18473169,simple,10090,Mus musculus,GSM5207824,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_47_vHC_Right_0min,hippocampus,Homecage,0min,vHC,male,Right,LeftvsRight_id_12,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207824
SRR14058798,29346030,2963949030,101,894,SRX10433614,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567139,SAMN18473168,simple,10090,Mus musculus,GSM5207825,GEO,SRA1209898,03,2021,von,hippocampus,LeftvsRight_48_dHC_Right_0min,hippocampus,Homecage,0min,dHC,male,Right,LeftvsRight_id_12,LeftvsRight,LeftvsRight_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207825
SRR14058799,30115839,3041699739,101,894,SRX10433615,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567140,SAMN18473167,simple,10090,Mus musculus,GSM5207826,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_1_vHC_0min_TRAP_PreIP,hippocampus,Homecage,0min,vHC,female,both,CMVTRAP_1,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PreIP,GSM5207826
SRR14058800,19998268,2019825068,101,802,SRX10433616,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567141,SAMN18472704,simple,10090,Mus musculus,GSM5207827,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_2_vHC_45min_TRAP_PostIP,hippocampus,Swim,45min,vHC,female,both,CMVTRAP_6,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207827
SRR14058801,13880296,1401909896,101,414,SRX10433617,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567142,SAMN18472703,simple,10090,Mus musculus,GSM5207828,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_3_vHC_0min_TRAP_PostIP,hippocampus,Homecage,0min,vHC,female,both,CMVTRAP_1,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207828
SRR14058802,35964761,3632440861,101,1068,SRX10433618,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567143,SAMN18472778,simple,10090,Mus musculus,GSM5207829,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_4_vHC_45min_TRAP_PreIP,hippocampus,Swim,45min,vHC,female,both,CMVTRAP_6,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PreIP,GSM5207829
SRR14058803,10864611,1097325711,101,326,SRX10433619,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567144,SAMN18472777,simple,10090,Mus musculus,GSM5207830,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_5_vHC_45min_TRAP_PostIP,hippocampus,Swim,45min,vHC,female,both,CMVTRAP_3,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207830
SRR14058804,19682323,1987914623,101,596,SRX10433620,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567146,SAMN18472776,simple,10090,Mus musculus,GSM5207831,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_6_vHC_45min_TRAP_PreIP,hippocampus,Swim,45min,vHC,female,both,CMVTRAP_3,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PreIP,GSM5207831
SRR14058805,25004678,2525472478,101,756,SRX10433621,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567145,SAMN18472775,simple,10090,Mus musculus,GSM5207832,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_7_vHC_0min_TRAP_PreIP,hippocampus,Homecage,0min,vHC,female,both,CMVTRAP_5,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PreIP,GSM5207832
SRR14058806,20025965,2022622465,101,615,SRX10433622,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567147,SAMN18472774,simple,10090,Mus musculus,GSM5207833,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_8_vHC_0min_TRAP_PreIP,hippocampus,Homecage,0min,vHC,female,both,CMVTRAP_7,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PreIP,GSM5207833
SRR14058807,37070703,3744141003,101,1098,SRX10433623,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567149,SAMN18472773,simple,10090,Mus musculus,GSM5207834,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_9_vHC_0min_TRAP_PostIP,hippocampus,Homecage,0min,vHC,female,both,CMVTRAP_7,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207834
SRR14058808,32825936,3315419536,101,1101,SRX10433624,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567148,SAMN18472772,simple,10090,Mus musculus,GSM5207835,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_10_vHC_45min_TRAP_PreIP,hippocampus,Swim,45min,vHC,female,both,CMVTRAP_2,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PreIP,GSM5207835
SRR14058809,34614648,3496079448,101,1089,SRX10433625,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567150,SAMN18472771,simple,10090,Mus musculus,GSM5207836,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_11_vHC_0min_TRAP_PostIP,hippocampus,Homecage,0min,vHC,female,both,CMVTRAP_5,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207836
SRR14058810,14465762,1461041962,101,453,SRX10433626,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567151,SAMN18472770,simple,10090,Mus musculus,GSM5207837,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_12_vHC_45min_TRAP_PostIP,hippocampus,Swim,45min,vHC,female,both,CMVTRAP_2,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207837
SRR14058811,14458013,1460259313,101,476,SRX10433627,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567152,SAMN18472769,simple,10090,Mus musculus,GSM5207838,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_13_vHC_45min_TRAP_PreIP,hippocampus,Swim,45min,vHC,female,both,CMVTRAP_9,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PreIP,GSM5207838
SRR14058812,21651440,2186795440,101,716,SRX10433628,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567153,SAMN18472768,simple,10090,Mus musculus,GSM5207839,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_14_vHC_45min_TRAP_PostIP,hippocampus,Swim,45min,vHC,female,both,CMVTRAP_8,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207839
SRR14058813,31870610,3218931610,101,1139,SRX10433629,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567154,SAMN18472767,simple,10090,Mus musculus,GSM5207840,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_15_vHC_45min_TRAP_PostIP,hippocampus,Swim,45min,vHC,female,both,CMVTRAP_9,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207840
SRR14058814,40776343,4118410643,101,1230,SRX10433630,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567155,SAMN18472766,simple,10090,Mus musculus,GSM5207841,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_16_vHC_0min_TRAP_PreIP,hippocampus,Homecage,0min,vHC,female,both,CMVTRAP_4,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PreIP,GSM5207841
SRR14058815,28457184,2874175584,101,854,SRX10433631,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567156,SAMN18472765,simple,10090,Mus musculus,GSM5207842,GEO,SRA1209898,03,2021,von,hippocampus,CMVTRAP_17_vHC_45min_TRAP_PreIP,hippocampus,Swim,45min,vHC,female,both,CMVTRAP_8,CMV-TRAP,CMV-TRAP_Block1,CMV-nuTRAP,B6.C‐Tg(CMV‐cre)1Cgn/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PreIP,GSM5207842
