Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,cultivar,tissue,Stage,age,fraction
SRR18584142,31152255,658363784,21,818,SRX14712951,GSM5994146,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475285,SAMN27178097,simple,4577,Zea mays,GSM5994146,Huazhong Agricultural University,SRA1400805,10,2022,Makar,21-2mmear,"B73, srna-14 rep2",21-2mmear,B73,2mmear,2mmear,2mmear,small RNA
SRR18584141,28120150,607814570,21,737,SRX14712952,GSM5994147,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475286,SAMN27178096,simple,4577,Zea mays,GSM5994147,Huazhong Agricultural University,SRA1400805,10,2022,Makar,22-5mmear,"B73, srna-15 rep1",22-5mmear,B73,5mmear,5mmear,5mmear,small RNA
SRR18584140,15094647,337164567,22,183,SRX14712953,GSM5994148,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475289,SAMN27178095,simple,4577,Zea mays,GSM5994148,Huazhong Agricultural University,SRA1400805,10,2022,Makar,22-5mmear,"B73, srna-15 rep2",22-5mmear,B73,5mmear,5mmear,5mmear,small RNA
SRR18584139,17895723,342733042,19,454,SRX14712954,GSM5994138,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475288,SAMN27178105,simple,4577,Zea mays,GSM5994138,Huazhong Agricultural University,SRA1400805,10,2022,Makar,15-Ear-leaf,"B73, srna-10 rep2",15-Ear-leaf,B73,Ear-leaf,Ear-leaf,Ear-leaf,small RNA
SRR18584137,71293481,1540584689,21,851,SRX14712955,GSM5994151,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475287,SAMN27178092,simple,4577,Zea mays,GSM5994151,Huazhong Agricultural University,SRA1400805,10,2022,Makar,25-Inflorescence,"B73, srna-17 rep1",25-Inflorescence,B73,Inflorescence,Inflorescence,Inflorescence,small RNA
SRR18584136,143280564,14328056400,100,8906,SRX14712956,GSM5994216,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475290,SAMN27178027,simple,4577,Zea mays,GSM5994216,Huazhong Agricultural University,SRA1400805,10,2022,Makar,11-Tip of Stage 2 Leaf-N(V5),"B73, mrna-14 rep1",11-Tip of Stage 2 Leaf-N(V5),B73,Tip of Stage 2 Leaf-N(V5),V5,V5,mRNA
SRR18584134,193518544,19351854400,100,11934,SRX14712957,GSM5994206,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475291,SAMN27178037,simple,4577,Zea mays,GSM5994206,Huazhong Agricultural University,SRA1400805,10,2022,Makar,02-Primary Root(V1),"B73, mrna-4 rep1",02-Primary Root(V1),B73,Primary Root(V1),V1,V1,mRNA
SRR18584133,214651908,21465190800,100,13189,SRX14712958,GSM5994217,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475292,SAMN27178026,simple,4577,Zea mays,GSM5994217,Huazhong Agricultural University,SRA1400805,10,2022,Makar,12-Tip of Stage 2 leaf-L(V5),"B73, mrna-15 rep1",12-Tip of Stage 2 leaf-L(V5),B73,Tip of Stage 2 leaf-L(V5),V5,V5,mRNA
SRR18584132,165626230,16562623000,100,10240,SRX14712959,GSM5994219,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475293,SAMN27178024,simple,4577,Zea mays,GSM5994219,Huazhong Agricultural University,SRA1400805,10,2022,Makar,13-Base of Stage 2 Leaf-N(V5),"B73, mrna-17 rep1",13-Base of Stage 2 Leaf-N(V5),B73,Base of Stage 2 Leaf-N(V5),V5,V5,mRNA
SRR18584135,224927206,22492720600,100,13809,SRX14712960,GSM5994220,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475294,SAMN27178023,simple,4577,Zea mays,GSM5994220,Huazhong Agricultural University,SRA1400805,10,2022,Makar,13-Base of Stage 2 Leaf-N(V5),"B73, mrna-18 rep1",13-Base of Stage 2 Leaf-N(V5),B73,Base of Stage 2 Leaf-N(V5),V5,V5,mRNA
SRR18584131,182613088,18261308800,100,11246,SRX14712961,GSM5994221,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475295,SAMN27178022,simple,4577,Zea mays,GSM5994221,Huazhong Agricultural University,SRA1400805,10,2022,Makar,14-Base of Stage 2 leaf-L(V5),"B73, mrna-19 rep1",14-Base of Stage 2 leaf-L(V5),B73,Base of Stage 2 leaf-L(V5),V5,V5,mRNA
SRR18584130,146986850,14698685000,100,8969,SRX14712962,GSM5994222,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475298,SAMN27178021,simple,4577,Zea mays,GSM5994222,Huazhong Agricultural University,SRA1400805,10,2022,Makar,14-Base of Stage 2 leaf-L(V5),"B73, mrna-20 rep1",14-Base of Stage 2 leaf-L(V5),B73,Base of Stage 2 leaf-L(V5),V5,V5,mRNA
SRR18584129,343541286,34354128600,100,21149,SRX14712963,GSM5994223,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475296,SAMN27178020,simple,4577,Zea mays,GSM5994223,Huazhong Agricultural University,SRA1400805,10,2022,Makar,15-Ear-leaf,"B73, mrna-21 rep1",15-Ear-leaf,B73,Ear-leaf,Ear-leaf,Ear-leaf,mRNA
SRR18584128,247120586,24712058600,100,15350,SRX14712964,GSM5994224,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475297,SAMN27178019,simple,4577,Zea mays,GSM5994224,Huazhong Agricultural University,SRA1400805,10,2022,Makar,15-Ear-leaf,"B73, mrna-22 rep1",15-Ear-leaf,B73,Ear-leaf,Ear-leaf,Ear-leaf,mRNA
SRR18584127,163669796,16366979600,100,9917,SRX14712965,GSM5994225,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475299,SAMN27178018,simple,4577,Zea mays,GSM5994225,Huazhong Agricultural University,SRA1400805,10,2022,Makar,16-SAM(V1),"B73, mrna-23 rep1",16-SAM(V1),B73,SAM(V1),V1,V1,mRNA
SRR18584126,239816478,23981647800,100,14555,SRX14712966,GSM5994226,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475300,SAMN27178017,simple,4577,Zea mays,GSM5994226,Huazhong Agricultural University,SRA1400805,10,2022,Makar,16-SAM(V1),"B73, mrna-24 rep1",16-SAM(V1),B73,SAM(V1),V1,V1,mRNA
SRR18584125,182731576,18273157600,100,11333,SRX14712967,GSM5994227,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475302,SAMN27178016,simple,4577,Zea mays,GSM5994227,Huazhong Agricultural University,SRA1400805,10,2022,Makar,17-SAM(V3),"B73, mrna-25 rep1",17-SAM(V3),B73,SAM(V3),V3,V3,mRNA
SRR18584124,176648684,17664868400,100,10897,SRX14712968,GSM5994228,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475301,SAMN27178015,simple,4577,Zea mays,GSM5994228,Huazhong Agricultural University,SRA1400805,10,2022,Makar,17-SAM(V3),"B73, mrna-26 rep1",17-SAM(V3),B73,SAM(V3),V3,V3,mRNA
SRR18584123,243730778,24373077800,100,15216,SRX14712969,GSM5994229,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475303,SAMN27178014,simple,4577,Zea mays,GSM5994229,Huazhong Agricultural University,SRA1400805,10,2022,Makar,19-Stem(V6),"B73, mrna-1 rep2",19-Stem(V6),B73,Stem(V6),V6,V6,mRNA
SRR18584122,213341176,21334117600,100,13266,SRX14712970,GSM5994218,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475306,SAMN27178025,simple,4577,Zea mays,GSM5994218,Huazhong Agricultural University,SRA1400805,10,2022,Makar,12-Tip of Stage 2 leaf-L(V5),"B73, mrna-16 rep1",12-Tip of Stage 2 leaf-L(V5),B73,Tip of Stage 2 leaf-L(V5),V5,V5,mRNA
SRR18584121,173349158,17334915800,100,10665,SRX14712971,GSM5994231,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475304,SAMN27178012,simple,4577,Zea mays,GSM5994231,Huazhong Agricultural University,SRA1400805,10,2022,Makar,20-Internode(V6),"B73, mrna-3 rep2",20-Internode(V6),B73,Internode(V6),V6,V6,mRNA
SRR18584120,235908188,23590818800,100,14780,SRX14712972,GSM5994232,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475305,SAMN27178011,simple,4577,Zea mays,GSM5994232,Huazhong Agricultural University,SRA1400805,10,2022,Makar,20-Internode(V6),"B73, mrna-4 rep2",20-Internode(V6),B73,Internode(V6),V6,V6,mRNA
SRR18584119,195451368,19545136800,100,11980,SRX14712973,GSM5994233,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475307,SAMN27178010,simple,4577,Zea mays,GSM5994233,Huazhong Agricultural University,SRA1400805,10,2022,Makar,21-2mmear,"B73, mrna-5 rep2",21-2mmear,B73,2mmear,2mmear,2mmear,mRNA
SRR18584118,242409642,24240964200,100,15127,SRX14712974,GSM5994234,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475308,SAMN27178009,simple,4577,Zea mays,GSM5994234,Huazhong Agricultural University,SRA1400805,10,2022,Makar,21-2mmear,"B73, mrna-6 rep2",21-2mmear,B73,2mmear,2mmear,2mmear,mRNA
SRR18584116,252587544,25258754400,100,15953,SRX14712975,GSM5994235,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475309,SAMN27178008,simple,4577,Zea mays,GSM5994235,Huazhong Agricultural University,SRA1400805,10,2022,Makar,22-5mmear,"B73, mrna-7 rep2",22-5mmear,B73,5mmear,5mmear,5mmear,mRNA
SRR18584115,37605176,786390263,20,438,SRX14712976,GSM5994152,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475310,SAMN27178091,simple,4577,Zea mays,GSM5994152,Huazhong Agricultural University,SRA1400805,10,2022,Makar,25-Inflorescence,"B73, srna-17 rep2",25-Inflorescence,B73,Inflorescence,Inflorescence,Inflorescence,small RNA
SRR18584114,13319420,279598358,20,157,SRX14712977,GSM5994153,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475311,SAMN27178090,simple,4577,Zea mays,GSM5994153,Huazhong Agricultural University,SRA1400805,10,2022,Makar,27-1cmtassel,"B73, srna-18 rep1",27-1cmtassel,B73,1cmtassel,1cmtassel,1cmtassel,small RNA
SRR18584113,23609106,392320636,16,570,SRX14712978,GSM5994154,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475312,SAMN27178089,simple,4577,Zea mays,GSM5994154,Huazhong Agricultural University,SRA1400805,10,2022,Makar,27-1cmtassel,"B73, srna-18 rep2",27-1cmtassel,B73,1cmtassel,1cmtassel,1cmtassel,small RNA
SRR18584112,26303254,566025196,21,330,SRX14712979,GSM5994155,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475314,SAMN27178088,simple,4577,Zea mays,GSM5994155,Huazhong Agricultural University,SRA1400805,10,2022,Makar,29-Kernel(6DAP),"B73, srna-19 rep1",29-Kernel(6DAP),B73,Kernel(6DAP),6DAP,6DAP,small RNA
SRR18584111,23571544,486836553,20,283,SRX14712980,GSM5994156,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475313,SAMN27178087,simple,4577,Zea mays,GSM5994156,Huazhong Agricultural University,SRA1400805,10,2022,Makar,29-Kernel(6DAP),"B73, srna-19 rep2",29-Kernel(6DAP),B73,Kernel(6DAP),6DAP,6DAP,small RNA
SRR18584110,4254270,97359387,22,55,SRX14712981,GSM5994157,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475315,SAMN27178086,simple,4577,Zea mays,GSM5994157,Huazhong Agricultural University,SRA1400805,10,2022,Makar,31-Embryo(20DAP),"B73, srna-20 rep1",31-Embryo(20DAP),B73,Embryo(20DAP),20DAP,20DAP,small RNA
SRR18584109,10056454,225796390,22,264,SRX14712982,GSM5994158,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475316,SAMN27178085,simple,4577,Zea mays,GSM5994158,Huazhong Agricultural University,SRA1400805,10,2022,Makar,31-Embryo(20DAP),"B73, srna-20 rep2",31-Embryo(20DAP),B73,Embryo(20DAP),20DAP,20DAP,small RNA
SRR18584108,22724174,377143889,16,548,SRX14712983,GSM5994159,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475317,SAMN27178084,simple,4577,Zea mays,GSM5994159,Huazhong Agricultural University,SRA1400805,10,2022,Makar,32-Endosperm(15DAP),"B73, srna-21 rep1",32-Endosperm(15DAP),B73,Endosperm(15DAP),15DAP,15DAP,small RNA
SRR18584107,25056397,445094402,17,617,SRX14712984,GSM5994160,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475319,SAMN27178083,simple,4577,Zea mays,GSM5994160,Huazhong Agricultural University,SRA1400805,10,2022,Makar,32-Endosperm(15DAP),"B73, srna-21 rep2",32-Endosperm(15DAP),B73,Endosperm(15DAP),15DAP,15DAP,small RNA
SRR18584106,21130367,441311527,20,548,SRX14712985,GSM5994149,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475318,SAMN27178094,simple,4577,Zea mays,GSM5994149,Huazhong Agricultural University,SRA1400805,10,2022,Makar,23-1cmear,"B73, srna-16 rep1",23-1cmear,B73,1cmear,1cmear,1cmear,small RNA
SRR18584105,58263623,1190511891,20,668,SRX14712986,GSM5994150,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475320,SAMN27178093,simple,4577,Zea mays,GSM5994150,Huazhong Agricultural University,SRA1400805,10,2022,Makar,23-1cmear,"B73, srna-16 rep2",23-1cmear,B73,1cmear,1cmear,1cmear,small RNA
SRR18584104,43166748,4316674800,100,2339,SRX14712987,GSM5994162,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475321,SAMN27178081,simple,4577,Zea mays,GSM5994162,Huazhong Agricultural University,SRA1400805,10,2022,Makar,02-Primary Root(V1),"B73, circ-1 rep2",02-Primary Root(V1),B73,Primary Root(V1),V1,V1,circular RNA
SRR18584103,53598502,5359850200,100,2890,SRX14712988,GSM5994163,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475322,SAMN27178080,simple,4577,Zea mays,GSM5994163,Huazhong Agricultural University,SRA1400805,10,2022,Makar,04-Seedling(6DAS),"B73, circ-2 rep1",04-Seedling(6DAS),B73,Seedling(6DAS),6DAS,6DAS,circular RNA
SRR18584102,55225450,5522545000,100,3008,SRX14712989,GSM5994164,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475326,SAMN27178079,simple,4577,Zea mays,GSM5994164,Huazhong Agricultural University,SRA1400805,10,2022,Makar,04-Seedling(6DAS),"B73, circ-2 rep2",04-Seedling(6DAS),B73,Seedling(6DAS),6DAS,6DAS,circular RNA
SRR18584198,43582242,4358224200,100,2294,SRX14712990,GSM5994165,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475324,SAMN27178078,simple,4577,Zea mays,GSM5994165,Huazhong Agricultural University,SRA1400805,10,2022,Makar,06-Topmost Leaf-N(V3),"B73, circ-3 rep1",06-Topmost Leaf-N(V3),B73,Topmost Leaf-N(V3),V3,V3,circular RNA
SRR18584101,39173766,3917376600,100,2061,SRX14712991,GSM5994166,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475323,SAMN27178077,simple,4577,Zea mays,GSM5994166,Huazhong Agricultural University,SRA1400805,10,2022,Makar,06-Topmost Leaf-N(V3),"B73, circ-3 rep2",06-Topmost Leaf-N(V3),B73,Topmost Leaf-N(V3),V3,V3,circular RNA
SRR18584100,43970296,4397029600,100,2363,SRX14712992,GSM5994167,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475325,SAMN27178076,simple,4577,Zea mays,GSM5994167,Huazhong Agricultural University,SRA1400805,10,2022,Makar,08-First Leaf-N(V3),"B73, circ-4 rep1",08-First Leaf-N(V3),B73,First Leaf-N(V3),V3,V3,circular RNA
SRR18584099,40419706,4041970600,100,2154,SRX14712993,GSM5994168,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475327,SAMN27178075,simple,4577,Zea mays,GSM5994168,Huazhong Agricultural University,SRA1400805,10,2022,Makar,08-First Leaf-N(V3),"B73, circ-4 rep2",08-First Leaf-N(V3),B73,First Leaf-N(V3),V3,V3,circular RNA
SRR18584098,30464198,3046419800,100,1651,SRX14712994,GSM5994169,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475328,SAMN27178074,simple,4577,Zea mays,GSM5994169,Huazhong Agricultural University,SRA1400805,10,2022,Makar,09-Third Leaf(V3),"B73, circ-5 rep1",09-Third Leaf(V3),B73,Third Leaf(V3),V3,V3,circular RNA
SRR18584096,36518252,3651825200,100,1964,SRX14712995,GSM5994170,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475329,SAMN27178073,simple,4577,Zea mays,GSM5994170,Huazhong Agricultural University,SRA1400805,10,2022,Makar,09-Third Leaf(V3),"B73, circ-5 rep2",09-Third Leaf(V3),B73,Third Leaf(V3),V3,V3,circular RNA
SRR18584095,43830016,4383001600,100,2347,SRX14712996,GSM5994171,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475330,SAMN27178072,simple,4577,Zea mays,GSM5994171,Huazhong Agricultural University,SRA1400805,10,2022,Makar,11-Tip of Stage 2 Leaf-N(V5),"B73, circ-6 rep1",11-Tip of Stage 2 Leaf-N(V5),B73,Tip of Stage 2 Leaf-N(V5),V5,V5,circular RNA
SRR18584094,51351638,5135163800,100,2769,SRX14712997,GSM5994161,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475333,SAMN27178082,simple,4577,Zea mays,GSM5994161,Huazhong Agricultural University,SRA1400805,10,2022,Makar,02-Primary Root(V1),"B73, circ-1 rep1",02-Primary Root(V1),B73,Primary Root(V1),V1,V1,circular RNA
SRR18584097,35993662,3599366200,100,1939,SRX14712998,GSM5994174,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475331,SAMN27178069,simple,4577,Zea mays,GSM5994174,Huazhong Agricultural University,SRA1400805,10,2022,Makar,12-Tip of Stage 2 leaf-L(V5),"B73, circ-7 rep2",12-Tip of Stage 2 leaf-L(V5),B73,Tip of Stage 2 leaf-L(V5),V5,V5,circular RNA
SRR18584093,301597856,30159785600,100,18555,SRX14712999,GSM5994236,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475332,SAMN27178007,simple,4577,Zea mays,GSM5994236,Huazhong Agricultural University,SRA1400805,10,2022,Makar,22-5mmear,"B73, mrna-8 rep2",22-5mmear,B73,5mmear,5mmear,5mmear,mRNA
SRR18584092,279535322,27953532200,100,17312,SRX14713000,GSM5994237,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475334,SAMN27178006,simple,4577,Zea mays,GSM5994237,Huazhong Agricultural University,SRA1400805,10,2022,Makar,23-1cmear,"B73, mrna-9 rep2",23-1cmear,B73,1cmear,1cmear,1cmear,mRNA
SRR18584117,284159694,28415969400,100,17486,SRX14713001,GSM5994238,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475335,SAMN27178005,simple,4577,Zea mays,GSM5994238,Huazhong Agricultural University,SRA1400805,10,2022,Makar,23-1cmear,"B73, mrna-10 rep2",23-1cmear,B73,1cmear,1cmear,1cmear,mRNA
SRR18584091,151588814,15158881400,100,9351,SRX14713002,GSM5994239,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475336,SAMN27178004,simple,4577,Zea mays,GSM5994239,Huazhong Agricultural University,SRA1400805,10,2022,Makar,25-Inflorescence,"B73, mrna-11 rep2",25-Inflorescence,B73,Inflorescence,Inflorescence,Inflorescence,mRNA
SRR18584090,168378844,16837884400,100,10230,SRX14713003,GSM5994240,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475337,SAMN27178003,simple,4577,Zea mays,GSM5994240,Huazhong Agricultural University,SRA1400805,10,2022,Makar,25-Inflorescence,"B73, mrna-12 rep2",25-Inflorescence,B73,Inflorescence,Inflorescence,Inflorescence,mRNA
SRR18584089,198949436,19894943600,100,12050,SRX14713004,GSM5994230,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475341,SAMN27178013,simple,4577,Zea mays,GSM5994230,Huazhong Agricultural University,SRA1400805,10,2022,Makar,19-Stem(V6),"B73, mrna-2 rep2",19-Stem(V6),B73,Stem(V6),V6,V6,mRNA
SRR18584088,258095788,25809578800,100,16236,SRX14713005,GSM5994243,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475338,SAMN27178000,simple,4577,Zea mays,GSM5994243,Huazhong Agricultural University,SRA1400805,10,2022,Makar,27-1cmtassel,"B73, mrna-15 rep2",27-1cmtassel,B73,1cmtassel,1cmtassel,1cmtassel,mRNA
SRR18584086,307336848,30733684800,100,18919,SRX14713006,GSM5994244,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475340,SAMN27177999,simple,4577,Zea mays,GSM5994244,Huazhong Agricultural University,SRA1400805,10,2022,Makar,27-1cmtassel,"B73, mrna-16 rep2",27-1cmtassel,B73,1cmtassel,1cmtassel,1cmtassel,mRNA
SRR18584085,209547806,20954780600,100,12945,SRX14713007,GSM5994245,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475339,SAMN27177998,simple,4577,Zea mays,GSM5994245,Huazhong Agricultural University,SRA1400805,10,2022,Makar,29-Kernel(6DAP),"B73, mrna-17 rep2",29-Kernel(6DAP),B73,Kernel(6DAP),6DAP,6DAP,mRNA
SRR18584084,248876238,24887623800,100,15509,SRX14713008,GSM5994246,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475343,SAMN27177997,simple,4577,Zea mays,GSM5994246,Huazhong Agricultural University,SRA1400805,10,2022,Makar,29-Kernel(6DAP),"B73, mrna-18 rep2",29-Kernel(6DAP),B73,Kernel(6DAP),6DAP,6DAP,mRNA
SRR18584087,171381484,17138148400,100,10497,SRX14713009,GSM5994247,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,BGISEQ,BGISEQ-500,SRP367247,PRJNA822292,1,"",SRS12475342,SAMN27177996,simple,4577,Zea mays,GSM5994247,Huazhong Agricultural University,SRA1400805,10,2022,Makar,30-Embryo(15DAP),"B73, mrna-19 rep2",30-Embryo(15DAP),B73,Embryo(15DAP),15DAP,15DAP,mRNA
