id,title,abstract
PRJNA576910,Induction of extracellular adenosine salvage and metabolic quiescence regulate the transitional to follicular B cell checkpoint in humans.,"Transcriptional profiling of transitional and follicular B cells showed that metabolic quiescence was acquired at the follicular B cell stage in both humans and mice, characterized by an orchestrated reduction of mTORC1 signaling, aerobic respiration and expression of genes involved in ribosome biogenesis. Overall design: RNAseq analysis of transitional and follicular B cells from healthy human donors and C57BL/6 (wild-type) mice"
PRJNA576653,Stop Codon Context Influences Genome-Wide Stimulation of Termination Codon Readthrough by Aminoglycosides [Dataset 5],"Stop codon readthrough (SCR) occurs when the ribosome miscodes at a stop codon. Such readthrough events can be therapeutically desirable when a premature termination codon (PTC) is found in a critical gene. To study SCR in vivo in a genome-wide manner, we treated mammalian cells with aminoglycosides and performed ribosome profiling. We find that in addition to stimulating readthrough of PTCs, aminoglycosides stimulate readthrough of normal termination codons (NTCs) genome-wide. Stop codon identity, the nucleotide following the stop codon, and the surrounding mRNA sequence context all influence the likelihood of SCR. In comparison to NTCs, downstream stop codons in 3'UTRs are recognized less efficiently by ribosomes, suggesting that targeting of critical stop codons for readthrough may be achievable without general disruption of translation termination. Finally, we find that G418 treatment globally alters gene expression with substantial effects on translation of histone genes, selenoprotein genes, and S-adenosylmethionine decarboxylase (AMD1). Overall design: 2 ribosome profiling and 4 RNA-seq samples are included from Calu-6 cells"
PRJNA576652,Stop Codon Context Influences Genome-Wide Stimulation of Termination Codon Readthrough by Aminoglycosides [Dataset 4],"Stop codon readthrough (SCR) occurs when the ribosome miscodes at a stop codon. Such readthrough events can be therapeutically desirable when a premature termination codon (PTC) is found in a critical gene. To study SCR in vivo in a genome-wide manner, we treated mammalian cells with aminoglycosides and performed ribosome profiling. We find that in addition to stimulating readthrough of PTCs, aminoglycosides stimulate readthrough of normal termination codons (NTCs) genome-wide. Stop codon identity, the nucleotide following the stop codon, and the surrounding mRNA sequence context all influence the likelihood of SCR. In comparison to NTCs, downstream stop codons in 3'UTRs are recognized less efficiently by ribosomes, suggesting that targeting of critical stop codons for readthrough may be achievable without general disruption of translation termination. Finally, we find that G418 treatment globally alters gene expression with substantial effects on translation of histone genes, selenoprotein genes, and S-adenosylmethionine decarboxylase (AMD1). Overall design: 2 ribosome profiling samples are included from HEK293T cells"
PRJNA576651,Stop Codon Context Influences Genome-Wide Stimulation of Termination Codon Readthrough by Aminoglycosides [Dataset 3],"Stop codon readthrough (SCR) occurs when the ribosome miscodes at a stop codon. Such readthrough events can be therapeutically desirable when a premature termination codon (PTC) is found in a critical gene. To study SCR in vivo in a genome-wide manner, we treated mammalian cells with aminoglycosides and performed ribosome profiling. We find that in addition to stimulating readthrough of PTCs, aminoglycosides stimulate readthrough of normal termination codons (NTCs) genome-wide. Stop codon identity, the nucleotide following the stop codon, and the surrounding mRNA sequence context all influence the likelihood of SCR. In comparison to NTCs, downstream stop codons in 3'UTRs are recognized less efficiently by ribosomes, suggesting that targeting of critical stop codons for readthrough may be achievable without general disruption of translation termination. Finally, we find that G418 treatment globally alters gene expression with substantial effects on translation of histone genes, selenoprotein genes, and S-adenosylmethionine decarboxylase (AMD1). Overall design: 3 ribosome profiling samples are included from HEK293T cells"
PRJNA576650,Stop Codon Context Influences Genome-Wide Stimulation of Termination Codon Readthrough by Aminoglycosides [Dataset 2],"Stop codon readthrough (SCR) occurs when the ribosome miscodes at a stop codon. Such readthrough events can be therapeutically desirable when a premature termination codon (PTC) is found in a critical gene. To study SCR in vivo in a genome-wide manner, we treated mammalian cells with aminoglycosides and performed ribosome profiling. We find that in addition to stimulating readthrough of PTCs, aminoglycosides stimulate readthrough of normal termination codons (NTCs) genome-wide. Stop codon identity, the nucleotide following the stop codon, and the surrounding mRNA sequence context all influence the likelihood of SCR. In comparison to NTCs, downstream stop codons in 3'UTRs are recognized less efficiently by ribosomes, suggesting that targeting of critical stop codons for readthrough may be achievable without general disruption of translation termination. Finally, we find that G418 treatment globally alters gene expression with substantial effects on translation of histone genes, selenoprotein genes, and S-adenosylmethionine decarboxylase (AMD1). Overall design: 4 ribosome profiling samples are included from HEK293T cells"
PRJNA576649,Stop Codon Context Influences Genome-Wide Stimulation of Termination Codon Readthrough by Aminoglycosides [Dataset 1],"Stop codon readthrough (SCR) occurs when the ribosome miscodes at a stop codon. Such readthrough events can be therapeutically desirable when a premature termination codon (PTC) is found in a critical gene. To study SCR in vivo in a genome-wide manner, we treated mammalian cells with aminoglycosides and performed ribosome profiling. We find that in addition to stimulating readthrough of PTCs, aminoglycosides stimulate readthrough of normal termination codons (NTCs) genome-wide. Stop codon identity, the nucleotide following the stop codon, and the surrounding mRNA sequence context all influence the likelihood of SCR. In comparison to NTCs, downstream stop codons in 3'UTRs are recognized less efficiently by ribosomes, suggesting that targeting of critical stop codons for readthrough may be achievable without general disruption of translation termination. Finally, we find that G418 treatment globally alters gene expression with substantial effects on translation of histone genes, selenoprotein genes, and S-adenosylmethionine decarboxylase (AMD1). Overall design: 18 ribosome profiling and 8 paired-end RNA-seq samples are included from HEK293T cells"
PRJNA576487,eIF1 discriminates against suboptimal initiation sites to prevent excessive uORF translation genome-wide,"The translation pre-initiation complex (PIC) scans the mRNA for an AUG codon in favorable context. Previous findings suggest that the factor eIF1 discriminates against non-AUG start codons by impeding full accommodation of Met-tRNAi in the P site of the 40S ribosomal subunit, necessitating eIF1 dissociation for start codon selection. Consistent with this, yeast eIF1 substitutions that weaken its binding to the PIC increase initiation at UUG codons on a mutant his4 mRNA and particular synthetic mRNA reporters; and also at the AUG start codon of the mRNA for eIF1 itself owing to its poor Kozak context. It was not known however whether such eIF1 mutants increase initiation at suboptimal start codons genome-wide. By ribosome profiling, we show that the eIF1-L96P variant confers increased translation of numerous upstream open reading frames (uORFs) initiating with either near-cognate codons (NCCs) or AUGs in poor context. The increased uORF translation is frequently associated with reduced translation of the downstream main coding sequences (CDS). Initiation is also elevated at the NCCs initiating N-terminal extensions on GRS1 and ALA1 mRNAs, and at a small set of main CDS AUG codons with especially poor context, including that of eIF1 itself.  Thus, eIF1 acts throughout the yeast translatome to discriminate against NCC start codons and AUGs in poor context; and impairing this function enhances the repressive effects of uORFs on CDS translation and alters the ratios of protein isoforms translated from near-cognate versus AUG start codons. Overall design: We examined the effect of sui1-L96P on global translational efficiencies (TEs) by ribosome footprint profiling of isogenic WT and sui1-L96Pstrains. The study includes 8 samples, comprised of 4 mRNA-Seq samples and 4 ribosome footprint profiling samples, derived from 2 biological replicates of sui1? mutant strains harboring plasmid-borne sui1-L96P or the WT SUI1 allele. The 4 ribosome footprint profiling samples were deposited to GEO previously (GSM2895472-GSM2895475 in the GSE108334 records). Please note that wig files were generated from both replicates and are linked to the corresonding *_1 sample records."
PRJNA576260,Analysis of PDCD4 knockdown effects by high throughput sequencing of a human epithelial cell line,Purpose: examination of gene expression and translation changes in immortalized human epithelial cells (hTERT-RPE-1) induced by PDCD4 siRNA-knockdown. Overall design: Knockdown induction: hTERT-RPE-1 cells were transfected either with PDCD4-siRNA or control-siRNA (100 nM) and incubated for 24 h. Induced effects were analyzed by ribosome profiling and RNA-seq in triplicate (IlluminaSequencing).
PRJNA575523,Translational profiling of microglia,"Several mouse lines  have been developed to target microglia genetically; however, they lack specificity. Here, we use ribosome tagging and immunoprecipitation coupled to RNA-Seq in our newly developed mouse line to define the true microglial translatome. Overall design: Ribosome-mRNA complexes were isolated from whole brains from P2ry12-CreER; RPL22HA mice by immunoprecipitation. Transcript enrichment was evaluated by RNA-Seq of transcripts in the input and in the immunoprecipitated fractions."
PRJEB28810,Using ribosome profiling and matched RNA sequencing to study the evolution of gene expression levels in mammalian organs across two major gene expression layers,"Ribosome profiling (Ribo-seq) and matched RNA sequencing (RNA-seq) data for three major mammalian organs (brain (cerebrum), liver, and testis) from five representatives of the three main mammalian lineages: human, macaque, mouse (placental mammals); grey short-tailed opossum (marsupials); and platypus (egg-laying monotremes)."
PRJNA575265,Ribosome profiling of Streptomyces griseus NBRC13350 and Streptomyces venezuelae ATCC15439,We performed ribosome profiling which is the deep-sequencing of mRNA fragments protected by translating ribosome for two Streptomyces species through different growth phases to provide the translatome data Overall design: Ribosome profiling data of Streptomyces griseus NBRC13350 and Streptomyces venezuelae ATCC15439 at four different growth phases in duplicates using Illumina HiSeq
PRJNA573922,Ribosome profiling and mRNA sequencing of Drosophila oocytes during aging,This project studies the effects of aging on long lived mRNAs which are stored in transcriptionally inactive oocytes.
PRJNA566449,Induction of an alternative 5' leader enhances translation of Inpp5e and resistance to oncolytic virus infection,"Residual cell-intrinsic innate immunity in cancer cells hampers infection with oncolytic viruses. Control of mRNA translation is an important feature of innate immunity, yet the identity of mRNA substrates that participate in host defences remain ill-defined. We characterized the translatome of resistant murine “4T1” breast cancer cells infected with three of the most clinically advanced oncolytic viruses: Herpes Simplex virus 1, Reovirus and Vaccinia virus. Common among all three infections were translationally de-repressed mRNAs including Inpp5e, encoding an inositol 5-phosphatase that modifies lipid second messenger signalling. We found that viral infection induced expression of an Inpp5e mRNA variant that lacks repressive upstream open reading frames (uORFs) within its 5' leader and is efficiently translated. Furthermore, we show that INPP5E contributes to antiviral immunity by altering virus attachment. These findings uncover a role for translational control through alternative 5' leader expression and assign an antiviral function to the ciliopathy gene INPP5E. Overall design: Ribosome Profiling (RPF-Seq and RNA -Seq) of murine 4T1 breast cancer cells infected with different oncolytic viruses"
PRJNA566097,BacTRAP-based ribosome profiling of murine hypothalamic PNOC neurons,"We performed a BacTRAP-based ribosome profiling of PNOC-expressing cells in the hypothalamus of mice. Therefore, we employed mice, which express a fusion protein of the ribosomal L10a protein with EGFP (L10a-EGFP) under control of the PNOC promoter (Doyle et al., 2008). Precipitation of ribosomes of hypothalamic PNOC neurons with anti-GFP antibodies and subsequent mRNA sequencing of associated mRNAs allowed for assessment of an in-depth translational profile of these cells. Affinity purification of translating ribosomes was performed as described by (Heiman et al., 2014) with minor modifications. Overall design: Hypothalamic PNOC neuronal translatome of 10-12 week old PNOC-L10a-EGFP mice, fed either a normal chow diet (CD) for 3 days or a high-fat diet (HFD) for 3 days."
PRJNA566006,Translation switch from initiation to elongation needs Not4 and Not5 collaboration,"Not4 and Not5 are crucial components of the Ccr4-Not complex with pivotal functions in mRNA metabolism. Both associate with ribosomes but mechanistic insights on their function remain elusive. Here we determine that Not5 and Not4 synchronously impact translation initiation and Not5 alone alters translation elongation. Deletion of Not5 causes elongation defects in a codon-dependent fashion, increasing and decreasing the ribosome dwelling occupancy at minor and major codons respectively. This enhanced difference in codon translation velocities alters translation globally and enables normally kinetically unfavorable processes such as nascent chain deubiquitination to take place. In turn this leads to abortive translation and favors protein aggregation. These findings highlight the global impact of Not4 and Not5 in controlling the programmed local speed of mRNA translation. Overall design: Assessment of translation through ribosome footprinting, SILAC and tRNA abundance and charging levels"
PRJNA564991,Flavobacterium johnsoniae ribosome profiling,"The goal of this study is to identify the determinants of translation initiation in a representative of the Bacteroidetes, namely Flavobacterium johnsoniae. The Bacteroidetes lack Shine-Dalgarno sequences, normally associated with translation initiation, which is why studying translation initiation in Bacteroidetes is able to reveal other determinants of translational regulation."
PRJNA564290,Temperature-dependent regulation of upstream open reading frame translation in s. cerevisiae,"Translation of an mRNA in eukaryotes starts at AUG in most cases. Near-cognate codons (NCCs) such as UUG, ACG and AUU are also used as start sites at low levels in S. cerevisiae. Initiation from NCCs or AUGs in the 5'-untranslated regions (UTRs) of mRNAs can lead to translation of upstream open reading frames (uORFs) that might regulate expression of the main ORF (mORF). Although there is some circumstantial evidence that the translation of uORFs can be affected by environmental conditions, little is known about how it is affected by changes in growth temperature. Using reporter assays, we found that changes in growth temperature can affect translation from NCC start sites in yeast cells, suggesting the possibility that gene expression could be regulated by temperature by altering use of different uORF start codons. Using ribosome profiling, we provide evidence that growth temperature regulates the efficiency of translation of nearly 200 uORFs in S. cerevisiae. Of these uORFs, most that start with an AUG codon have increased translational efficiency at 37 °C relative to 30 °C and decreased efficiency at 20 °C. For translationally regulated uORFs starting with NCCs, we did not observe a general trend for the direction of regulation as a function of temperature, suggesting mRNA-specific features can determine the mode of temperature-dependent regulation. Consistent with this conclusion, the position of the uORFs in the 5'-leader relative to the 5'-cap and the start codon of the main ORF correlates with the direction of temperature-dependent regulation of uORF translation. We have identified several novel cases in which changes in uORF translation are inversely correlated with changes in the translational efficiency of the downstream main ORF. Our data suggest that translation of these mRNAs is subject to temperature-dependent, uORF-mediated regulation. Overall, our data suggest that alterations in the translation of specific uORFs by temperature can regulate gene expression in S. cerevisiae. Overall design: We examined the effect of changes in culture temperature on usage of alternate start sites upstream of the annotated start codon AUG (translation of upstream open reading frame i.e. uORF). We calculated global translational efficiencies (TEs) by ribosome footprint profiling of BY4741 cells cultured at multiple temperatures. The study includes 12 samples, comprised of 6 mRNA-Seq samples and 6 ribosome footprint profiling samples, derived from 2 biological replicates of cells cultured at 20 °C, 30 °C. and 37 °C. The ribo-seq data generated in this study are previously published (Martin-Marcos et al., 2017, eLife 2017;6:e31250 DOI: 10.7554/eLife.31250). The ribo-seq data from this study have been submitted to the NCBI Gene Expression Omnibus (GEO; http://www.ncbi.nlm.nih.gov/geo/) with accession numbers GSM2895484, GSM2895485, GSM2895488, GSM2895489, GSM2895490, GSM2895491."
PRJNA564089,Humans and other commonly used model organisms are resistant to cycloheximide-mediated biases in ribosome profiling experiments,"Ribosome profiling measures genome-wide translation dynamics at sub-codon resolution. Cycloheximide (CHX), a widely used translation inhibitor to arrest ribosomes in these experiments, has been shown to induce biases in yeast, questioning its use. However, whether such biases are present in datasets of other organisms including humans is unknown. Here we compare different CHX-treatment conditions in human cells and yeast in parallel experiments using an optimized protocol. We find that human ribosomes are not susceptible to conformational restrictions by CHX, nor does it distort gene-level measurements of ribosome occupancy, measured decoding speed or the translational ramp. Furthermore, CHX-induced codon-specific biases on ribosome occupancy are not detectable in human cells or other model organisms. This shows that reported biases of CHX are species-specific and that CHX does not affect the outcome of ribosome profiling experiments in most settings. Our findings provide a solid framework to conduct and analyze ribosome profiling experiments. Overall design: Comprehensive analysis of the effect of CHX on ribosome profiling experiments in different yeasts and mammalian cells. Libraries were generated with a highly standardized and optimized protocol to maximize comparability and to deduce CHX-specific biases."
PRJNA563844,Genome-wide transcriptomic and translatomic profiling in halofuginone and vehicle treated mouse fibroblasts,"Purpose: In mammals, glutamyl-prolyl-tRNA synthetase (EPRS) catalyzes the attachment of two amino acids, glutamic acid (E) and proline (P), to their cognate tRNAs for protein synthesis. We aim to study the mechanism of EPRS in translational regulation of cardiac fibrosis and establish EPRS or its downstream target genes as potential anti-fibrosis therapeutic targets. The goals of this study are to use next generation sequencing (NGS)-derived fibroblast transcriptome profiling (RNA-seq) and translatome profiling (polysome-seq) followed by quantitative reverse transcription polymerase chain reaction (qRT-PCR) methods to identify the downstream effector genes that are preferentially regulated by EPRS at the transcriptional and translational levels. Results: Using a well established data analysis workflow from the Genomic Research Center from University of Rochester Medical Center,  we analyzed RNA-seq and polysome-seq data. We have identified novel Pro-rich (PRR) gene pathways that are preferentially regulated by EPRS via enhanced translation elongation at Pro-rich codons and antagonized by Halofuginone. Considering the translation active state in both light and heavy polysome fractions, we redefined the 4 groups by overlapping genes from heavy and light polysome associated transcripts compared to their total RNA expression change (p value <0.05 for differential expressed genes). 1371 genes were downregulated at translation (indicated by polysome-seq) and steady-state mRNA (indicated by RNA-seq) levels, and 775 genes were upregulated at both levels. There are a small number of genes whose gene regulation was changed in the opposite direction at the mRNA and translation levels. These observations indicate a coordinated regulatory effect between steady-state mRNA level and translation efficiency under the EPRS inhibitory condition. KEGG analysis of the genes that are reduced at RNA and translation levels revealed multiple pro-fibrotic pathways, including ECM-receptor interaction and proteoglycans. In contrast, the genes that are induced at RNA and translation levels are enriched in general translation factors, including ribosome and aminoacyl-tRNA biosynthesis, which suggests a compensatory amino acid starvation response upon EPRS inhibition. Altered expression of typical Pro-rich collagen and other genes was confirmed with qRT-PCR.  Conclusions: Our study represents the first detailed analysis of fibroblast translatome in comparison with transcriptome under EPRS inhibitory condition (halofuginone treatment), with biological triplicates, generated by RNA-seq and polysome-seq technology. Our results show that the next generation sequencing offers a comprehensive qualitative and quantitative evaluation of mRNA content and its translation state within cells treated with translation inhibitory drug halofuginone (EPRS inhibitor). Based on our results, we conclude that Pro-rich motif bearing genes are preferential targets of EPRS, and mild inhibition of EPRS leads to inefficient translation of these PRR genes. Overall design: We treated NIH/3T3 mouse fibroblasts with halofuginone (EPRS-specific inhibitor; 100 nM) or vehicle (PBS) in biological triplicates. For polysome-Seq, all the fractions were pooled into 3 samples, polysome free (free mRNP, 40S, 60S subunit), light polysomes (monosome, disome, trisome, etc.), and heavy polysomes (>5 ribosomes). Total RNA was extracted from the same volume of 3 samples and subjected to next generation RNA deep sequencing for translatome profiling as polysome-seq. For transcriptome profiling, total RNA extracted from the same treated cells was subjected to RNA-Seq. All the extracted RNA samples were treated with DNase I to remove potential genomic DNA followed by purification using phenol:chloroform:isoamyl alcohol for RNA-Seq. Raw reads were generated from the Illumina HiSeq2500 sequencer in the Genomic Research Center from University of Rochester Medical Center."
PRJNA563539,Controls for Ribo-seq experiments,Additional Ribo-seq controls for S19 experiments (GSE128265) with 4sU and FLAG-uS19
PRJNA562279,Ribosome Footprinting (RiboSeq) analysis of mRNA translation in Dis3l2 knockout mESCs,"Input mRNAs and ribosome protected fragments (RPFs) from Heterozygout (Control) and Dis3l2 knockout (KO) mESCs cultures were analyzed by TruSeq Ribo Profile (Illumina) library preparation and high throughput sequencing Overall design: mESCs were cultured in LIF/Serum condition. Input mRNAs and RPFs were isolated, ribosomal RNAs were depleted and cDNA libraries were prepared according to the TruSeq Ribo Profile pipeline (Illumina)"
PRJNA561206,Translation elongation factor 2 depletion by siRNA in mouse liver leads to mTOR-independent translational upregulation of ribosomal protein genes,"Due to breakthroughs in RNAi and genome editing methods in the past decade, it is now easier than ever to study fine details of protein synthesis in animal models. However, most of our understanding of translation comes from unicellular organisms and cultured mammalian cells. In this study, we demonstrate the feasibility of perturbing protein synthesis in a mouse liver by targeting translation elongation factor 2 (eEF2) with RNAi. We were able to achieve over 90% knockdown efficacy and maintain it for 2 weeks effectively slowing down the rate of translation elongation. As the total protein yield declined, both proteomics and ribosome profiling assays showed robust translational upregulation of ribosomal proteins relative to other proteins. Although all these genes bear the TOP regulatory motif, the branch of the mTOR pathway responsible for translation regulation was not activated. Paradoxically, coordinated translational upregulation of ribosomal proteins only occurred in the liver but not in murine cell culture. Thus, the upregulation of ribosomal transcripts likely occurred via passive mTOR-independent mechanisms. Impaired elongation sequesters ribosomes on mRNA and creates a shortage of free ribosomes. This leads to preferential translation of transcripts with high initiation rates such as ribosomal proteins. Furthermore, severe eEF2 shortage reduces the negative impact of positively charged amino acids frequent in ribosomal proteins on ribosome progression. Overall design: 8 cell culture transcriptomes (4 control and 4 eef2 knockdowns); transcriptomes from 12 mouse livers (control, 7, 9 and 12 days; three animals in each group); 6 ribo-seq libraries prepared from the same tissues (matched within animal)"
PRJNA560549,Translational initiation in E. coli occurs at the correct sites genome-wide in the absence of mRNA-rRNA base-pairing,"Shine-Dalgarno (SD) motifs are thought to play an important role in translational initiation in bacteria. Paradoxically, ribosome profiling studies in E. coli show no correlation between the strength of the SD in an mRNA and how efficiently it is translated. Performing profiling on ribosomes with altered anti-Shine-Dalgarno sequences, we reveal a genome-wide correlation between SD strength and ribosome occupancy that was previously masked by other contributing factors. Using the antibiotic retapamulin to trap initiation complexes at start codons, we find that the mutant ribosomes select start sites correctly, arguing that start sites are hard-wired for initiation through the action of other mRNA features. We show that A-rich sequences upstream of start codons promote initiation. Taken together, our genome-wide study reveals that SD motifs are not necessary for the ribosome to select where initiation occurs, though they do affect how efficiently initiation occurs at sites whose other features support initiation. Overall design: Ribosome profiling of purified MS2-tagged ribosomes with anti-Shine Dalgarno mutations from E. coli MG1655"
PRJNA559859,A p53-dependent translational program directs tissue-selective phenotypes in a model of ribosomopathies,"In ribosomopathies, perturbed expression of ribosome components leads to tissue-specific phenotypes. What accounts for such tissue-selective manifestations as a result of mutations in the ribosome, a ubiquitous cellular machine, has remained a mystery. Combining mouse genetics and in vivo ribosome profiling, we observe limb patterning phenotypes in ribosomal protein (RP) haploinsufficient embryos and uncover selective translational changes of transcripts controlling limb development. Surprisingly, both loss of p53, which is activated by RP haploinsufficiency, and augmented protein synthesis rescue these phenotypes. These findings are explained by the identification that p53 functions as a master regulator of protein synthesis, at least in part, through transcriptional activation of 4E-BP1. 4E-BP1, a key translational regulator, in turn, facilitates selective changes in the translatome downstream of p53, and thereby explains how RP haploinsufficiency may elicit specificity to gene expression. These results provide an integrative model to understand how in vivo tissue-specific phenotypes emerge in ribosomopathies. Overall design: Ribosome profiling from E10.5 mouse forelimbs (N=3 of each genotype): Rps6lox/+;Trp53+/+, Prx1Cre;Rps6lox/+;Trp53+/+, Rps6lox/+;Trp53-/-, Prx1Cre;Rps6lox/+;Trp53-/-"
PRJNA559348,"Ribosome profiling of WT E14, Dgcr8_KO, Dorsha_KO, Dicer_KO and Ago1&2_Double_KO mouse embryonic stem cells","miRNAs are short regulatory single stranded RNA sequences that upon complementary binding to mRNAs lead to the inhibition or degradation of their targets. This regulatory mechanisms has been shown to play crucial roles throughout the whole life cycle of animals and plants as well as in disease. While a plethora of methods exist to predict targets of miRNA, which suggest that up to 80% of the genome is miRNA regulated, it has recently been reported that many of these predictions are false positives, cell type specific or represent non-functional binding. In order to identify the subset of real functional miRNAs and their targets, we established miRNA pathway mutants in mouse embryonic stem cells (mESC), allowing the dissection of canonical and non-canonical functions of pathway members. Additional data integration of downstream regulatory layers (CLIP-seq, ribosome profiling and MS) enabled us to follow and track down real functional miRNA-gene interactions, which reduced the miRNA  genome regulation to approximately 1%. Overall design: Purpose: The goals of this study was to obtain the ribosome binding profile of WT and RNAi mutant mESCs. Ribosome profiling of different RNAi mutant mouse embryonic stem cells (E14) were generated by deep sequencing, in duplicate, using Illumina HiSeq2500."
PRJNA559103,Regulated local synthesis of ribosomal proteins maintains ribosome function in axons,"Ribosome assembly occurs mainly in the nucleolus yet recent studies have revealed robust enrichment and translation of mRNAs encoding many ribosomal proteins (RPs) in axons, far away from neuronal cell bodies. Here, we report a physical and functional interaction between locally synthesized RPs and ribosomes in the axon. We show that axonal RP translation is regulated through a novel sequence motif, CUIC, that forms an RNA-loop structure in the region immediately upstream of the initiation codon. Using imaging and subcellular proteomics techniques, we show that RPs synthesized in axons join axonal ribosomes in a nucleolus-independent fashion. Inhibition of axonal CUIC-regulated RP translation causes a significant decline in local translation activity and markedly reduces axon branching in the brain, revealing the physiological relevance of axonal RP synthesis in vivo. These results suggest that axonal translation supplies cytoplasmic RPs to maintain/modify local ribosomal function far from the nucleolus in neurons. Overall design: The profiling of mRNAs in Xenopus laevis retinal ganglion cell axons"
PRJNA558563,Comprehensive Annotations of Human Herpesvirus 6A and 6B Genomes Reveals Novel and Conserved Genomic Features,"Human herpesvirus 6 (HHV-6) A and B are highly ubiquitous betaherpesviruses, infecting the majority of the human population. Like other herpesviruses, our understanding of their protein coding potential is far from complete. Here we use ribosome profiling and RNA-seq to experimentally define the HHV-6 translation products and to follow their temporal expression. We identified hundreds of new open reading frames (ORF)s, including many upstream ORFs (uORF)s and internal ORFs (iORF)s, generating a complete atlas of HHV-6 translation products.  Integrating data from human cytomegalovirus we uncover numerous uORFs and iORFs that are conserved between beta herpesviruses and we show uORFs are specifically enriched in late viral genes. We also identified three highly abundant viral long non coding RNAs (lncRNA)s and we show one of these lncRNAs generate a non-polyadenylated stable intron that is conserved between all sequenced beta herpesviruses. Overall, this work uncovers the full complexity of the HHV-6 family genomes and highlights novel features that are conserved between beta herpesviruses, providing a resource for future functional studies. Overall design: Ribosme profiling and RNA-seq along HHV-6A and HHV-6B infection"
PRJNA558460,Receptor-specific interactome as a hub for rapid cue-induced selective translation in axons,"During neuronal wiring, extrinsic cues trigger the local translation of specific mRNAs in axons via cell surface receptors. The coupling of ribosomes to receptors has been proposed as a mechanism linking signals to local translation but it is not known how broadly this mechanism operates, nor whether it can selectively regulate mRNA translation. We report that receptor-ribosome coupling is employed by multiple guidance cue receptors and this interaction is mRNA-dependent. We find that different receptors bind to distinct sets of mRNAs and RNA-binding proteins. Cue stimulation induces rapid dissociation of ribosomes from receptors and the selective translation of receptor-specific mRNAs in retinal axon growth cones. Further, we show that receptor-ribosome dissociation and cue-induced selective translation are inhibited by simultaneous exposure to translation-repressive cues, suggesting a novel mode of signal integration. Our findings reveal receptor-specific interactomes and provide a general model for the rapid, localized and selective control of cue-induced translation. Overall design: The profiling of mRNAs binding with DCC or Nrp1 in SH-SY5Y cells"
PRJNA558435,Paralog-specific phenotypes of ribosomal protein mutants identify translational control mechanisms in the cell cycle and replicative longevity,"The translational efficiency of mRNAs of cells progressing synchronously through the mitotic cell cycle has been interrogated by ribosome profiling. Overall design: Ribosome Profiling (RP) and Transcriptional Profiling (TP) samples corresponding to a cell-size series, for the following Saccharomyces cerevisiae ribosome protein mutants: RPL22A, RPL22B, RPL34A, and RPL34B"
PRJNA556704,A global overview of translation efficiency and ribosome occupancy at nucleotide resolution in HEK293 cells,Looking at ribosome distribution and translational efficiency in control conditions in HEK293 cell line. Combining this information with our other datasets from HEK293 cells has allowed us to look at ribosome occupancy of specific groups of mRNAs Overall design: Ribosome Profiling conducted in HEK293 cells treated with control siRNA. Ribo-zero treated total RNA for the same samples is also included.
PRJNA556678,Transcriptome-wide analysis of RNA structure in MCF7 cells with and without inhibition of eIF4A by hippuristanol treatment,"Translational dysregulation is an emerging hallmark of cancer, and increased activity of the mRNA helicase eIF4A is associated with poor survival in malignancies. This is believed to be due to the unwinding of secondary structures within the 5'UTRs of oncogenic mRNAs, with studies showing that in general eIF4A-dependent mRNAs have longer 5'UTRs with more stable secondary structures, yet our ability to predict eIF4A-dependency from 5'UTR properties alone remains poor. We therefore used Structure-seq 2 to measure transcriptome-wide changes in RNA structure in MCF7 cells, following eIF4A inhibition with hippuristanol. This technique measures the single-strandedness of RNA by specific and rapid methylation of single-stranded adenosines and cytosines with Dimethyl Sulphate (DMS). When paired with polysome profiling data to identify which mRNAs are most translationally repressed, we can identify the structural determinants of eIF4A-dependency. Upon eIF4A inhibition, both 5'UTRs and CDSs become generally more structured, while overall this was not observed for 3'UTRs. This was most pronounced in CDSs, supporting recent findings that the ribosome sculpts RNA structure in this region. 5'UTRs are generally more structured at their 5' ends and highly translated mRNAs are less structured just upstream of the CDS. Following eIF4A inhibition, the 5'UTR is remodelled. eIF4A-dependent mRNAs have greater localised gains of structure. The degree of these structural changes is strongly correlated with 5'UTR length, explaining why eIF4A-dependent mRNAs have longer 5'UTRs. Crucially, in eIF4A-dependent mRNAs these highly-structured elements are located predominantly at the 3' end of the 5'UTR, suggesting that increased structure just upstream of the CDS is most inhibitory to translation following eIF4A inhibition and is a key determinant of eIF4A-dependency. Overall design: MCF7 cells were treated with and without dimethyl sulphate (DMS) following treatment with and without hippuristanol in triplicate. Poly(A) RNA was extracted and underwent Structure-seq 2 library preparation"
PRJNA556267,Mechanism of virus attenuation by codon pair deoptimization,Determination of translation efficiency of recoded neuramindase mRNA transcripts in transiently transfected HEK 293T cells. Overall design: Expression plasmids containing recoded IAV neuramindase were transfected into HEK 293T cells and translational dynamics of neuraminidase mRNA was determined by ribosome footprint-profiling experiments
